rho,betak1,etai1,Li1,gammai1,etai2,Li2,gammai2,etai3,Li3,gammai3,etai4,Li4,gammai4,etai5,Li5,gammai5,etai6,Li6,gammai6,etai7,Li7,gammai7,etai8,Li8,gammai8,etai9,Li9,gammai9,etai10,Li10,gammai10,beta,eta,L,gamma
4.900000e-01,4.856481e-12,9.053842e-01,2.741031e+00,3.303079e-01,9.053842e-01,2.741031e+00,3.303079e-01,9.053842e-01,2.741031e+00,3.303079e-01,9.053842e-01,2.741031e+00,3.303079e-01,9.053842e-01,2.741031e+00,3.303079e-01,3.861540e-01,5.598118e-01,2.759170e+00,3.861540e-01,5.598118e-01,2.759170e+00,3.861540e-01,5.598118e-01,2.759170e+00,3.861540e-01,5.598118e-01,2.759170e+00,3.861540e-01,5.598118e-01,2.759170e+00,4.856481e-12,4.900000e-01,1.650421e+01,7.422347e-01
5.000000e-01,1.163751e-11,9.125672e-01,2.814283e+00,3.242627e-01,9.125672e-01,2.814283e+00,3.242627e-01,9.125672e-01,2.814283e+00,3.242627e-01,9.125672e-01,2.814283e+00,3.242627e-01,9.125672e-01,2.814283e+00,3.242627e-01,3.968582e-01,5.821844e-01,2.726684e+00,3.968582e-01,5.821844e-01,2.726684e+00,3.968582e-01,5.821844e-01,2.726684e+00,3.968582e-01,5.821844e-01,2.726684e+00,3.968582e-01,5.821844e-01,2.726684e+00,1.163751e-11,5.000000e-01,1.698234e+01,7.360588e-01
5.100000e-01,2.715004e-11,9.192947e-01,2.886745e+00,3.184538e-01,9.192947e-01,2.886745e+00,3.184538e-01,9.192947e-01,2.886745e+00,3.184538e-01,9.192947e-01,2.886745e+00,3.184538e-01,9.192947e-01,2.886745e+00,3.184538e-01,4.076763e-01,6.053185e-01,2.693962e+00,4.076763e-01,6.053185e-01,2.693962e+00,4.076763e-01,6.053185e-01,2.693962e+00,4.076763e-01,6.053185e-01,2.693962e+00,4.076763e-01,6.053185e-01,2.693962e+00,2.715004e-11,5.100000e-01,1.746032e+01,7.302273e-01
5.200000e-01,6.173155e-11,9.255849e-01,2.958338e+00,3.128732e-01,9.255849e-01,2.958338e+00,3.128732e-01,9.255849e-01,2.958338e+00,3.128732e-01,9.255849e-01,2.958338e+00,3.128732e-01,9.255849e-01,2.958338e+00,3.128732e-01,4.186038e-01,6.292382e-01,2.661019e+00,4.186038e-01,6.292382e-01,2.661019e+00,4.186038e-01,6.292382e-01,2.661019e+00,4.186038e-01,6.292382e-01,2.661019e+00,4.186038e-01,6.292382e-01,2.661019e+00,6.173155e-11,5.200000e-01,1.793788e+01,7.247232e-01
5.300000e-01,1.369305e-10,9.314565e-01,3.028996e+00,3.075132e-01,9.314565e-01,3.028996e+00,3.075132e-01,9.314565e-01,3.028996e+00,3.075132e-01,9.314565e-01,3.028996e+00,3.075132e-01,9.314565e-01,3.028996e+00,3.075132e-01,4.296359e-01,6.539681e-01,2.627870e+00,4.296359e-01,6.539681e-01,2.627870e+00,4.296359e-01,6.539681e-01,2.627870e+00,4.296359e-01,6.539681e-01,2.627870e+00,4.296359e-01,6.539681e-01,2.627870e+00,1.369305e-10,5.300000e-01,1.841482e+01,7.195290e-01
5.400000e-01,2.965902e-10,9.369289e-01,3.098660e+00,3.023658e-01,9.369289e-01,3.098660e+00,3.023658e-01,9.369289e-01,3.098660e+00,3.023658e-01,9.369289e-01,3.098660e+00,3.023658e-01,9.369289e-01,3.098660e+00,3.023658e-01,4.407678e-01,6.795341e-01,2.594529e+00,4.407678e-01,6.795341e-01,2.594529e+00,4.407678e-01,6.795341e-01,2.594529e+00,4.407678e-01,6.795341e-01,2.594529e+00,4.407678e-01,6.795341e-01,2.594529e+00,2.965902e-10,5.400000e-01,1.889097e+01,7.146272e-01
5.500000e-01,6.278608e-10,9.420214e-01,3.167278e+00,2.974230e-01,9.420214e-01,3.167278e+00,2.974230e-01,9.420214e-01,3.167278e+00,2.974230e-01,9.420214e-01,3.167278e+00,2.974230e-01,9.420214e-01,3.167278e+00,2.974230e-01,4.519946e-01,7.059632e-01,2.561010e+00,4.519946e-01,7.059632e-01,2.561010e+00,4.519946e-01,7.059632e-01,2.561010e+00,4.519946e-01,7.059632e-01,2.561010e+00,4.519946e-01,7.059632e-01,2.561010e+00,6.278608e-10,5.500000e-01,1.936621e+01,7.099996e-01
5.600000e-01,1.300127e-09,9.467537e-01,3.234811e+00,2.926767e-01,9.467537e-01,3.234811e+00,2.926767e-01,9.467537e-01,3.234811e+00,2.926767e-01,9.467537e-01,3.234811e+00,2.926767e-01,9.467537e-01,3.234811e+00,2.926767e-01,4.633116e-01,7.332841e-01,2.527324e+00,4.633116e-01,7.332841e-01,2.527324e+00,4.633116e-01,7.332841e-01,2.527324e+00,4.633116e-01,7.332841e-01,2.527324e+00,4.633116e-01,7.332841e-01,2.527324e+00,1.300127e-09,5.600000e-01,1.984047e+01,7.056283e-01
5.700000e-01,2.635548e-09,9.511452e-01,3.301224e+00,2.881189e-01,9.511452e-01,3.301224e+00,2.881189e-01,9.511452e-01,3.301224e+00,2.881189e-01,9.511452e-01,3.301224e+00,2.881189e-01,9.511452e-01,3.301224e+00,2.881189e-01,4.747137e-01,7.615272e-01,2.493482e+00,4.747137e-01,7.615272e-01,2.493482e+00,4.747137e-01,7.615272e-01,2.493482e+00,4.747137e-01,7.615272e-01,2.493482e+00,4.747137e-01,7.615272e-01,2.493482e+00,2.635548e-09,5.700000e-01,2.031376e+01,7.014950e-01
5.800000e-01,5.234164e-09,9.552152e-01,3.366495e+00,2.837418e-01,9.552152e-01,3.366495e+00,2.837418e-01,9.552152e-01,3.366495e+00,2.837418e-01,9.552152e-01,3.366495e+00,2.837418e-01,9.552152e-01,3.366495e+00,2.837418e-01,4.861962e-01,7.907249e-01,2.459496e+00,4.861962e-01,7.907249e-01,2.459496e+00,4.861962e-01,7.907249e-01,2.459496e+00,4.861962e-01,7.907249e-01,2.459496e+00,4.861962e-01,7.907249e-01,2.459496e+00,5.234164e-09,5.800000e-01,2.078610e+01,6.975816e-01
5.900000e-01,1.019123e-08,9.589827e-01,3.430606e+00,2.795374e-01,9.589827e-01,3.430606e+00,2.795374e-01,9.589827e-01,3.430606e+00,2.795374e-01,9.589827e-01,3.430606e+00,2.795374e-01,9.589827e-01,3.430606e+00,2.795374e-01,4.977543e-01,8.209118e-01,2.425373e+00,4.977543e-01,8.209118e-01,2.425373e+00,4.977543e-01,8.209118e-01,2.425373e+00,4.977543e-01,8.209118e-01,2.425373e+00,4.977543e-01,8.209118e-01,2.425373e+00,1.019123e-08,5.900000e-01,2.125759e+01,6.938699e-01
6.000000e-01,1.946717e-08,9.624660e-01,3.493549e+00,2.754981e-01,9.624660e-01,3.493549e+00,2.754981e-01,9.624660e-01,3.493549e+00,2.754981e-01,9.624660e-01,3.493549e+00,2.754981e-01,9.624660e-01,3.493549e+00,2.754981e-01,5.093835e-01,8.521256e-01,2.391119e+00,5.093835e-01,8.521256e-01,2.391119e+00,5.093835e-01,8.521256e-01,2.391119e+00,5.093835e-01,8.521256e-01,2.391119e+00,5.093835e-01,8.521256e-01,2.391119e+00,1.946717e-08,6.000000e-01,2.172837e+01,6.903417e-01
6.100000e-01,3.650525e-08,9.656830e-01,3.555322e+00,2.716162e-01,9.656830e-01,3.555322e+00,2.716162e-01,9.656830e-01,3.555322e+00,2.716162e-01,9.656830e-01,3.555322e+00,2.716162e-01,9.656830e-01,3.555322e+00,2.716162e-01,5.210792e-01,8.844066e-01,2.356740e+00,5.210792e-01,8.844066e-01,2.356740e+00,5.210792e-01,8.844066e-01,2.356740e+00,5.210792e-01,8.844066e-01,2.356740e+00,5.210792e-01,8.844066e-01,2.356740e+00,3.650525e-08,6.100000e-01,2.219864e+01,6.869788e-01
6.200000e-01,6.724313e-08,9.686512e-01,3.615933e+00,2.678842e-01,9.686512e-01,3.615933e+00,2.678842e-01,9.686512e-01,3.615933e+00,2.678842e-01,9.686512e-01,3.615933e+00,2.678842e-01,9.686512e-01,3.615933e+00,2.678842e-01,5.328372e-01,9.177990e-01,2.322239e+00,5.328372e-01,9.177990e-01,2.322239e+00,5.328372e-01,9.177990e-01,2.322239e+00,5.328372e-01,9.177990e-01,2.322239e+00,5.328372e-01,9.177990e-01,2.322239e+00,6.724313e-08,6.200000e-01,2.266866e+01,6.837634e-01
6.300000e-01,1.217389e-07,9.713870e-01,3.675391e+00,2.642948e-01,9.713870e-01,3.675391e+00,2.642948e-01,9.713870e-01,3.675391e+00,2.642948e-01,9.713870e-01,3.675391e+00,2.642948e-01,9.713870e-01,3.675391e+00,2.642948e-01,5.446532e-01,9.523509e-01,2.287616e+00,5.446532e-01,9.523509e-01,2.287616e+00,5.446532e-01,9.523509e-01,2.287616e+00,5.446532e-01,9.523509e-01,2.287616e+00,5.446532e-01,9.523509e-01,2.287616e+00,1.217389e-07,6.299999e-01,2.313871e+01,6.806774e-01
6.400000e-01,2.167381e-07,9.739063e-01,3.733716e+00,2.608410e-01,9.739063e-01,3.733716e+00,2.608410e-01,9.739063e-01,3.733716e+00,2.608410e-01,9.739063e-01,3.733716e+00,2.608410e-01,9.739063e-01,3.733716e+00,2.608410e-01,5.565233e-01,9.881147e-01,2.252869e+00,5.565233e-01,9.881147e-01,2.252869e+00,5.565233e-01,9.881147e-01,2.252869e+00,5.565233e-01,9.881147e-01,2.252869e+00,5.565233e-01,9.881147e-01,2.252869e+00,2.167381e-07,6.399999e-01,2.360915e+01,6.777031e-01
6.500000e-01,3.796530e-07,9.762243e-01,3.790931e+00,2.575157e-01,9.762243e-01,3.790931e+00,2.575157e-01,9.762243e-01,3.790931e+00,2.575157e-01,9.762243e-01,3.790931e+00,2.575157e-01,9.762243e-01,3.790931e+00,2.575157e-01,5.684436e-01,1.025148e+00,2.217995e+00,5.684436e-01,1.025148e+00,2.217995e+00,5.684436e-01,1.025148e+00,2.217995e+00,5.684436e-01,1.025148e+00,2.217995e+00,5.684436e-01,1.025148e+00,2.217995e+00,3.796530e-07,6.499998e-01,2.408040e+01,6.748225e-01
6.600000e-01,6.546256e-07,9.783553e-01,3.847065e+00,2.543122e-01,9.783553e-01,3.847065e+00,2.543122e-01,9.783553e-01,3.847065e+00,2.543122e-01,9.783553e-01,3.847065e+00,2.543122e-01,9.783553e-01,3.847065e+00,2.543122e-01,5.804106e-01,1.063516e+00,2.182988e+00,5.804106e-01,1.063516e+00,2.182988e+00,5.804106e-01,1.063516e+00,2.182988e+00,5.804106e-01,1.063516e+00,2.182988e+00,5.804106e-01,1.063516e+00,2.182988e+00,6.546256e-07,6.599996e-01,2.455290e+01,6.720179e-01
6.700000e-01,1.111602e-06,9.803130e-01,3.902151e+00,2.512237e-01,9.803130e-01,3.902151e+00,2.512237e-01,9.803130e-01,3.902151e+00,2.512237e-01,9.803130e-01,3.902151e+00,2.512237e-01,9.803130e-01,3.902151e+00,2.512237e-01,5.924208e-01,1.103287e+00,2.147840e+00,5.924208e-01,1.103287e+00,2.147840e+00,5.924208e-01,1.103287e+00,2.147840e+00,5.924208e-01,1.103287e+00,2.147840e+00,5.924208e-01,1.103287e+00,2.147840e+00,1.111602e-06,6.699993e-01,2.502719e+01,6.692714e-01
6.800000e-01,1.859689e-06,9.821100e-01,3.956228e+00,2.482440e-01,9.821100e-01,3.956228e+00,2.482440e-01,9.821100e-01,3.956228e+00,2.482440e-01,9.821100e-01,3.956228e+00,2.482440e-01,9.821100e-01,3.956228e+00,2.482440e-01,6.044709e-01,1.144540e+00,2.112538e+00,6.044709e-01,1.144540e+00,2.112538e+00,6.044709e-01,1.144540e+00,2.112538e+00,6.044709e-01,1.144540e+00,2.112538e+00,6.044709e-01,1.144540e+00,2.112538e+00,1.859689e-06,6.799987e-01,2.550384e+01,6.665651e-01
6.900000e-01,3.066457e-06,9.837584e-01,4.009339e+00,2.453667e-01,9.837584e-01,4.009339e+00,2.453667e-01,9.837584e-01,4.009339e+00,2.453667e-01,9.837584e-01,4.009339e+00,2.453667e-01,9.837584e-01,4.009339e+00,2.453667e-01,6.165577e-01,1.187361e+00,2.077069e+00,6.165577e-01,1.187361e+00,2.077069e+00,6.165577e-01,1.187361e+00,2.077069e+00,6.165577e-01,1.187361e+00,2.077069e+00,6.165577e-01,1.187361e+00,2.077069e+00,3.066457e-06,6.899979e-01,2.598350e+01,6.638808e-01
7.000000e-01,4.985397e-06,9.852696e-01,4.061532e+00,2.425857e-01,9.852696e-01,4.061532e+00,2.425857e-01,9.852696e-01,4.061532e+00,2.425857e-01,9.852696e-01,4.061532e+00,2.425857e-01,9.852696e-01,4.061532e+00,2.425857e-01,6.286782e-01,1.231846e+00,2.041418e+00,6.286782e-01,1.231846e+00,2.041418e+00,6.286782e-01,1.231846e+00,2.041418e+00,6.286782e-01,1.231846e+00,2.041418e+00,6.286782e-01,1.231846e+00,2.041418e+00,4.985397e-06,6.999965e-01,2.646689e+01,6.612002e-01
7.100000e-01,7.994242e-06,9.866540e-01,4.112856e+00,2.398951e-01,9.866540e-01,4.112856e+00,2.398951e-01,9.866540e-01,4.112856e+00,2.398951e-01,9.866540e-01,4.112856e+00,2.398951e-01,9.866540e-01,4.112856e+00,2.398951e-01,6.408294e-01,1.278103e+00,2.005565e+00,6.408294e-01,1.278103e+00,2.005565e+00,6.408294e-01,1.278103e+00,2.005565e+00,6.408294e-01,1.278103e+00,2.005565e+00,6.408294e-01,1.278103e+00,2.005565e+00,7.994242e-06,7.099943e-01,2.695479e+01,6.585047e-01
7.200000e-01,1.264757e-05,9.879215e-01,4.163367e+00,2.372891e-01,9.879215e-01,4.163367e+00,2.372891e-01,9.879215e-01,4.163367e+00,2.372891e-01,9.879215e-01,4.163367e+00,2.372891e-01,9.879215e-01,4.163367e+00,2.372891e-01,6.530082e-01,1.326249e+00,1.969490e+00,6.530082e-01,1.326249e+00,1.969490e+00,6.530082e-01,1.326249e+00,1.969490e+00,6.530082e-01,1.326249e+00,1.969490e+00,6.530082e-01,1.326249e+00,1.969490e+00,1.264757e-05,7.199909e-01,2.744808e+01,6.557753e-01
7.300000e-01,1.974764e-05,9.890813e-01,4.213125e+00,2.347619e-01,9.890813e-01,4.213125e+00,2.347619e-01,9.890813e-01,4.213125e+00,2.347619e-01,9.890813e-01,4.213125e+00,2.347619e-01,9.890813e-01,4.213125e+00,2.347619e-01,6.652117e-01,1.376416e+00,1.933171e+00,6.652117e-01,1.376416e+00,1.933171e+00,6.652117e-01,1.376416e+00,1.933171e+00,6.652117e-01,1.376416e+00,1.933171e+00,6.652117e-01,1.376416e+00,1.933171e+00,1.974764e-05,7.299856e-01,2.794771e+01,6.529924e-01
7.400000e-01,3.043808e-05,9.901419e-01,4.262192e+00,2.323081e-01,9.901419e-01,4.262192e+00,2.323081e-01,9.901419e-01,4.262192e+00,2.323081e-01,9.901419e-01,4.262192e+00,2.323081e-01,9.901419e-01,4.262192e+00,2.323081e-01,6.774364e-01,1.428750e+00,1.896585e+00,6.774364e-01,1.428750e+00,1.896585e+00,6.774364e-01,1.428750e+00,1.896585e+00,6.774364e-01,1.428750e+00,1.896585e+00,6.774364e-01,1.428750e+00,1.896585e+00,3.043808e-05,7.399775e-01,2.845471e+01,6.501362e-01
7.500000e-01,4.632517e-05,9.911111e-01,4.310634e+00,2.299223e-01,9.911111e-01,4.310634e+00,2.299223e-01,9.911111e-01,4.310634e+00,2.299223e-01,9.911111e-01,4.310634e+00,2.299223e-01,9.911111e-01,4.310634e+00,2.299223e-01,6.896788e-01,1.483411e+00,1.859710e+00,6.896788e-01,1.483411e+00,1.859710e+00,6.896788e-01,1.483411e+00,1.859710e+00,6.896788e-01,1.483411e+00,1.859710e+00,6.896788e-01,1.483411e+00,1.859710e+00,4.632517e-05,7.499653e-01,2.897023e+01,6.471862e-01
7.600000e-01,6.963187e-05,9.919964e-01,4.358521e+00,2.275993e-01,9.919964e-01,4.358521e+00,2.275993e-01,9.919964e-01,4.358521e+00,2.275993e-01,9.919964e-01,4.358521e+00,2.275993e-01,9.919964e-01,4.358521e+00,2.275993e-01,7.019348e-01,1.540576e+00,1.822526e+00,7.019348e-01,1.540576e+00,1.822526e+00,7.019348e-01,1.540576e+00,1.822526e+00,7.019348e-01,1.540576e+00,1.822526e+00,7.019348e-01,1.540576e+00,1.822526e+00,6.963187e-05,7.599471e-01,2.949548e+01,6.441216e-01
7.700000e-01,1.033886e-04,9.928044e-01,4.405924e+00,2.253340e-01,9.928044e-01,4.405924e+00,2.253340e-01,9.928044e-01,4.405924e+00,2.253340e-01,9.928044e-01,4.405924e+00,2.253340e-01,9.928044e-01,4.405924e+00,2.253340e-01,7.141994e-01,1.600434e+00,1.785014e+00,7.141994e-01,1.600434e+00,1.785014e+00,7.141994e-01,1.600434e+00,1.785014e+00,7.141994e-01,1.600434e+00,1.785014e+00,7.141994e-01,1.600434e+00,1.785014e+00,1.033886e-04,7.699204e-01,3.003179e+01,6.409211e-01
7.800000e-01,1.516641e-04,9.935414e-01,4.452917e+00,2.231215e-01,9.935414e-01,4.452917e+00,2.231215e-01,9.935414e-01,4.452917e+00,2.231215e-01,9.935414e-01,4.452917e+00,2.231215e-01,9.935414e-01,4.452917e+00,2.231215e-01,7.264668e-01,1.663193e+00,1.747162e+00,7.264668e-01,1.663193e+00,1.747162e+00,7.264668e-01,1.663193e+00,1.747162e+00,7.264668e-01,1.663193e+00,1.747162e+00,7.264668e-01,1.663193e+00,1.747162e+00,1.516641e-04,7.798817e-01,3.058055e+01,6.375635e-01
7.900000e-01,2.198362e-04,9.942131e-01,4.499576e+00,2.209571e-01,9.942131e-01,4.499576e+00,2.209571e-01,9.942131e-01,4.499576e+00,2.209571e-01,9.942131e-01,4.499576e+00,2.209571e-01,9.942131e-01,4.499576e+00,2.209571e-01,7.387296e-01,1.729068e+00,1.708966e+00,7.387296e-01,1.729068e+00,1.708966e+00,7.387296e-01,1.729068e+00,1.708966e+00,7.387296e-01,1.729068e+00,1.708966e+00,7.387296e-01,1.729068e+00,1.708966e+00,2.198362e-04,7.898263e-01,3.114322e+01,6.340275e-01
8.000000e-01,3.148998e-04,9.948249e-01,4.545975e+00,2.188364e-01,9.948249e-01,4.545975e+00,2.188364e-01,9.948249e-01,4.545975e+00,2.188364e-01,9.948249e-01,4.545975e+00,2.188364e-01,9.948249e-01,4.545975e+00,2.188364e-01,7.509789e-01,1.798287e+00,1.670432e+00,7.509789e-01,1.798287e+00,1.670432e+00,7.509789e-01,1.798287e+00,1.670432e+00,7.509789e-01,1.798287e+00,1.670432e+00,7.509789e-01,1.798287e+00,1.670432e+00,3.148998e-04,7.997481e-01,3.172131e+01,6.302925e-01
8.100000e-01,4.458030e-04,9.953816e-01,4.592187e+00,2.167555e-01,9.953816e-01,4.592187e+00,2.167555e-01,9.953816e-01,4.592187e+00,2.167555e-01,9.953816e-01,4.592187e+00,2.167555e-01,9.953816e-01,4.592187e+00,2.167555e-01,7.632032e-01,1.871080e+00,1.631578e+00,7.632032e-01,1.871080e+00,1.631578e+00,7.632032e-01,1.871080e+00,1.631578e+00,7.632032e-01,1.871080e+00,1.631578e+00,7.632032e-01,1.871080e+00,1.631578e+00,4.458030e-04,8.096389e-01,3.231633e+01,6.263388e-01
8.200000e-01,6.237953e-04,9.958875e-01,4.638279e+00,2.147106e-01,9.958875e-01,4.638279e+00,2.147106e-01,9.958875e-01,4.638279e+00,2.147106e-01,9.958875e-01,4.638279e+00,2.147106e-01,9.958875e-01,4.638279e+00,2.147106e-01,7.753887e-01,1.947674e+00,1.592441e+00,7.753887e-01,1.947674e+00,1.592441e+00,7.753887e-01,1.947674e+00,1.592441e+00,7.753887e-01,1.947674e+00,1.592441e+00,7.753887e-01,1.947674e+00,1.592441e+00,6.237953e-04,8.194885e-01,3.292976e+01,6.221488e-01
8.300000e-01,8.627638e-04,9.963469e-01,4.684314e+00,2.126986e-01,9.963469e-01,4.684314e+00,2.126986e-01,9.963469e-01,4.684314e+00,2.126986e-01,9.963469e-01,4.684314e+00,2.126986e-01,9.963469e-01,4.684314e+00,2.126986e-01,7.875182e-01,2.028283e+00,1.553074e+00,7.875182e-01,2.028283e+00,1.553074e+00,7.875182e-01,2.028283e+00,1.553074e+00,7.875182e-01,2.028283e+00,1.553074e+00,7.875182e-01,2.028283e+00,1.553074e+00,8.627638e-04,8.292839e-01,3.356298e+01,6.177073e-01
8.400000e-01,1.179526e-03,9.967633e-01,4.730341e+00,2.107170e-01,9.967633e-01,4.730341e+00,2.107170e-01,9.967633e-01,4.730341e+00,2.107170e-01,9.967633e-01,4.730341e+00,2.107170e-01,9.967633e-01,4.730341e+00,2.107170e-01,7.995707e-01,2.113097e+00,1.513552e+00,7.995707e-01,2.113097e+00,1.513552e+00,7.995707e-01,2.113097e+00,1.513552e+00,7.995707e-01,2.113097e+00,1.513552e+00,7.995707e-01,2.113097e+00,1.513552e+00,1.179526e-03,8.390092e-01,3.421719e+01,6.130028e-01
8.500000e-01,1.594033e-03,9.971403e-01,4.776397e+00,2.087641e-01,9.971403e-01,4.776397e+00,2.087641e-01,9.971403e-01,4.776397e+00,2.087641e-01,9.971403e-01,4.776397e+00,2.087641e-01,9.971403e-01,4.776397e+00,2.087641e-01,8.115213e-01,2.202267e+00,1.473974e+00,8.115213e-01,2.202267e+00,1.473974e+00,8.115213e-01,2.202267e+00,1.473974e+00,8.115213e-01,2.202267e+00,1.473974e+00,8.115213e-01,2.202267e+00,1.473974e+00,1.594033e-03,8.486451e-01,3.489332e+01,6.080284e-01
8.600000e-01,2.129442e-03,9.974808e-01,4.822501e+00,2.068389e-01,9.974808e-01,4.822501e+00,2.068389e-01,9.974808e-01,4.822501e+00,2.068389e-01,9.974808e-01,4.822501e+00,2.068389e-01,9.974808e-01,4.822501e+00,2.068389e-01,8.233406e-01,2.295890e+00,1.434460e+00,8.233406e-01,2.295890e+00,1.434460e+00,8.233406e-01,2.295890e+00,1.434460e+00,8.233406e-01,2.295890e+00,1.434460e+00,8.233406e-01,2.295890e+00,1.434460e+00,2.129442e-03,8.581687e-01,3.559195e+01,6.027828e-01
8.700000e-01,2.812005e-03,9.977878e-01,4.868651e+00,2.049413e-01,9.977878e-01,4.868651e+00,2.049413e-01,9.977878e-01,4.868651e+00,2.049413e-01,9.977878e-01,4.868651e+00,2.049413e-01,9.977878e-01,4.868651e+00,2.049413e-01,8.349950e-01,2.393993e+00,1.395150e+00,8.349950e-01,2.393993e+00,1.395150e+00,8.349950e-01,2.393993e+00,1.395150e+00,8.349950e-01,2.393993e+00,1.395150e+00,8.349950e-01,2.393993e+00,1.395150e+00,2.812005e-03,8.675536e-01,3.631322e+01,5.972712e-01
8.800000e-01,3.670718e-03,9.980639e-01,4.914819e+00,2.030724e-01,9.980639e-01,4.914819e+00,2.030724e-01,9.980639e-01,4.914819e+00,2.030724e-01,9.980639e-01,4.914819e+00,2.030724e-01,9.980639e-01,4.914819e+00,2.030724e-01,8.464462e-01,2.496513e+00,1.356206e+00,8.464462e-01,2.496513e+00,1.356206e+00,8.464462e-01,2.496513e+00,1.356206e+00,8.464462e-01,2.496513e+00,1.356206e+00,8.464462e-01,2.496513e+00,1.356206e+00,3.670718e-03,8.767698e-01,3.705666e+01,5.915062e-01
8.900000e-01,4.736719e-03,9.983115e-01,4.960951e+00,2.012339e-01,9.983115e-01,4.960951e+00,2.012339e-01,9.983115e-01,4.960951e+00,2.012339e-01,9.983115e-01,4.960951e+00,2.012339e-01,9.983115e-01,4.960951e+00,2.012339e-01,8.576525e-01,2.603287e+00,1.317799e+00,8.576525e-01,2.603287e+00,1.317799e+00,8.576525e-01,2.603287e+00,1.317799e+00,8.576525e-01,2.603287e+00,1.317799e+00,8.576525e-01,2.603287e+00,1.317799e+00,4.736719e-03,8.857843e-01,3.782119e+01,5.855080e-01
9.000000e-01,6.042401e-03,9.985327e-01,5.006962e+00,1.994289e-01,9.985327e-01,5.006962e+00,1.994289e-01,9.985327e-01,5.006962e+00,1.994289e-01,9.985327e-01,5.006962e+00,1.994289e-01,9.985327e-01,5.006962e+00,1.994289e-01,8.685691e-01,2.714037e+00,1.280114e+00,8.685691e-01,2.714037e+00,1.280114e+00,8.685691e-01,2.714037e+00,1.280114e+00,8.685691e-01,2.714037e+00,1.280114e+00,8.685691e-01,2.714037e+00,1.280114e+00,6.042401e-03,8.945618e-01,3.860500e+01,5.793045e-01
9.100000e-01,7.620272e-03,9.987298e-01,5.052740e+00,1.976610e-01,9.987298e-01,5.052740e+00,1.976610e-01,9.987298e-01,5.052740e+00,1.976610e-01,9.987298e-01,5.052740e+00,1.976610e-01,9.987298e-01,5.052740e+00,1.976610e-01,8.791495e-01,2.828364e+00,1.243333e+00,8.791495e-01,2.828364e+00,1.243333e+00,8.791495e-01,2.828364e+00,1.243333e+00,8.791495e-01,2.828364e+00,1.243333e+00,8.791495e-01,2.828364e+00,1.243333e+00,7.620272e-03,9.030656e-01,3.940552e+01,5.729309e-01
9.200000e-01,9.501611e-03,9.989046e-01,5.098145e+00,1.959349e-01,9.989046e-01,5.098145e+00,1.959349e-01,9.989046e-01,5.098145e+00,1.959349e-01,9.989046e-01,5.098145e+00,1.959349e-01,9.989046e-01,5.098145e+00,1.959349e-01,8.893470e-01,2.945747e+00,1.207635e+00,8.893470e-01,2.945747e+00,1.207635e+00,8.893470e-01,2.945747e+00,1.207635e+00,8.893470e-01,2.945747e+00,1.207635e+00,8.893470e-01,2.945747e+00,1.207635e+00,9.501611e-03,9.112585e-01,4.021946e+01,5.664288e-01
9.300000e-01,1.171501e-02,9.990590e-01,5.143015e+00,1.942555e-01,9.990590e-01,5.143015e+00,1.942555e-01,9.990590e-01,5.143015e+00,1.942555e-01,9.990590e-01,5.143015e+00,1.942555e-01,9.990590e-01,5.143015e+00,1.942555e-01,8.991165e-01,3.065555e+00,1.173186e+00,8.991165e-01,3.065555e+00,1.173186e+00,8.991165e-01,3.065555e+00,1.173186e+00,8.991165e-01,3.065555e+00,1.173186e+00,8.991165e-01,3.065555e+00,1.173186e+00,1.171501e-02,9.191050e-01,4.104285e+01,5.598448e-01
9.400000e-01,1.428491e-02,9.991948e-01,5.187169e+00,1.926281e-01,9.991948e-01,5.187169e+00,1.926281e-01,9.991948e-01,5.187169e+00,1.926281e-01,9.991948e-01,5.187169e+00,1.926281e-01,9.991948e-01,5.187169e+00,1.926281e-01,9.084165e-01,3.187058e+00,1.140132e+00,9.084165e-01,3.187058e+00,1.140132e+00,9.084165e-01,3.187058e+00,1.140132e+00,9.084165e-01,3.187058e+00,1.140132e+00,9.084165e-01,3.187058e+00,1.140132e+00,1.428491e-02,9.265722e-01,4.187113e+01,5.532285e-01
9.500000e-01,1.723029e-02,9.993135e-01,5.230418e+00,1.910581e-01,9.993135e-01,5.230418e+00,1.910581e-01,9.993135e-01,5.230418e+00,1.910581e-01,9.993135e-01,5.230418e+00,1.910581e-01,9.993135e-01,5.230418e+00,1.910581e-01,9.172106e-01,3.309450e+00,1.108596e+00,9.172106e-01,3.309450e+00,1.108596e+00,9.172106e-01,3.309450e+00,1.108596e+00,9.172106e-01,3.309450e+00,1.108596e+00,9.172106e-01,3.309450e+00,1.108596e+00,1.723029e-02,9.336312e-01,4.269934e+01,5.466310e-01
9.600000e-01,2.056357e-02,9.994169e-01,5.272570e+00,1.895502e-01,9.994169e-01,5.272570e+00,1.895502e-01,9.994169e-01,5.272570e+00,1.895502e-01,9.994169e-01,5.272570e+00,1.895502e-01,9.994169e-01,5.272570e+00,1.895502e-01,9.254695e-01,3.431881e+00,1.078673e+00,9.254695e-01,3.431881e+00,1.078673e+00,9.254695e-01,3.431881e+00,1.078673e+00,9.254695e-01,3.431881e+00,1.078673e+00,9.254695e-01,3.431881e+00,1.078673e+00,2.056357e-02,9.402590e-01,4.352225e+01,5.401024e-01
