rho,betak1,etai1,Li1,gammai1,etai2,Li2,gammai2,etai3,Li3,gammai3,etai4,Li4,gammai4,etai5,Li5,gammai5,etai6,Li6,gammai6,etai7,Li7,gammai7,etai8,Li8,gammai8,etai9,Li9,gammai9,etai10,Li10,gammai10,beta,eta,L,gamma
9.700000e-01,2.428996e-02,9.995065e-01,5.313440e+00,1.881091e-01,9.995065e-01,5.313440e+00,1.881091e-01,9.995065e-01,5.313440e+00,1.881091e-01,9.995065e-01,5.313440e+00,1.881091e-01,9.995065e-01,5.313440e+00,1.881091e-01,9.331718e-01,3.553487e+00,1.050429e+00,9.331718e-01,3.553487e+00,1.050429e+00,9.331718e-01,3.553487e+00,1.050429e+00,9.331718e-01,3.553487e+00,1.050429e+00,9.331718e-01,3.553487e+00,1.050429e+00,2.428996e-02,9.464387e-01,4.433464e+01,5.336904e-01
9.800000e-01,2.840714e-02,9.995837e-01,5.352858e+00,1.867383e-01,9.995837e-01,5.352858e+00,1.867383e-01,9.995837e-01,5.352858e+00,1.867383e-01,9.995837e-01,5.352858e+00,1.867383e-01,9.995837e-01,5.352858e+00,1.867383e-01,9.403053e-01,3.673425e+00,1.023900e+00,9.403053e-01,3.673425e+00,1.023900e+00,9.403053e-01,3.673425e+00,1.023900e+00,9.403053e-01,3.673425e+00,1.023900e+00,9.403053e-01,3.673425e+00,1.023900e+00,2.840714e-02,9.521610e-01,4.513141e+01,5.274380e-01
9.900000e-01,3.290544e-02,9.996499e-01,5.390675e+00,1.854406e-01,9.996499e-01,5.390675e+00,1.854406e-01,9.996499e-01,5.390675e+00,1.854406e-01,9.996499e-01,5.390675e+00,1.854406e-01,9.996499e-01,5.390675e+00,1.854406e-01,9.468670e-01,3.790901e+00,9.990946e-01,9.468670e-01,3.790901e+00,9.990946e-01,9.468670e-01,3.790901e+00,9.990946e-01,9.468670e-01,3.790901e+00,9.990946e-01,9.468670e-01,3.790901e+00,9.990946e-01,3.290544e-02,9.574236e-01,4.590788e+01,5.213831e-01
1.000000e+00,3.776845e-02,9.997064e-01,5.426770e+00,1.842176e-01,9.997064e-01,5.426770e+00,1.842176e-01,9.997064e-01,5.426770e+00,1.842176e-01,9.997064e-01,5.426770e+00,1.842176e-01,9.997064e-01,5.426770e+00,1.842176e-01,9.528628e-01,3.905198e+00,9.759943e-01,9.528628e-01,3.905198e+00,9.759943e-01,9.528628e-01,3.905198e+00,9.759943e-01,9.528628e-01,3.905198e+00,9.759943e-01,9.528628e-01,3.905198e+00,9.759943e-01,3.776845e-02,9.622315e-01,4.665984e+01,5.155566e-01
1.010000e+00,4.297390e-02,9.997543e-01,5.461052e+00,1.830699e-01,9.997543e-01,5.461052e+00,1.830699e-01,9.997543e-01,5.461052e+00,1.830699e-01,9.997543e-01,5.461052e+00,1.830699e-01,9.997543e-01,5.461052e+00,1.830699e-01,9.583069e-01,4.015700e+00,9.545601e-01,9.583069e-01,4.015700e+00,9.545601e-01,9.583069e-01,4.015700e+00,9.545601e-01,9.583069e-01,4.015700e+00,9.545601e-01,9.583069e-01,4.015700e+00,9.545601e-01,4.297390e-02,9.665964e-01,4.738376e+01,5.099829e-01
1.020000e+00,4.849483e-02,9.997949e-01,5.493461e+00,1.819973e-01,9.997949e-01,5.493461e+00,1.819973e-01,9.997949e-01,5.493461e+00,1.819973e-01,9.997949e-01,5.493461e+00,1.819973e-01,9.997949e-01,5.493461e+00,1.819973e-01,9.632204e-01,4.121899e+00,9.347345e-01,9.632204e-01,4.121899e+00,9.347345e-01,9.632204e-01,4.121899e+00,9.347345e-01,9.632204e-01,4.121899e+00,9.347345e-01,9.632204e-01,4.121899e+00,9.347345e-01,4.849483e-02,9.705353e-01,4.807680e+01,5.046796e-01
1.030000e+00,5.430085e-02,9.998290e-01,5.523968e+00,1.809983e-01,9.998290e-01,5.523968e+00,1.809983e-01,9.998290e-01,5.523968e+00,1.809983e-01,9.998290e-01,5.523968e+00,1.809983e-01,9.998290e-01,5.523968e+00,1.809983e-01,9.676304e-01,4.223405e+00,9.164459e-01,9.676304e-01,4.223405e+00,9.164459e-01,9.676304e-01,4.223405e+00,9.164459e-01,9.676304e-01,4.223405e+00,9.164459e-01,9.676304e-01,4.223405e+00,9.164459e-01,5.430085e-02,9.740701e-01,4.873686e+01,4.996578e-01
1.040000e+00,6.035944e-02,9.998577e-01,5.552576e+00,1.800710e-01,9.998577e-01,5.552576e+00,1.800710e-01,9.998577e-01,5.552576e+00,1.800710e-01,9.998577e-01,5.552576e+00,1.800710e-01,9.998577e-01,5.552576e+00,1.800710e-01,9.715683e-01,4.319942e+00,8.996123e-01,9.715683e-01,4.319942e+00,8.996123e-01,9.715683e-01,4.319942e+00,8.996123e-01,9.715683e-01,4.319942e+00,8.996123e-01,9.715683e-01,4.319942e+00,8.996123e-01,6.035944e-02,9.772262e-01,4.936259e+01,4.949225e-01
1.050000e+00,6.663711e-02,9.998817e-01,5.579310e+00,1.792124e-01,9.998817e-01,5.579310e+00,1.792124e-01,9.998817e-01,5.579310e+00,1.792124e-01,9.998817e-01,5.579310e+00,1.792124e-01,9.998817e-01,5.579310e+00,1.792124e-01,9.750684e-01,4.411347e+00,8.841456e-01,9.750684e-01,4.411347e+00,8.841456e-01,9.750684e-01,4.411347e+00,8.841456e-01,9.750684e-01,4.411347e+00,8.841456e-01,9.750684e-01,4.411347e+00,8.841456e-01,6.663711e-02,9.800310e-01,4.995329e+01,4.904737e-01
1.060000e+00,7.310050e-02,9.999017e-01,5.604220e+00,1.784194e-01,9.999017e-01,5.604220e+00,1.784194e-01,9.999017e-01,5.604220e+00,1.784194e-01,9.999017e-01,5.604220e+00,1.784194e-01,9.999017e-01,5.604220e+00,1.784194e-01,9.781664e-01,4.497555e+00,8.699539e-01,9.781664e-01,4.497555e+00,8.699539e-01,9.781664e-01,4.497555e+00,8.699539e-01,9.781664e-01,4.497555e+00,8.699539e-01,9.781664e-01,4.497555e+00,8.699539e-01,7.310050e-02,9.825135e-01,5.050888e+01,4.863073e-01
1.070000e+00,7.971722e-02,9.999183e-01,5.627373e+00,1.776883e-01,9.999183e-01,5.627373e+00,1.776883e-01,9.999183e-01,5.627373e+00,1.776883e-01,9.999183e-01,5.627373e+00,1.776883e-01,9.999183e-01,5.627373e+00,1.776883e-01,9.808986e-01,4.578587e+00,8.569444e-01,9.808986e-01,4.578587e+00,8.569444e-01,9.808986e-01,4.578587e+00,8.569444e-01,9.808986e-01,4.578587e+00,8.569444e-01,9.808986e-01,4.578587e+00,8.569444e-01,7.971722e-02,9.847026e-01,5.102980e+01,4.824155e-01
1.080000e+00,8.645656e-02,9.999322e-01,5.648849e+00,1.770152e-01,9.999322e-01,5.648849e+00,1.770152e-01,9.999322e-01,5.648849e+00,1.770152e-01,9.999322e-01,5.648849e+00,1.770152e-01,9.999322e-01,5.648849e+00,1.770152e-01,9.833006e-01,4.654535e+00,8.450259e-01,9.833006e-01,4.654535e+00,8.450259e-01,9.833006e-01,4.654535e+00,8.450259e-01,9.833006e-01,4.654535e+00,8.450259e-01,9.833006e-01,4.654535e+00,8.450259e-01,8.645656e-02,9.866269e-01,5.151692e+01,4.787878e-01
1.090000e+00,9.328990e-02,9.999436e-01,5.668737e+00,1.763962e-01,9.999436e-01,5.668737e+00,1.763962e-01,9.999436e-01,5.668737e+00,1.763962e-01,9.999436e-01,5.668737e+00,1.763962e-01,9.999436e-01,5.668737e+00,1.763962e-01,9.854066e-01,4.725549e+00,8.341097e-01,9.854066e-01,4.725549e+00,8.341097e-01,9.854066e-01,4.725549e+00,8.341097e-01,9.854066e-01,4.725549e+00,8.341097e-01,9.854066e-01,4.725549e+00,8.341097e-01,9.328990e-02,9.883140e-01,5.197143e+01,4.754122e-01
1.100000e+00,1.001911e-01,9.999531e-01,5.687132e+00,1.758273e-01,9.999531e-01,5.687132e+00,1.758273e-01,9.999531e-01,5.687132e+00,1.758273e-01,9.999531e-01,5.687132e+00,1.758273e-01,9.999531e-01,5.687132e+00,1.758273e-01,9.872490e-01,4.791824e+00,8.241113e-01,9.872490e-01,4.791824e+00,8.241113e-01,9.872490e-01,4.791824e+00,8.241113e-01,9.872490e-01,4.791824e+00,8.241113e-01,9.872490e-01,4.791824e+00,8.241113e-01,1.001911e-01,9.897898e-01,5.239478e+01,4.722750e-01
1.110000e+00,1.071366e-01,9.999610e-01,5.704133e+00,1.753046e-01,9.999610e-01,5.704133e+00,1.753046e-01,9.999610e-01,5.704133e+00,1.753046e-01,9.999610e-01,5.704133e+00,1.753046e-01,9.999610e-01,5.704133e+00,1.753046e-01,9.888577e-01,4.853583e+00,8.149507e-01,9.888577e-01,4.853583e+00,8.149507e-01,9.888577e-01,4.853583e+00,8.149507e-01,9.888577e-01,4.853583e+00,8.149507e-01,9.888577e-01,4.853583e+00,8.149507e-01,1.071366e-01,9.910784e-01,5.278858e+01,4.693621e-01
1.120000e+00,1.141054e-01,9.999675e-01,5.719838e+00,1.748244e-01,9.999675e-01,5.719838e+00,1.748244e-01,9.999675e-01,5.719838e+00,1.748244e-01,9.999675e-01,5.719838e+00,1.748244e-01,9.999675e-01,5.719838e+00,1.748244e-01,9.902606e-01,4.911073e+00,8.065533e-01,9.902606e-01,4.911073e+00,8.065533e-01,9.902606e-01,4.911073e+00,8.065533e-01,9.902606e-01,4.911073e+00,8.065533e-01,9.902606e-01,4.911073e+00,8.065533e-01,1.141054e-01,9.922020e-01,5.315456e+01,4.666589e-01
1.130000e+00,1.210791e-01,9.999729e-01,5.734344e+00,1.743831e-01,9.999729e-01,5.734344e+00,1.743831e-01,9.999729e-01,5.734344e+00,1.743831e-01,9.999729e-01,5.734344e+00,1.743831e-01,9.999729e-01,5.734344e+00,1.743831e-01,9.914825e-01,4.964549e+00,7.988500e-01,9.914825e-01,4.964549e+00,7.988500e-01,9.914825e-01,4.964549e+00,7.988500e-01,9.914825e-01,4.964549e+00,7.988500e-01,9.914825e-01,4.964549e+00,7.988500e-01,1.210791e-01,9.931806e-01,5.349447e+01,4.641511e-01
1.140000e+00,1.280418e-01,9.999774e-01,5.747744e+00,1.739774e-01,9.999774e-01,5.747744e+00,1.739774e-01,9.999774e-01,5.747744e+00,1.739774e-01,9.999774e-01,5.747744e+00,1.739774e-01,9.999774e-01,5.747744e+00,1.739774e-01,9.925461e-01,5.014271e+00,7.917771e-01,9.925461e-01,5.014271e+00,7.917771e-01,9.925461e-01,5.014271e+00,7.917771e-01,9.925461e-01,5.014271e+00,7.917771e-01,9.925461e-01,5.014271e+00,7.917771e-01,1.280418e-01,9.940324e-01,5.381007e+01,4.618245e-01
1.150000e+00,1.349796e-01,9.999811e-01,5.760126e+00,1.736040e-01,9.999811e-01,5.760126e+00,1.736040e-01,9.999811e-01,5.760126e+00,1.736040e-01,9.999811e-01,5.760126e+00,1.736040e-01,9.999811e-01,5.760126e+00,1.736040e-01,9.934715e-01,5.060495e+00,7.852762e-01,9.934715e-01,5.060495e+00,7.852762e-01,9.934715e-01,5.060495e+00,7.852762e-01,9.934715e-01,5.060495e+00,7.852762e-01,9.934715e-01,5.060495e+00,7.852762e-01,1.349796e-01,9.947734e-01,5.410311e+01,4.596656e-01
1.160000e+00,1.418810e-01,9.999841e-01,5.771575e+00,1.732602e-01,9.999841e-01,5.771575e+00,1.732602e-01,9.999841e-01,5.771575e+00,1.732602e-01,9.999841e-01,5.771575e+00,1.732602e-01,9.999841e-01,5.771575e+00,1.732602e-01,9.942765e-01,5.103473e+00,7.792940e-01,9.942765e-01,5.103473e+00,7.792940e-01,9.942765e-01,5.103473e+00,7.792940e-01,9.942765e-01,5.103473e+00,7.792940e-01,9.942765e-01,5.103473e+00,7.792940e-01,1.418810e-01,9.954181e-01,5.437524e+01,4.576614e-01
1.170000e+00,1.487360e-01,9.999867e-01,5.782169e+00,1.729432e-01,9.999867e-01,5.782169e+00,1.729432e-01,9.999867e-01,5.782169e+00,1.729432e-01,9.999867e-01,5.782169e+00,1.729432e-01,9.999867e-01,5.782169e+00,1.729432e-01,9.949769e-01,5.143447e+00,7.737822e-01,9.949769e-01,5.143447e+00,7.737822e-01,9.949769e-01,5.143447e+00,7.737822e-01,9.949769e-01,5.143447e+00,7.737822e-01,9.949769e-01,5.143447e+00,7.737822e-01,1.487360e-01,9.959788e-01,5.462808e+01,4.557999e-01
1.180000e+00,1.555366e-01,9.999888e-01,5.791980e+00,1.726506e-01,9.999888e-01,5.791980e+00,1.726506e-01,9.999888e-01,5.791980e+00,1.726506e-01,9.999888e-01,5.791980e+00,1.726506e-01,9.999888e-01,5.791980e+00,1.726506e-01,9.955863e-01,5.180644e+00,7.686970e-01,9.955863e-01,5.180644e+00,7.686970e-01,9.955863e-01,5.180644e+00,7.686970e-01,9.955863e-01,5.180644e+00,7.686970e-01,9.955863e-01,5.180644e+00,7.686970e-01,1.555366e-01,9.964668e-01,5.486312e+01,4.540695e-01
1.190000e+00,1.622759e-01,9.999906e-01,5.801077e+00,1.723802e-01,9.999906e-01,5.801077e+00,1.723802e-01,9.999906e-01,5.801077e+00,1.723802e-01,9.999906e-01,5.801077e+00,1.723802e-01,9.999906e-01,5.801077e+00,1.723802e-01,9.961169e-01,5.215280e+00,7.639987e-01,9.961169e-01,5.215280e+00,7.639987e-01,9.961169e-01,5.215280e+00,7.639987e-01,9.961169e-01,5.215280e+00,7.639987e-01,9.961169e-01,5.215280e+00,7.639987e-01,1.622759e-01,9.968916e-01,5.508179e+01,4.524598e-01
1.200000e+00,1.689486e-01,9.999920e-01,5.809520e+00,1.721299e-01,9.999920e-01,5.809520e+00,1.721299e-01,9.999920e-01,5.809520e+00,1.721299e-01,9.999920e-01,5.809520e+00,1.721299e-01,9.999920e-01,5.809520e+00,1.721299e-01,9.965792e-01,5.247559e+00,7.596517e-01,9.965792e-01,5.247559e+00,7.596517e-01,9.965792e-01,5.247559e+00,7.596517e-01,9.965792e-01,5.247559e+00,7.596517e-01,9.965792e-01,5.247559e+00,7.596517e-01,1.689486e-01,9.972617e-01,5.528539e+01,4.509608e-01
1.210000e+00,1.755501e-01,9.999932e-01,5.817367e+00,1.718979e-01,9.999932e-01,5.817367e+00,1.718979e-01,9.999932e-01,5.817367e+00,1.718979e-01,9.999932e-01,5.817367e+00,1.718979e-01,9.999932e-01,5.817367e+00,1.718979e-01,9.969822e-01,5.277666e+00,7.556235e-01,9.969822e-01,5.277666e+00,7.556235e-01,9.969822e-01,5.277666e+00,7.556235e-01,9.969822e-01,5.277666e+00,7.556235e-01,9.969822e-01,5.277666e+00,7.556235e-01,1.755501e-01,9.975844e-01,5.547516e+01,4.495635e-01
1.220000e+00,1.820771e-01,9.999943e-01,5.824668e+00,1.716826e-01,9.999943e-01,5.824668e+00,1.716826e-01,9.999943e-01,5.824668e+00,1.716826e-01,9.999943e-01,5.824668e+00,1.716826e-01,9.999943e-01,5.824668e+00,1.716826e-01,9.973339e-01,5.305777e+00,7.518853e-01,9.973339e-01,5.305777e+00,7.518853e-01,9.973339e-01,5.305777e+00,7.518853e-01,9.973339e-01,5.305777e+00,7.518853e-01,9.973339e-01,5.305777e+00,7.518853e-01,1.820771e-01,9.978660e-01,5.565223e+01,4.482597e-01
1.230000e+00,1.885269e-01,9.999951e-01,5.831471e+00,1.714825e-01,9.999951e-01,5.831471e+00,1.714825e-01,9.999951e-01,5.831471e+00,1.714825e-01,9.999951e-01,5.831471e+00,1.714825e-01,9.999951e-01,5.831471e+00,1.714825e-01,9.976412e-01,5.332051e+00,7.484108e-01,9.976412e-01,5.332051e+00,7.484108e-01,9.976412e-01,5.332051e+00,7.484108e-01,9.976412e-01,5.332051e+00,7.484108e-01,9.976412e-01,5.332051e+00,7.484108e-01,1.885269e-01,9.981120e-01,5.581761e+01,4.470417e-01
1.240000e+00,1.948975e-01,9.999958e-01,5.837819e+00,1.712961e-01,9.999958e-01,5.837819e+00,1.712961e-01,9.999958e-01,5.837819e+00,1.712961e-01,9.999958e-01,5.837819e+00,1.712961e-01,9.999958e-01,5.837819e+00,1.712961e-01,9.979099e-01,5.356637e+00,7.451765e-01,9.979099e-01,5.356637e+00,7.451765e-01,9.979099e-01,5.356637e+00,7.451765e-01,9.979099e-01,5.356637e+00,7.451765e-01,9.979099e-01,5.356637e+00,7.451765e-01,1.948975e-01,9.983271e-01,5.597228e+01,4.459025e-01
1.250000e+00,2.011877e-01,9.999964e-01,5.843749e+00,1.711224e-01,9.999964e-01,5.843749e+00,1.711224e-01,9.999964e-01,5.843749e+00,1.711224e-01,9.999964e-01,5.843749e+00,1.711224e-01,9.999964e-01,5.843749e+00,1.711224e-01,9.981452e-01,5.379668e+00,7.421612e-01,9.981452e-01,5.379668e+00,7.421612e-01,9.981452e-01,5.379668e+00,7.421612e-01,9.981452e-01,5.379668e+00,7.421612e-01,9.981452e-01,5.379668e+00,7.421612e-01,2.011877e-01,9.985154e-01,5.611709e+01,4.448357e-01
1.260000e+00,2.073964e-01,9.999970e-01,5.849299e+00,1.709601e-01,9.999970e-01,5.849299e+00,1.709601e-01,9.999970e-01,5.849299e+00,1.709601e-01,9.999970e-01,5.849299e+00,1.709601e-01,9.999970e-01,5.849299e+00,1.709601e-01,9.983514e-01,5.401268e+00,7.393459e-01,9.983514e-01,5.401268e+00,7.393459e-01,9.983514e-01,5.401268e+00,7.393459e-01,9.983514e-01,5.401268e+00,7.393459e-01,9.983514e-01,5.401268e+00,7.393459e-01,2.073964e-01,9.986805e-01,5.625283e+01,4.438356e-01
1.270000e+00,2.135233e-01,9.999974e-01,5.854498e+00,1.708084e-01,9.999974e-01,5.854498e+00,1.708084e-01,9.999974e-01,5.854498e+00,1.708084e-01,9.999974e-01,5.854498e+00,1.708084e-01,9.999974e-01,5.854498e+00,1.708084e-01,9.985325e-01,5.421552e+00,7.367134e-01,9.985325e-01,5.421552e+00,7.367134e-01,9.985325e-01,5.421552e+00,7.367134e-01,9.985325e-01,5.421552e+00,7.367134e-01,9.985325e-01,5.421552e+00,7.367134e-01,2.135233e-01,9.988255e-01,5.638025e+01,4.428969e-01
1.280000e+00,2.195681e-01,9.999977e-01,5.859376e+00,1.706662e-01,9.999977e-01,5.859376e+00,1.706662e-01,9.999977e-01,5.859376e+00,1.706662e-01,9.999977e-01,5.859376e+00,1.706662e-01,9.999977e-01,5.859376e+00,1.706662e-01,9.986916e-01,5.440621e+00,7.342482e-01,9.986916e-01,5.440621e+00,7.342482e-01,9.986916e-01,5.440621e+00,7.342482e-01,9.986916e-01,5.440621e+00,7.342482e-01,9.986916e-01,5.440621e+00,7.342482e-01,2.195681e-01,9.989529e-01,5.649999e+01,4.420146e-01
1.290000e+00,2.255310e-01,9.999981e-01,5.863960e+00,1.705329e-01,9.999981e-01,5.863960e+00,1.705329e-01,9.999981e-01,5.863960e+00,1.705329e-01,9.999981e-01,5.863960e+00,1.705329e-01,9.999981e-01,5.863960e+00,1.705329e-01,9.988317e-01,5.458572e+00,7.319363e-01,9.988317e-01,5.458572e+00,7.319363e-01,9.988317e-01,5.458572e+00,7.319363e-01,9.988317e-01,5.458572e+00,7.319363e-01,9.988317e-01,5.458572e+00,7.319363e-01,2.255310e-01,9.990650e-01,5.661266e+01,4.411845e-01
1.300000e+00,2.314124e-01,9.999983e-01,5.868272e+00,1.704076e-01,9.999983e-01,5.868272e+00,1.704076e-01,9.999983e-01,5.868272e+00,1.704076e-01,9.999983e-01,5.868272e+00,1.704076e-01,9.999983e-01,5.868272e+00,1.704076e-01,9.989552e-01,5.475489e+00,7.297651e-01,9.989552e-01,5.475489e+00,7.297651e-01,9.989552e-01,5.475489e+00,7.297651e-01,9.989552e-01,5.475489e+00,7.297651e-01,9.989552e-01,5.475489e+00,7.297651e-01,2.314124e-01,9.991638e-01,5.671880e+01,4.404024e-01
1.310000e+00,2.372129e-01,9.999985e-01,5.872335e+00,1.702898e-01,9.999985e-01,5.872335e+00,1.702898e-01,9.999985e-01,5.872335e+00,1.702898e-01,9.999985e-01,5.872335e+00,1.702898e-01,9.999985e-01,5.872335e+00,1.702898e-01,9.990642e-01,5.491451e+00,7.277233e-01,9.990642e-01,5.491451e+00,7.277233e-01,9.990642e-01,5.491451e+00,7.277233e-01,9.990642e-01,5.491451e+00,7.277233e-01,9.990642e-01,5.491451e+00,7.277233e-01,2.372129e-01,9.992511e-01,5.681893e+01,4.396647e-01
1.320000e+00,2.429332e-01,9.999987e-01,5.876167e+00,1.701787e-01,9.999987e-01,5.876167e+00,1.701787e-01,9.999987e-01,5.876167e+00,1.701787e-01,9.999987e-01,5.876167e+00,1.701787e-01,9.999987e-01,5.876167e+00,1.701787e-01,9.991606e-01,5.506530e+00,7.258005e-01,9.991606e-01,5.506530e+00,7.258005e-01,9.991606e-01,5.506530e+00,7.258005e-01,9.991606e-01,5.506530e+00,7.258005e-01,9.991606e-01,5.506530e+00,7.258005e-01,2.429332e-01,9.993282e-01,5.691349e+01,4.389681e-01
1.330000e+00,2.485741e-01,9.999989e-01,5.879787e+00,1.700740e-01,9.999989e-01,5.879787e+00,1.700740e-01,9.999989e-01,5.879787e+00,1.700740e-01,9.999989e-01,5.879787e+00,1.700740e-01,9.999989e-01,5.879787e+00,1.700740e-01,9.992459e-01,5.520792e+00,7.239873e-01,9.992459e-01,5.520792e+00,7.239873e-01,9.992459e-01,5.520792e+00,7.239873e-01,9.992459e-01,5.520792e+00,7.239873e-01,9.992459e-01,5.520792e+00,7.239873e-01,2.485741e-01,9.993965e-01,5.700290e+01,4.383095e-01
1.340000e+00,2.541366e-01,9.999990e-01,5.883211e+00,1.699751e-01,9.999990e-01,5.883211e+00,1.699751e-01,9.999990e-01,5.883211e+00,1.699751e-01,9.999990e-01,5.883211e+00,1.699751e-01,9.999990e-01,5.883211e+00,1.699751e-01,9.993215e-01,5.534296e+00,7.222754e-01,9.993215e-01,5.534296e+00,7.222754e-01,9.993215e-01,5.534296e+00,7.222754e-01,9.993215e-01,5.534296e+00,7.222754e-01,9.993215e-01,5.534296e+00,7.222754e-01,2.541366e-01,9.994570e-01,5.708753e+01,4.376862e-01
1.350000e+00,2.596217e-01,9.999992e-01,5.886452e+00,1.698815e-01,9.999992e-01,5.886452e+00,1.698815e-01,9.999992e-01,5.886452e+00,1.698815e-01,9.999992e-01,5.886452e+00,1.698815e-01,9.999992e-01,5.886452e+00,1.698815e-01,9.993887e-01,5.547097e+00,7.206571e-01,9.993887e-01,5.547097e+00,7.206571e-01,9.993887e-01,5.547097e+00,7.206571e-01,9.993887e-01,5.547097e+00,7.206571e-01,9.993887e-01,5.547097e+00,7.206571e-01,2.596217e-01,9.995108e-01,5.716775e+01,4.370956e-01
1.360000e+00,2.650305e-01,9.999993e-01,5.889525e+00,1.697928e-01,9.999993e-01,5.889525e+00,1.697928e-01,9.999993e-01,5.889525e+00,1.697928e-01,9.999993e-01,5.889525e+00,1.697928e-01,9.999993e-01,5.889525e+00,1.697928e-01,9.994484e-01,5.559245e+00,7.191253e-01,9.994484e-01,5.559245e+00,7.191253e-01,9.994484e-01,5.559245e+00,7.191253e-01,9.994484e-01,5.559245e+00,7.191253e-01,9.994484e-01,5.559245e+00,7.191253e-01,2.650305e-01,9.995586e-01,5.724385e+01,4.365353e-01
1.370000e+00,2.703642e-01,9.999994e-01,5.892442e+00,1.697088e-01,9.999994e-01,5.892442e+00,1.697088e-01,9.999994e-01,5.892442e+00,1.697088e-01,9.999994e-01,5.892442e+00,1.697088e-01,9.999994e-01,5.892442e+00,1.697088e-01,9.995016e-01,5.570785e+00,7.176738e-01,9.995016e-01,5.570785e+00,7.176738e-01,9.995016e-01,5.570785e+00,7.176738e-01,9.995016e-01,5.570785e+00,7.176738e-01,9.995016e-01,5.570785e+00,7.176738e-01,2.703642e-01,9.996011e-01,5.731614e+01,4.360034e-01
1.380000e+00,2.756239e-01,9.999994e-01,5.895214e+00,1.696290e-01,9.999994e-01,5.895214e+00,1.696290e-01,9.999994e-01,5.895214e+00,1.696290e-01,9.999994e-01,5.895214e+00,1.696290e-01,9.999994e-01,5.895214e+00,1.696290e-01,9.995490e-01,5.581760e+00,7.162967e-01,9.995490e-01,5.581760e+00,7.162967e-01,9.995490e-01,5.581760e+00,7.162967e-01,9.995490e-01,5.581760e+00,7.162967e-01,9.995490e-01,5.581760e+00,7.162967e-01,2.756239e-01,9.996391e-01,5.738487e+01,4.354977e-01
1.390000e+00,2.808108e-01,9.999995e-01,5.897850e+00,1.695532e-01,9.999995e-01,5.897850e+00,1.695532e-01,9.999995e-01,5.897850e+00,1.695532e-01,9.999995e-01,5.897850e+00,1.695532e-01,9.999995e-01,5.897850e+00,1.695532e-01,9.995913e-01,5.592207e+00,7.149888e-01,9.995913e-01,5.592207e+00,7.149888e-01,9.995913e-01,5.592207e+00,7.149888e-01,9.995913e-01,5.592207e+00,7.149888e-01,9.995913e-01,5.592207e+00,7.149888e-01,2.808108e-01,9.996729e-01,5.745029e+01,4.350165e-01
1.400000e+00,2.859262e-01,9.999996e-01,5.900361e+00,1.694811e-01,9.999996e-01,5.900361e+00,1.694811e-01,9.999996e-01,5.900361e+00,1.694811e-01,9.999996e-01,5.900361e+00,1.694811e-01,9.999996e-01,5.900361e+00,1.694811e-01,9.996292e-01,5.602163e+00,7.137452e-01,9.996292e-01,5.602163e+00,7.137452e-01,9.996292e-01,5.602163e+00,7.137452e-01,9.996292e-01,5.602163e+00,7.137452e-01,9.996292e-01,5.602163e+00,7.137452e-01,2.859262e-01,9.997033e-01,5.751262e+01,4.345582e-01
1.410000e+00,2.909714e-01,9.999996e-01,5.902754e+00,1.694124e-01,9.999996e-01,5.902754e+00,1.694124e-01,9.999996e-01,5.902754e+00,1.694124e-01,9.999996e-01,5.902754e+00,1.694124e-01,9.999996e-01,5.902754e+00,1.694124e-01,9.996631e-01,5.611659e+00,7.125616e-01,9.996631e-01,5.611659e+00,7.125616e-01,9.996631e-01,5.611659e+00,7.125616e-01,9.996631e-01,5.611659e+00,7.125616e-01,9.996631e-01,5.611659e+00,7.125616e-01,2.909714e-01,9.997304e-01,5.757206e+01,4.341213e-01
1.420000e+00,2.959474e-01,9.999997e-01,5.905037e+00,1.693469e-01,9.999997e-01,5.905037e+00,1.693469e-01,9.999997e-01,5.905037e+00,1.693469e-01,9.999997e-01,5.905037e+00,1.693469e-01,9.999997e-01,5.905037e+00,1.693469e-01,9.996935e-01,5.620725e+00,7.114339e-01,9.996935e-01,5.620725e+00,7.114339e-01,9.996935e-01,5.620725e+00,7.114339e-01,9.996935e-01,5.620725e+00,7.114339e-01,9.996935e-01,5.620725e+00,7.114339e-01,2.959474e-01,9.997547e-01,5.762881e+01,4.337044e-01
1.430000e+00,3.008555e-01,9.999997e-01,5.907218e+00,1.692844e-01,9.999997e-01,5.907218e+00,1.692844e-01,9.999997e-01,5.907218e+00,1.692844e-01,9.999997e-01,5.907218e+00,1.692844e-01,9.999997e-01,5.907218e+00,1.692844e-01,9.997208e-01,5.629388e+00,7.103584e-01,9.997208e-01,5.629388e+00,7.103584e-01,9.997208e-01,5.629388e+00,7.103584e-01,9.997208e-01,5.629388e+00,7.103584e-01,9.997208e-01,5.629388e+00,7.103584e-01,3.008555e-01,9.997766e-01,5.768303e+01,4.333062e-01
1.440000e+00,3.056971e-01,9.999997e-01,5.909302e+00,1.692247e-01,9.999997e-01,5.909302e+00,1.692247e-01,9.999997e-01,5.909302e+00,1.692247e-01,9.999997e-01,5.909302e+00,1.692247e-01,9.999997e-01,5.909302e+00,1.692247e-01,9.997454e-01,5.637674e+00,7.093318e-01,9.997454e-01,5.637674e+00,7.093318e-01,9.997454e-01,5.637674e+00,7.093318e-01,9.997454e-01,5.637674e+00,7.093318e-01,9.997454e-01,5.637674e+00,7.093318e-01,3.056971e-01,9.997962e-01,5.773488e+01,4.329255e-01
