rho,betak1,betak2,etai1,Li1,gammai1,etai2,Li2,gammai2,etai3,Li3,gammai3,etai4,Li4,gammai4,etai5,Li5,gammai5,etai6,Li6,gammai6,etai7,Li7,gammai7,etai8,Li8,gammai8,etai9,Li9,gammai9,etai10,Li10,gammai10,beta,eta,L,gamma
2.170000e+00,2.317525e-01,6.165822e-01,9.967763e-01,5.261214e+00,1.894575e-01,9.967763e-01,5.261214e+00,1.894575e-01,9.967763e-01,5.261214e+00,1.894575e-01,9.999998e-01,5.914610e+00,1.690728e-01,9.999998e-01,5.914610e+00,1.690728e-01,9.999998e-01,5.914610e+00,1.690728e-01,9.999998e-01,5.914610e+00,1.690728e-01,9.999997e-01,5.908623e+00,1.692441e-01,9.999997e-01,5.908623e+00,1.692441e-01,9.999997e-01,5.908623e+00,1.692441e-01,5.396163e-01,9.990327e-01,5.716795e+01,1.747540e-01
2.180000e+00,2.345468e-01,6.185008e-01,9.969080e-01,5.270836e+00,1.891366e-01,9.969080e-01,5.270836e+00,1.891366e-01,9.969080e-01,5.270836e+00,1.891366e-01,9.999998e-01,5.915330e+00,1.690522e-01,9.999998e-01,5.915330e+00,1.690522e-01,9.999998e-01,5.915330e+00,1.690522e-01,9.999998e-01,5.915330e+00,1.690522e-01,9.999997e-01,5.909328e+00,1.692239e-01,9.999997e-01,5.909328e+00,1.692239e-01,9.999997e-01,5.909328e+00,1.692239e-01,5.417100e-01,9.990722e-01,5.720181e+01,1.746574e-01
2.190000e+00,2.373266e-01,6.204001e-01,9.970337e-01,5.280240e+00,1.888236e-01,9.970337e-01,5.280240e+00,1.888236e-01,9.970337e-01,5.280240e+00,1.888236e-01,9.999998e-01,5.916038e+00,1.690320e-01,9.999998e-01,5.916038e+00,1.690320e-01,9.999998e-01,5.916038e+00,1.690320e-01,9.999998e-01,5.916038e+00,1.690320e-01,9.999997e-01,5.910022e+00,1.692041e-01,9.999997e-01,5.910022e+00,1.692041e-01,9.999997e-01,5.910022e+00,1.692041e-01,5.437854e-01,9.991100e-01,5.723494e+01,1.745630e-01
2.200000e+00,2.400919e-01,6.222805e-01,9.971537e-01,5.289432e+00,1.885181e-01,9.971537e-01,5.289432e+00,1.885181e-01,9.971537e-01,5.289432e+00,1.885181e-01,9.999998e-01,5.916734e+00,1.690121e-01,9.999998e-01,5.916734e+00,1.690121e-01,9.999998e-01,5.916734e+00,1.690121e-01,9.999998e-01,5.916734e+00,1.690121e-01,9.999998e-01,5.910704e+00,1.691845e-01,9.999998e-01,5.910704e+00,1.691845e-01,9.999998e-01,5.910704e+00,1.691845e-01,5.458427e-01,9.991460e-01,5.726734e+01,1.744705e-01
2.210000e+00,2.428425e-01,6.241421e-01,9.972684e-01,5.298418e+00,1.882200e-01,9.972684e-01,5.298418e+00,1.882200e-01,9.972684e-01,5.298418e+00,1.882200e-01,9.999998e-01,5.917419e+00,1.689926e-01,9.999998e-01,5.917419e+00,1.689926e-01,9.999998e-01,5.917419e+00,1.689926e-01,9.999998e-01,5.917419e+00,1.689926e-01,9.999998e-01,5.911376e+00,1.691653e-01,9.999998e-01,5.911376e+00,1.691653e-01,9.999998e-01,5.911376e+00,1.691653e-01,5.478822e-01,9.991804e-01,5.729906e+01,1.743799e-01
2.220000e+00,2.455785e-01,6.259853e-01,9.973779e-01,5.307203e+00,1.879291e-01,9.973779e-01,5.307203e+00,1.879291e-01,9.973779e-01,5.307203e+00,1.879291e-01,9.999998e-01,5.918093e+00,1.689733e-01,9.999998e-01,5.918093e+00,1.689733e-01,9.999998e-01,5.918093e+00,1.689733e-01,9.999998e-01,5.918093e+00,1.689733e-01,9.999998e-01,5.912038e+00,1.691464e-01,9.999998e-01,5.912038e+00,1.691464e-01,9.999998e-01,5.912038e+00,1.691464e-01,5.499040e-01,9.992132e-01,5.733009e+01,1.742912e-01
2.230000e+00,2.482998e-01,6.278104e-01,9.974825e-01,5.315795e+00,1.876450e-01,9.974825e-01,5.315795e+00,1.876450e-01,9.974825e-01,5.315795e+00,1.876450e-01,9.999998e-01,5.918756e+00,1.689544e-01,9.999998e-01,5.918756e+00,1.689544e-01,9.999998e-01,5.918756e+00,1.689544e-01,9.999998e-01,5.918756e+00,1.689544e-01,9.999998e-01,5.912689e+00,1.691277e-01,9.999998e-01,5.912689e+00,1.691277e-01,9.999998e-01,5.912689e+00,1.691277e-01,5.519082e-01,9.992446e-01,5.736048e+01,1.742044e-01
2.240000e+00,2.510063e-01,6.296175e-01,9.975825e-01,5.324197e+00,1.873677e-01,9.975825e-01,5.324197e+00,1.873677e-01,9.975825e-01,5.324197e+00,1.873677e-01,9.999998e-01,5.919409e+00,1.689358e-01,9.999998e-01,5.919409e+00,1.689358e-01,9.999998e-01,5.919409e+00,1.689358e-01,9.999998e-01,5.919409e+00,1.689358e-01,9.999998e-01,5.913330e+00,1.691094e-01,9.999998e-01,5.913330e+00,1.691094e-01,9.999998e-01,5.913330e+00,1.691094e-01,5.538953e-01,9.992746e-01,5.739022e+01,1.741193e-01
2.250000e+00,2.536980e-01,6.314070e-01,9.976780e-01,5.332417e+00,1.870968e-01,9.976780e-01,5.332417e+00,1.870968e-01,9.976780e-01,5.332417e+00,1.870968e-01,9.999998e-01,5.920051e+00,1.689174e-01,9.999998e-01,5.920051e+00,1.689174e-01,9.999998e-01,5.920051e+00,1.689174e-01,9.999998e-01,5.920051e+00,1.689174e-01,9.999998e-01,5.913962e+00,1.690913e-01,9.999998e-01,5.913962e+00,1.690913e-01,9.999998e-01,5.913962e+00,1.690913e-01,5.558652e-01,9.993033e-01,5.741934e+01,1.740360e-01
2.260000e+00,2.563749e-01,6.331791e-01,9.977693e-01,5.340458e+00,1.868322e-01,9.977693e-01,5.340458e+00,1.868322e-01,9.977693e-01,5.340458e+00,1.868322e-01,9.999999e-01,5.920683e+00,1.688994e-01,9.999999e-01,5.920683e+00,1.688994e-01,9.999999e-01,5.920683e+00,1.688994e-01,9.999999e-01,5.920683e+00,1.688994e-01,9.999998e-01,5.914584e+00,1.690736e-01,9.999998e-01,5.914584e+00,1.690736e-01,9.999998e-01,5.914584e+00,1.690736e-01,5.578183e-01,9.993307e-01,5.744786e+01,1.739544e-01
2.270000e+00,2.590369e-01,6.349341e-01,9.978567e-01,5.348327e+00,1.865736e-01,9.978567e-01,5.348327e+00,1.865736e-01,9.978567e-01,5.348327e+00,1.865736e-01,9.999999e-01,5.921305e+00,1.688817e-01,9.999999e-01,5.921305e+00,1.688817e-01,9.999999e-01,5.921305e+00,1.688817e-01,9.999999e-01,5.921305e+00,1.688817e-01,9.999998e-01,5.915197e+00,1.690560e-01,9.999998e-01,5.915197e+00,1.690560e-01,9.999998e-01,5.915197e+00,1.690560e-01,5.597547e-01,9.993569e-01,5.747579e+01,1.738744e-01
2.280000e+00,2.616842e-01,6.366722e-01,9.979401e-01,5.356027e+00,1.863210e-01,9.979401e-01,5.356027e+00,1.863210e-01,9.979401e-01,5.356027e+00,1.863210e-01,9.999999e-01,5.921918e+00,1.688642e-01,9.999999e-01,5.921918e+00,1.688642e-01,9.999999e-01,5.921918e+00,1.688642e-01,9.999999e-01,5.921918e+00,1.688642e-01,9.999998e-01,5.915801e+00,1.690388e-01,9.999998e-01,5.915801e+00,1.690388e-01,9.999998e-01,5.915801e+00,1.690388e-01,5.616746e-01,9.993819e-01,5.750316e+01,1.737960e-01
2.290000e+00,2.643165e-01,6.383936e-01,9.980200e-01,5.363564e+00,1.860740e-01,9.980200e-01,5.363564e+00,1.860740e-01,9.980200e-01,5.363564e+00,1.860740e-01,9.999999e-01,5.922521e+00,1.688470e-01,9.999999e-01,5.922521e+00,1.688470e-01,9.999999e-01,5.922521e+00,1.688470e-01,9.999999e-01,5.922521e+00,1.688470e-01,9.999998e-01,5.916396e+00,1.690218e-01,9.999998e-01,5.916396e+00,1.690218e-01,9.999998e-01,5.916396e+00,1.690218e-01,5.635782e-01,9.994059e-01,5.752996e+01,1.737192e-01
2.300000e+00,2.669340e-01,6.400987e-01,9.980964e-01,5.370942e+00,1.858327e-01,9.980964e-01,5.370942e+00,1.858327e-01,9.980964e-01,5.370942e+00,1.858327e-01,9.999999e-01,5.923116e+00,1.688300e-01,9.999999e-01,5.923116e+00,1.688300e-01,9.999999e-01,5.923116e+00,1.688300e-01,9.999999e-01,5.923116e+00,1.688300e-01,9.999998e-01,5.916982e+00,1.690050e-01,9.999998e-01,5.916982e+00,1.690050e-01,9.999998e-01,5.916982e+00,1.690050e-01,5.654657e-01,9.994288e-01,5.755623e+01,1.736439e-01
2.310000e+00,2.695367e-01,6.417875e-01,9.981695e-01,5.378166e+00,1.855966e-01,9.981695e-01,5.378166e+00,1.855966e-01,9.981695e-01,5.378166e+00,1.855966e-01,9.999999e-01,5.923701e+00,1.688134e-01,9.999999e-01,5.923701e+00,1.688134e-01,9.999999e-01,5.923701e+00,1.688134e-01,9.999999e-01,5.923701e+00,1.688134e-01,9.999998e-01,5.917560e+00,1.689885e-01,9.999998e-01,5.917560e+00,1.689885e-01,9.999998e-01,5.917560e+00,1.689885e-01,5.673373e-01,9.994507e-01,5.758198e+01,1.735701e-01
2.320000e+00,2.721246e-01,6.434604e-01,9.982394e-01,5.385239e+00,1.853658e-01,9.982394e-01,5.385239e+00,1.853658e-01,9.982394e-01,5.385239e+00,1.853658e-01,9.999999e-01,5.924277e+00,1.687969e-01,9.999999e-01,5.924277e+00,1.687969e-01,9.999999e-01,5.924277e+00,1.687969e-01,9.999999e-01,5.924277e+00,1.687969e-01,9.999999e-01,5.918130e+00,1.689723e-01,9.999999e-01,5.918130e+00,1.689723e-01,9.999999e-01,5.918130e+00,1.689723e-01,5.691932e-01,9.994717e-01,5.760722e+01,1.734977e-01
2.330000e+00,2.746977e-01,6.451175e-01,9.983063e-01,5.392167e+00,1.851401e-01,9.983063e-01,5.392167e+00,1.851401e-01,9.983063e-01,5.392167e+00,1.851401e-01,9.999999e-01,5.924845e+00,1.687808e-01,9.999999e-01,5.924845e+00,1.687808e-01,9.999999e-01,5.924845e+00,1.687808e-01,9.999999e-01,5.924845e+00,1.687808e-01,9.999999e-01,5.918691e+00,1.689563e-01,9.999999e-01,5.918691e+00,1.689563e-01,9.999999e-01,5.918691e+00,1.689563e-01,5.710336e-01,9.994918e-01,5.763195e+01,1.734267e-01
2.340000e+00,2.772560e-01,6.467592e-01,9.983704e-01,5.398953e+00,1.849193e-01,9.983704e-01,5.398953e+00,1.849193e-01,9.983704e-01,5.398953e+00,1.849193e-01,9.999999e-01,5.925404e+00,1.687648e-01,9.999999e-01,5.925404e+00,1.687648e-01,9.999999e-01,5.925404e+00,1.687648e-01,9.999999e-01,5.925404e+00,1.687648e-01,9.999999e-01,5.919245e+00,1.689405e-01,9.999999e-01,5.919245e+00,1.689405e-01,9.999999e-01,5.919245e+00,1.689405e-01,5.728585e-01,9.995110e-01,5.765621e+01,1.733570e-01
2.350000e+00,2.797996e-01,6.483855e-01,9.984318e-01,5.405601e+00,1.847032e-01,9.984318e-01,5.405601e+00,1.847032e-01,9.984318e-01,5.405601e+00,1.847032e-01,9.999999e-01,5.925956e+00,1.687491e-01,9.999999e-01,5.925956e+00,1.687491e-01,9.999999e-01,5.925956e+00,1.687491e-01,9.999999e-01,5.925956e+00,1.687491e-01,9.999999e-01,5.919790e+00,1.689249e-01,9.999999e-01,5.919790e+00,1.689249e-01,9.999999e-01,5.919790e+00,1.689249e-01,5.746683e-01,9.995295e-01,5.768000e+01,1.732888e-01
2.360000e+00,2.823284e-01,6.499968e-01,9.984905e-01,5.412115e+00,1.844918e-01,9.984905e-01,5.412115e+00,1.844918e-01,9.984905e-01,5.412115e+00,1.844918e-01,9.999999e-01,5.926499e+00,1.687337e-01,9.999999e-01,5.926499e+00,1.687337e-01,9.999999e-01,5.926499e+00,1.687337e-01,9.999999e-01,5.926499e+00,1.687337e-01,9.999999e-01,5.920328e+00,1.689095e-01,9.999999e-01,5.920328e+00,1.689095e-01,9.999999e-01,5.920328e+00,1.689095e-01,5.764631e-01,9.995471e-01,5.770332e+01,1.732217e-01
2.370000e+00,2.848426e-01,6.515932e-01,9.985468e-01,5.418498e+00,1.842848e-01,9.985468e-01,5.418498e+00,1.842848e-01,9.985468e-01,5.418498e+00,1.842848e-01,9.999999e-01,5.927034e+00,1.687184e-01,9.999999e-01,5.927034e+00,1.687184e-01,9.999999e-01,5.927034e+00,1.687184e-01,9.999999e-01,5.927034e+00,1.687184e-01,9.999999e-01,5.920859e+00,1.688944e-01,9.999999e-01,5.920859e+00,1.688944e-01,9.999999e-01,5.920859e+00,1.688944e-01,5.782431e-01,9.995640e-01,5.772621e+01,1.731560e-01
2.380000e+00,2.873422e-01,6.531749e-01,9.986007e-01,5.424754e+00,1.840822e-01,9.986007e-01,5.424754e+00,1.840822e-01,9.986007e-01,5.424754e+00,1.840822e-01,9.999999e-01,5.927562e+00,1.687034e-01,9.999999e-01,5.927562e+00,1.687034e-01,9.999999e-01,5.927562e+00,1.687034e-01,9.999999e-01,5.927562e+00,1.687034e-01,9.999999e-01,5.921383e+00,1.688795e-01,9.999999e-01,5.921383e+00,1.688795e-01,9.999999e-01,5.921383e+00,1.688795e-01,5.800083e-01,9.995801e-01,5.774866e+01,1.730915e-01
2.390000e+00,2.898272e-01,6.547421e-01,9.986524e-01,5.430887e+00,1.838839e-01,9.986524e-01,5.430887e+00,1.838839e-01,9.986524e-01,5.430887e+00,1.838839e-01,9.999999e-01,5.928082e+00,1.686886e-01,9.999999e-01,5.928082e+00,1.686886e-01,9.999999e-01,5.928082e+00,1.686886e-01,9.999999e-01,5.928082e+00,1.686886e-01,9.999999e-01,5.921899e+00,1.688647e-01,9.999999e-01,5.921899e+00,1.688647e-01,9.999999e-01,5.921899e+00,1.688647e-01,5.817591e-01,9.995956e-01,5.777068e+01,1.730282e-01
2.400000e+00,2.922977e-01,6.562951e-01,9.987019e-01,5.436899e+00,1.836896e-01,9.987019e-01,5.436899e+00,1.836896e-01,9.987019e-01,5.436899e+00,1.836896e-01,9.999999e-01,5.928594e+00,1.686740e-01,9.999999e-01,5.928594e+00,1.686740e-01,9.999999e-01,5.928594e+00,1.686740e-01,9.999999e-01,5.928594e+00,1.686740e-01,9.999999e-01,5.922408e+00,1.688502e-01,9.999999e-01,5.922408e+00,1.688502e-01,9.999999e-01,5.922408e+00,1.688502e-01,5.834956e-01,9.996105e-01,5.779230e+01,1.729660e-01
2.410000e+00,2.947537e-01,6.578340e-01,9.987494e-01,5.442794e+00,1.834994e-01,9.987494e-01,5.442794e+00,1.834994e-01,9.987494e-01,5.442794e+00,1.834994e-01,9.999999e-01,5.929100e+00,1.686597e-01,9.999999e-01,5.929100e+00,1.686597e-01,9.999999e-01,5.929100e+00,1.686597e-01,9.999999e-01,5.929100e+00,1.686597e-01,9.999999e-01,5.922911e+00,1.688359e-01,9.999999e-01,5.922911e+00,1.688359e-01,9.999999e-01,5.922911e+00,1.688359e-01,5.852179e-01,9.996247e-01,5.781351e+01,1.729050e-01
2.420000e+00,2.971953e-01,6.593590e-01,9.987949e-01,5.448576e+00,1.833130e-01,9.987949e-01,5.448576e+00,1.833130e-01,9.987949e-01,5.448576e+00,1.833130e-01,9.999999e-01,5.929598e+00,1.686455e-01,9.999999e-01,5.929598e+00,1.686455e-01,9.999999e-01,5.929598e+00,1.686455e-01,9.999999e-01,5.929598e+00,1.686455e-01,9.999999e-01,5.923406e+00,1.688218e-01,9.999999e-01,5.923406e+00,1.688218e-01,9.999999e-01,5.923406e+00,1.688218e-01,5.869263e-01,9.996384e-01,5.783434e+01,1.728451e-01
2.430000e+00,2.996225e-01,6.608703e-01,9.988385e-01,5.454246e+00,1.831304e-01,9.988385e-01,5.454246e+00,1.831304e-01,9.988385e-01,5.454246e+00,1.831304e-01,9.999999e-01,5.930090e+00,1.686315e-01,9.999999e-01,5.930090e+00,1.686315e-01,9.999999e-01,5.930090e+00,1.686315e-01,9.999999e-01,5.930090e+00,1.686315e-01,9.999999e-01,5.923896e+00,1.688078e-01,9.999999e-01,5.923896e+00,1.688078e-01,9.999999e-01,5.923896e+00,1.688078e-01,5.886208e-01,9.996515e-01,5.785478e+01,1.727863e-01
2.440000e+00,3.020355e-01,6.623682e-01,9.988803e-01,5.459808e+00,1.829515e-01,9.988803e-01,5.459808e+00,1.829515e-01,9.988803e-01,5.459808e+00,1.829515e-01,9.999999e-01,5.930574e+00,1.686177e-01,9.999999e-01,5.930574e+00,1.686177e-01,9.999999e-01,5.930574e+00,1.686177e-01,9.999999e-01,5.930574e+00,1.686177e-01,9.999999e-01,5.924378e+00,1.687941e-01,9.999999e-01,5.924378e+00,1.687941e-01,9.999999e-01,5.924378e+00,1.687941e-01,5.903016e-01,9.996640e-01,5.787486e+01,1.727286e-01
2.450000e+00,3.044342e-01,6.638526e-01,9.989205e-01,5.465266e+00,1.827762e-01,9.989205e-01,5.465266e+00,1.827762e-01,9.989205e-01,5.465266e+00,1.827762e-01,9.999999e-01,5.931052e+00,1.686041e-01,9.999999e-01,5.931052e+00,1.686041e-01,9.999999e-01,5.931052e+00,1.686041e-01,9.999999e-01,5.931052e+00,1.686041e-01,9.999999e-01,5.924855e+00,1.687805e-01,9.999999e-01,5.924855e+00,1.687805e-01,9.999999e-01,5.924855e+00,1.687805e-01,5.919689e-01,9.996761e-01,5.789457e+01,1.726718e-01
2.460000e+00,3.068187e-01,6.653239e-01,9.989590e-01,5.470620e+00,1.826043e-01,9.989590e-01,5.470620e+00,1.826043e-01,9.989590e-01,5.470620e+00,1.826043e-01,9.999999e-01,5.931524e+00,1.685907e-01,9.999999e-01,5.931524e+00,1.685907e-01,9.999999e-01,5.931524e+00,1.685907e-01,9.999999e-01,5.931524e+00,1.685907e-01,9.999999e-01,5.925325e+00,1.687671e-01,9.999999e-01,5.925325e+00,1.687671e-01,9.999999e-01,5.925325e+00,1.687671e-01,5.936229e-01,9.996876e-01,5.791393e+01,1.726161e-01
2.470000e+00,3.091892e-01,6.667823e-01,9.989960e-01,5.475875e+00,1.824359e-01,9.989960e-01,5.475875e+00,1.824359e-01,9.989960e-01,5.475875e+00,1.824359e-01,9.999999e-01,5.931989e+00,1.685775e-01,9.999999e-01,5.931989e+00,1.685775e-01,9.999999e-01,5.931989e+00,1.685775e-01,9.999999e-01,5.931989e+00,1.685775e-01,9.999999e-01,5.925789e+00,1.687539e-01,9.999999e-01,5.925789e+00,1.687539e-01,9.999999e-01,5.925789e+00,1.687539e-01,5.952637e-01,9.996987e-01,5.793295e+01,1.725613e-01
2.480000e+00,3.115456e-01,6.682278e-01,9.990314e-01,5.481033e+00,1.822707e-01,9.990314e-01,5.481033e+00,1.822707e-01,9.990314e-01,5.481033e+00,1.822707e-01,9.999999e-01,5.932448e+00,1.685645e-01,9.999999e-01,5.932448e+00,1.685645e-01,9.999999e-01,5.932448e+00,1.685645e-01,9.999999e-01,5.932448e+00,1.685645e-01,9.999999e-01,5.926248e+00,1.687408e-01,9.999999e-01,5.926248e+00,1.687408e-01,9.999999e-01,5.926248e+00,1.687408e-01,5.968914e-01,9.997094e-01,5.795163e+01,1.725075e-01
2.490000e+00,3.138881e-01,6.696607e-01,9.990655e-01,5.486095e+00,1.821087e-01,9.990655e-01,5.486095e+00,1.821087e-01,9.990655e-01,5.486095e+00,1.821087e-01,9.999999e-01,5.932901e+00,1.685516e-01,9.999999e-01,5.932901e+00,1.685516e-01,9.999999e-01,5.932901e+00,1.685516e-01,9.999999e-01,5.932901e+00,1.685516e-01,9.999999e-01,5.926700e+00,1.687279e-01,9.999999e-01,5.926700e+00,1.687279e-01,9.999999e-01,5.926700e+00,1.687279e-01,5.985062e-01,9.997196e-01,5.796999e+01,1.724547e-01
2.500000e+00,3.162167e-01,6.710811e-01,9.990982e-01,5.491066e+00,1.819498e-01,9.990982e-01,5.491066e+00,1.819498e-01,9.990982e-01,5.491066e+00,1.819498e-01,9.999999e-01,5.933347e+00,1.685389e-01,9.999999e-01,5.933347e+00,1.685389e-01,9.999999e-01,5.933347e+00,1.685389e-01,9.999999e-01,5.933347e+00,1.685389e-01,9.999999e-01,5.927147e+00,1.687152e-01,9.999999e-01,5.927147e+00,1.687152e-01,9.999999e-01,5.927147e+00,1.687152e-01,6.001082e-01,9.997294e-01,5.798803e+01,1.724027e-01
2.510000e+00,3.185314e-01,6.724892e-01,9.991296e-01,5.495946e+00,1.817939e-01,9.991296e-01,5.495946e+00,1.817939e-01,9.991296e-01,5.495946e+00,1.817939e-01,9.999999e-01,5.933788e+00,1.685264e-01,9.999999e-01,5.933788e+00,1.685264e-01,9.999999e-01,5.933788e+00,1.685264e-01,9.999999e-01,5.933788e+00,1.685264e-01,9.999999e-01,5.927588e+00,1.687027e-01,9.999999e-01,5.927588e+00,1.687027e-01,9.999999e-01,5.927588e+00,1.687027e-01,6.016977e-01,9.997388e-01,5.800576e+01,1.723517e-01
2.520000e+00,3.208325e-01,6.738852e-01,9.991597e-01,5.500739e+00,1.816410e-01,9.991597e-01,5.500739e+00,1.816410e-01,9.991597e-01,5.500739e+00,1.816410e-01,9.999999e-01,5.934223e+00,1.685140e-01,9.999999e-01,5.934223e+00,1.685140e-01,9.999999e-01,5.934223e+00,1.685140e-01,9.999999e-01,5.934223e+00,1.685140e-01,9.999999e-01,5.928024e+00,1.686903e-01,9.999999e-01,5.928024e+00,1.686903e-01,9.999999e-01,5.928024e+00,1.686903e-01,6.032747e-01,9.997479e-01,5.802318e+01,1.723015e-01
2.530000e+00,3.231199e-01,6.752692e-01,9.991887e-01,5.505446e+00,1.814910e-01,9.991887e-01,5.505446e+00,1.814910e-01,9.991887e-01,5.505446e+00,1.814910e-01,1.000000e+00,5.934653e+00,1.685019e-01,1.000000e+00,5.934653e+00,1.685019e-01,1.000000e+00,5.934653e+00,1.685019e-01,1.000000e+00,5.934653e+00,1.685019e-01,9.999999e-01,5.928454e+00,1.686780e-01,9.999999e-01,5.928454e+00,1.686780e-01,9.999999e-01,5.928454e+00,1.686780e-01,6.048393e-01,9.997566e-01,5.804031e+01,1.722521e-01
2.540000e+00,3.253937e-01,6.766413e-01,9.992165e-01,5.510070e+00,1.813437e-01,9.992165e-01,5.510070e+00,1.813437e-01,9.992165e-01,5.510070e+00,1.813437e-01,1.000000e+00,5.935076e+00,1.684898e-01,1.000000e+00,5.935076e+00,1.684898e-01,1.000000e+00,5.935076e+00,1.684898e-01,1.000000e+00,5.935076e+00,1.684898e-01,9.999999e-01,5.928879e+00,1.686659e-01,9.999999e-01,5.928879e+00,1.686659e-01,9.999999e-01,5.928879e+00,1.686659e-01,6.063918e-01,9.997649e-01,5.805715e+01,1.722036e-01
2.550000e+00,3.276540e-01,6.780017e-01,9.992433e-01,5.514612e+00,1.811992e-01,9.992433e-01,5.514612e+00,1.811992e-01,9.992433e-01,5.514612e+00,1.811992e-01,1.000000e+00,5.935495e+00,1.684779e-01,1.000000e+00,5.935495e+00,1.684779e-01,1.000000e+00,5.935495e+00,1.684779e-01,1.000000e+00,5.935495e+00,1.684779e-01,9.999999e-01,5.929299e+00,1.686540e-01,9.999999e-01,5.929299e+00,1.686540e-01,9.999999e-01,5.929299e+00,1.686540e-01,6.079322e-01,9.997729e-01,5.807371e+01,1.721559e-01
2.560000e+00,3.299009e-01,6.793506e-01,9.992690e-01,5.519075e+00,1.810573e-01,9.992690e-01,5.519075e+00,1.810573e-01,9.992690e-01,5.519075e+00,1.810573e-01,1.000000e+00,5.935908e+00,1.684662e-01,1.000000e+00,5.935908e+00,1.684662e-01,1.000000e+00,5.935908e+00,1.684662e-01,1.000000e+00,5.935908e+00,1.684662e-01,9.999999e-01,5.929714e+00,1.686422e-01,9.999999e-01,5.929714e+00,1.686422e-01,9.999999e-01,5.929714e+00,1.686422e-01,6.094607e-01,9.997807e-01,5.809000e+01,1.721089e-01
2.570000e+00,3.321344e-01,6.806881e-01,9.992937e-01,5.523460e+00,1.809181e-01,9.992937e-01,5.523460e+00,1.809181e-01,9.992937e-01,5.523460e+00,1.809181e-01,1.000000e+00,5.936316e+00,1.684546e-01,1.000000e+00,5.936316e+00,1.684546e-01,1.000000e+00,5.936316e+00,1.684546e-01,1.000000e+00,5.936316e+00,1.684546e-01,9.999999e-01,5.930123e+00,1.686305e-01,9.999999e-01,5.930123e+00,1.686305e-01,9.999999e-01,5.930123e+00,1.686305e-01,6.109774e-01,9.997881e-01,5.810601e+01,1.720628e-01
2.580000e+00,3.343547e-01,6.820144e-01,9.993175e-01,5.527770e+00,1.807813e-01,9.993175e-01,5.527770e+00,1.807813e-01,9.993175e-01,5.527770e+00,1.807813e-01,1.000000e+00,5.936718e+00,1.684432e-01,1.000000e+00,5.936718e+00,1.684432e-01,1.000000e+00,5.936718e+00,1.684432e-01,1.000000e+00,5.936718e+00,1.684432e-01,9.999999e-01,5.930528e+00,1.686190e-01,9.999999e-01,5.930528e+00,1.686190e-01,9.999999e-01,5.930528e+00,1.686190e-01,6.124825e-01,9.997952e-01,5.812177e+01,1.720173e-01
2.590000e+00,3.365618e-01,6.833296e-01,9.993403e-01,5.532006e+00,1.806470e-01,9.993403e-01,5.532006e+00,1.806470e-01,9.993403e-01,5.532006e+00,1.806470e-01,1.000000e+00,5.937116e+00,1.684319e-01,1.000000e+00,5.937116e+00,1.684319e-01,1.000000e+00,5.937116e+00,1.684319e-01,1.000000e+00,5.937116e+00,1.684319e-01,9.999999e-01,5.930928e+00,1.686077e-01,9.999999e-01,5.930928e+00,1.686077e-01,9.999999e-01,5.930928e+00,1.686077e-01,6.139760e-01,9.998021e-01,5.813727e+01,1.719727e-01
2.600000e+00,3.387559e-01,6.846338e-01,9.993623e-01,5.536170e+00,1.805151e-01,9.993623e-01,5.536170e+00,1.805151e-01,9.993623e-01,5.536170e+00,1.805151e-01,1.000000e+00,5.937509e+00,1.684208e-01,1.000000e+00,5.937509e+00,1.684208e-01,1.000000e+00,5.937509e+00,1.684208e-01,1.000000e+00,5.937509e+00,1.684208e-01,9.999999e-01,5.931324e+00,1.685964e-01,9.999999e-01,5.931324e+00,1.685964e-01,9.999999e-01,5.931324e+00,1.685964e-01,6.154582e-01,9.998087e-01,5.815252e+01,1.719287e-01
2.610000e+00,3.409369e-01,6.859272e-01,9.993835e-01,5.540264e+00,1.803855e-01,9.993835e-01,5.540264e+00,1.803855e-01,9.993835e-01,5.540264e+00,1.803855e-01,1.000000e+00,5.937896e+00,1.684098e-01,1.000000e+00,5.937896e+00,1.684098e-01,1.000000e+00,5.937896e+00,1.684098e-01,1.000000e+00,5.937896e+00,1.684098e-01,9.999999e-01,5.931714e+00,1.685853e-01,9.999999e-01,5.931714e+00,1.685853e-01,9.999999e-01,5.931714e+00,1.685853e-01,6.169291e-01,9.998150e-01,5.816752e+01,1.718854e-01
2.620000e+00,3.431050e-01,6.872099e-01,9.994038e-01,5.544290e+00,1.802582e-01,9.994038e-01,5.544290e+00,1.802582e-01,9.994038e-01,5.544290e+00,1.802582e-01,1.000000e+00,5.938280e+00,1.683989e-01,1.000000e+00,5.938280e+00,1.683989e-01,1.000000e+00,5.938280e+00,1.683989e-01,1.000000e+00,5.938280e+00,1.683989e-01,9.999999e-01,5.932100e+00,1.685743e-01,9.999999e-01,5.932100e+00,1.685743e-01,9.999999e-01,5.932100e+00,1.685743e-01,6.183889e-01,9.998211e-01,5.818229e+01,1.718429e-01
