rho,betai1,etai1,Li1,gammai1,betai2,etai2,Li2,gammai2,betai3,etai3,Li3,gammai3,betai4,etai4,Li4,gammai4,betai5,etai5,Li5,gammai5,betai6,etai6,Li6,gammai6,betai7,etai7,Li7,gammai7,betai8,etai8,Li8,gammai8,betai9,etai9,Li9,gammai9,betai10,etai10,Li10,gammai10,beta,eta,L,gamma
1.8188749999999998,0.23672876203183724,0.9255299819728945,3.7481307386424305,0.24693108285441526,0.23672876203183724,0.9255299819728945,3.7481307386424305,0.24693108285441526,0.23672876203183724,0.9255299819728945,3.7481307386424305,0.24693108285441526,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.5220461642535402,0.993529466278105,5.11495909844694,0.1942399630487312,0.46498268380919955,0.9731296209865422,47.04910590505587,0.2068327553238308
1.8064,0.2330680225605528,0.9235906160310782,3.722906434966313,0.24808321996935587,0.2330680225605528,0.9235906160310782,3.722906434966313,0.24808321996935587,0.2330680225605528,0.9235906160310782,3.722906434966313,0.24808321996935587,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.5188575980703345,0.9932978683951401,5.104628039596054,0.19458770760381264,0.4616996829683782,0.9723856926859217,46.90111558207131,0.207326772640272
1.7939250000000002,0.22939874471162036,0.9216005712621377,3.6973513710897516,0.24925966692489565,0.22939874471162036,0.9216005712621377,3.6973513710897516,0.24925966692489565,0.22939874471162036,0.9216005712621377,3.6973513710897516,0.24925966692489565,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.515629308704144,0.993056791294764,5.094079661908828,0.19494331796975684,0.45838319590563925,0.9716199252849762,46.75061174663105,0.2078304195356317
1.78145,0.22572171344013056,0.9195587023947196,3.671464291545371,0.2504610230071622,0.22572171344013056,0.9195587023947196,3.671464291545371,0.2504610230071622,0.22572171344013056,0.9195587023947196,3.671464291545371,0.2504610230071622,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.5123606734522795,0.9928058037467846,5.083307906725074,0.19530703667061566,0.45503288144984966,0.9708316733411653,46.597548221711634,0.20834393876732263
1.7689750000000002,0.22203774533794918,0.9174638529605343,3.6452441450483866,0.2516879024980523,0.22203774533794918,0.9174638529605343,3.6452441450483866,0.2516879024980523,0.22203774533794918,0.9174638529605343,3.6452441450483866,0.2516879024980523,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.5090510625412413,0.992544453304123,5.07230652256746,0.19567911538629273,0.45164839910058285,0.9700202732010466,46.44187809311738,0.2088675809484118
1.7565,0.2183476889603881,0.9153148562273854,3.6186900959549813,0.25294093496719605,0.2183476889603881,0.9153148562273854,3.6186900959549813,0.25294093496719605,0.2183476889603881,0.9153148562273854,3.6186900959549813,0.25294093496719605,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.5056998394207837,0.9922722652084496,5.061069059101811,0.19605981535145228,0.4482294093287045,0.9691850425141305,46.283553701577624,0.20940160489039863
1.7440250000000002,0.21465242510087676,0.9131105362089622,3.591801535932366,0.2542207655612953,0.21465242510087676,0.9131105362089622,3.591801535932366,0.2542207655612953,0.21465242510087676,0.9131105362089622,3.591801535932366,0.2542207655612953,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.5023063610989937,0.9919887412392314,5.049588860976044,0.1964494077736634,0.4447755738993703,0.9683252797301508,46.12252663462941,0.20994627796542248
1.73155,0.21095286700905494,0.9108497087536472,3.564578095818197,0.2555280552899698,0.21095286700905494,0.9108497087536472,3.564578095818197,0.2555280552899698,0.21095286700905494,0.9108497087536472,3.564578095818197,0.2555280552899698,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.4988699785217975,0.9916933585035217,5.037859061544486,0.19684817427176943,0.441286556219249,0.9674402635785594,45.958747718266,0.21050187648913177
1.7190750000000001,0.20724996054759195,0.9085311827144322,3.537019657644463,0.25686348130716463,0.20724996054759195,0.9085311827144322,3.537019657644463,0.25686348130716463,0.20724996054759195,0.9085311827144322,3.537019657644463,0.25686348130716463,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.49539003700056894,0.9913855681637108,5.025872576485821,0.19725640733552083,0.4377620217099735,0.9665292525289272,45.79216700833415,0.21106868612551563
1.7066,0.20354468428290848,0.9061537612018589,3.509126366798071,0.25822773718710096,0.20354468428290848,0.9061537612018589,3.509126366798071,0.25822773718710096,0.20354468428290848,0.9061537612018589,3.509126366798071,0.25822773718710096,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.4918658766917523,0.9910647941004062,5.013622097324449,0.1976744108075665,0.43420163820998353,0.965591484230842,45.62273378166536,0.21164700231508027
