alpha,upper1,lower1,upper2,lower2
5.000000e-03,9.965625e-01,9.965592e-01,1.991532e+00,1.991525e+00
1.000000e-02,9.931236e-01,9.931190e-01,1.983063e+00,1.983054e+00
1.500000e-02,9.896842e-01,9.896784e-01,1.974594e+00,1.974582e+00
2.000000e-02,9.862443e-01,9.862372e-01,1.966126e+00,1.966111e+00
2.500000e-02,9.828040e-01,9.827956e-01,1.957658e+00,1.957641e+00
3.000000e-02,9.793631e-01,9.793535e-01,1.949191e+00,1.949172e+00
3.500000e-02,9.759217e-01,9.759108e-01,1.940724e+00,1.940702e+00
4.000000e-02,9.724797e-01,9.724675e-01,1.932258e+00,1.932234e+00
4.500000e-02,9.690371e-01,9.690237e-01,1.923792e+00,1.923766e+00
5.000000e-02,9.655940e-01,9.655792e-01,1.915327e+00,1.915298e+00
5.500000e-02,9.621502e-01,9.621341e-01,1.906862e+00,1.906830e+00
6.000000e-02,9.587057e-01,9.586884e-01,1.898398e+00,1.898364e+00
6.500000e-02,9.552606e-01,9.552420e-01,1.889934e+00,1.889897e+00
7.000000e-02,9.518147e-01,9.517948e-01,1.881470e+00,1.881431e+00
7.500000e-02,9.483681e-01,9.483470e-01,1.873007e+00,1.872965e+00
8.000000e-02,9.449208e-01,9.448983e-01,1.864544e+00,1.864499e+00
8.500000e-02,9.414726e-01,9.414489e-01,1.856081e+00,1.856034e+00
9.000000e-02,9.380237e-01,9.379987e-01,1.847618e+00,1.847569e+00
9.500000e-02,9.345739e-01,9.345476e-01,1.839156e+00,1.839104e+00
1.000000e-01,9.311233e-01,9.310957e-01,1.830694e+00,1.830639e+00
1.050000e-01,9.276717e-01,9.276429e-01,1.822232e+00,1.822175e+00
1.100000e-01,9.242193e-01,9.241891e-01,1.813770e+00,1.813710e+00
1.150000e-01,9.207659e-01,9.207344e-01,1.805308e+00,1.805246e+00
1.200000e-01,9.173115e-01,9.172787e-01,1.796846e+00,1.796782e+00
1.250000e-01,9.138561e-01,9.138220e-01,1.788385e+00,1.788318e+00
1.300000e-01,9.103996e-01,9.103642e-01,1.779923e+00,1.779854e+00
1.350000e-01,9.069421e-01,9.069054e-01,1.771461e+00,1.771390e+00
