alpha,upper1,lower1,upper2,lower2
6.500000e-01,5.430689e-01,5.246967e-01,9.033452e-01,8.727266e-01
6.550000e-01,5.391570e-01,5.206188e-01,8.945277e-01,8.637119e-01
6.600000e-01,5.352303e-01,5.165253e-01,8.856945e-01,8.546824e-01
6.650000e-01,5.312883e-01,5.124158e-01,8.768451e-01,8.456376e-01
6.700000e-01,5.273307e-01,5.082897e-01,8.679790e-01,8.365770e-01
6.750000e-01,5.233569e-01,5.041465e-01,8.590955e-01,8.275001e-01
6.800000e-01,5.193664e-01,4.999857e-01,8.501942e-01,8.184063e-01
6.850000e-01,5.153587e-01,4.958067e-01,8.412743e-01,8.092949e-01
6.900000e-01,5.113331e-01,4.916089e-01,8.323353e-01,8.001655e-01
6.950000e-01,5.072892e-01,4.873918e-01,8.233765e-01,7.910172e-01
7.000000e-01,5.032263e-01,4.831546e-01,8.143972e-01,7.818495e-01
7.050000e-01,4.991438e-01,4.788967e-01,8.053966e-01,7.726617e-01
7.100000e-01,4.950409e-01,4.746175e-01,7.963741e-01,7.634530e-01
7.150000e-01,4.909171e-01,4.703161e-01,7.873289e-01,7.542227e-01
7.200000e-01,4.867715e-01,4.659918e-01,7.782600e-01,7.449699e-01
7.250000e-01,4.826034e-01,4.616438e-01,7.691667e-01,7.356938e-01
7.300000e-01,4.784120e-01,4.572713e-01,7.600480e-01,7.263934e-01
7.350000e-01,4.741964e-01,4.528733e-01,7.509029e-01,7.170680e-01
7.400000e-01,4.699558e-01,4.484490e-01,7.417305e-01,7.077165e-01
7.450000e-01,4.656892e-01,4.439973e-01,7.325297e-01,6.983378e-01
7.500000e-01,4.613955e-01,4.395172e-01,7.232994e-01,6.889309e-01
7.550000e-01,4.570739e-01,4.350077e-01,7.140384e-01,6.794947e-01
7.600000e-01,4.527231e-01,4.304674e-01,7.047454e-01,6.700278e-01
7.650000e-01,4.483420e-01,4.258954e-01,6.954193e-01,6.605292e-01
7.700000e-01,4.439293e-01,4.212902e-01,6.860585e-01,6.509973e-01
7.750000e-01,4.394839e-01,4.166505e-01,6.766616e-01,6.414308e-01
7.800000e-01,4.350042e-01,4.119748e-01,6.672271e-01,6.318282e-01
7.850000e-01,4.304888e-01,4.072616e-01,6.577534e-01,6.221878e-01
7.900000e-01,4.259362e-01,4.025094e-01,6.482386e-01,6.125080e-01
7.950000e-01,4.213447e-01,3.977163e-01,6.386811e-01,6.027870e-01
8.000000e-01,4.167125e-01,3.928805e-01,6.290787e-01,5.930228e-01
8.050000e-01,4.120378e-01,3.880000e-01,6.194293e-01,5.832133e-01
8.100000e-01,4.073185e-01,3.830727e-01,6.097308e-01,5.733565e-01
8.150000e-01,4.025524e-01,3.780965e-01,5.999808e-01,5.634499e-01
8.200000e-01,3.977373e-01,3.730688e-01,5.901767e-01,5.534910e-01
8.250000e-01,3.928707e-01,3.679870e-01,5.803156e-01,5.434771e-01
8.300000e-01,3.879499e-01,3.628484e-01,5.703948e-01,5.334054e-01
8.350000e-01,3.829720e-01,3.576499e-01,5.604109e-01,5.232727e-01
8.400000e-01,3.779339e-01,3.523884e-01,5.503605e-01,5.130755e-01
8.450000e-01,3.728322e-01,3.470602e-01,5.402400e-01,5.028104e-01
8.500000e-01,3.676632e-01,3.416615e-01,5.300452e-01,4.924732e-01
8.550000e-01,3.624230e-01,3.361881e-01,5.197718e-01,4.820598e-01
8.600000e-01,3.571071e-01,3.306356e-01,5.094150e-01,4.715653e-01
8.650000e-01,3.517109e-01,3.249989e-01,4.989696e-01,4.609847e-01
8.700000e-01,3.462290e-01,3.192725e-01,4.884298e-01,4.503122e-01
8.750000e-01,3.406557e-01,3.134504e-01,4.777894e-01,4.395418e-01
8.800000e-01,3.349846e-01,3.075259e-01,4.670412e-01,4.286665e-01
8.850000e-01,3.292086e-01,3.014916e-01,4.561777e-01,4.176787e-01
8.900000e-01,3.233197e-01,2.953393e-01,4.451903e-01,4.065699e-01
8.950000e-01,3.173092e-01,2.890597e-01,4.340692e-01,3.953307e-01
9.000000e-01,3.111670e-01,2.826423e-01,4.228036e-01,3.839503e-01
9.050000e-01,3.048818e-01,2.760755e-01,4.113814e-01,3.724168e-01
9.100000e-01,2.984407e-01,2.693456e-01,3.997886e-01,3.607163e-01
9.150000e-01,2.918289e-01,2.624373e-01,3.880093e-01,3.488331e-01
9.200000e-01,2.850295e-01,2.553327e-01,3.760250e-01,3.367490e-01
9.250000e-01,2.780223e-01,2.480111e-01,3.638144e-01,3.244427e-01
9.300000e-01,2.707840e-01,2.404479e-01,3.513523e-01,3.118894e-01
9.350000e-01,2.632866e-01,2.326140e-01,3.386086e-01,2.990594e-01
9.400000e-01,2.554965e-01,2.244741e-01,3.255474e-01,2.859168e-01
9.450000e-01,2.473724e-01,2.159853e-01,3.121246e-01,2.724178e-01
9.500000e-01,2.388630e-01,2.070938e-01,2.982853e-01,2.585081e-01
9.550000e-01,2.299030e-01,1.977314e-01,2.839601e-01,2.441181e-01
9.600000e-01,2.204075e-01,1.878090e-01,2.690583e-01,2.291574e-01
9.650000e-01,2.102617e-01,1.772068e-01,2.534582e-01,2.135042e-01
9.700000e-01,1.993056e-01,1.657566e-01,2.369895e-01,1.969878e-01
9.750000e-01,1.873029e-01,1.532101e-01,2.194019e-01,1.793558e-01
9.800000e-01,1.738798e-01,1.391732e-01,2.003000e-01,1.602079e-01
9.801000e-01,1.735931e-01,1.388732e-01,1.998985e-01,1.598054e-01
9.802000e-01,1.733055e-01,1.385725e-01,1.994962e-01,1.594020e-01
9.803000e-01,1.730172e-01,1.382708e-01,1.990930e-01,1.589978e-01
9.804000e-01,1.727280e-01,1.379683e-01,1.986889e-01,1.585927e-01
9.805000e-01,1.724380e-01,1.376649e-01,1.982839e-01,1.581867e-01
9.806000e-01,1.721471e-01,1.373606e-01,1.978780e-01,1.577798e-01
9.807000e-01,1.718553e-01,1.370554e-01,1.974712e-01,1.573719e-01
9.808000e-01,1.715627e-01,1.367493e-01,1.970635e-01,1.569632e-01
9.809000e-01,1.712693e-01,1.364422e-01,1.966549e-01,1.565535e-01
9.810000e-01,1.709750e-01,1.361343e-01,1.962453e-01,1.561429e-01
9.811000e-01,1.706797e-01,1.358254e-01,1.958348e-01,1.557313e-01
9.812000e-01,1.703836e-01,1.355156e-01,1.954234e-01,1.553188e-01
9.813000e-01,1.700866e-01,1.352049e-01,1.950110e-01,1.549053e-01
9.814000e-01,1.697887e-01,1.348932e-01,1.945976e-01,1.544909e-01
9.815000e-01,1.694899e-01,1.345805e-01,1.941833e-01,1.540755e-01
9.816000e-01,1.691901e-01,1.342668e-01,1.937680e-01,1.536590e-01
9.817000e-01,1.688894e-01,1.339522e-01,1.933517e-01,1.532416e-01
9.818000e-01,1.685878e-01,1.336366e-01,1.929344e-01,1.528232e-01
9.819000e-01,1.682852e-01,1.333200e-01,1.925161e-01,1.524038e-01
9.820000e-01,1.679817e-01,1.330023e-01,1.920967e-01,1.519833e-01
9.821000e-01,1.676772e-01,1.326837e-01,1.916764e-01,1.515618e-01
9.822000e-01,1.673717e-01,1.323640e-01,1.912550e-01,1.511392e-01
9.823000e-01,1.670653e-01,1.320433e-01,1.908326e-01,1.507156e-01
9.824000e-01,1.667578e-01,1.317215e-01,1.904091e-01,1.502910e-01
9.825000e-01,1.664494e-01,1.313987e-01,1.899845e-01,1.498652e-01
9.826000e-01,1.661399e-01,1.310748e-01,1.895589e-01,1.494384e-01
9.827000e-01,1.658294e-01,1.307499e-01,1.891322e-01,1.490105e-01
9.828000e-01,1.655179e-01,1.304238e-01,1.887044e-01,1.485815e-01
9.829000e-01,1.652053e-01,1.300967e-01,1.882755e-01,1.481513e-01
9.830000e-01,1.648917e-01,1.297684e-01,1.878454e-01,1.477200e-01
9.831000e-01,1.645770e-01,1.294390e-01,1.874143e-01,1.472876e-01
9.832000e-01,1.642612e-01,1.291085e-01,1.869820e-01,1.468540e-01
9.833000e-01,1.639444e-01,1.287768e-01,1.865485e-01,1.464193e-01
9.834000e-01,1.636264e-01,1.284440e-01,1.861139e-01,1.459834e-01
9.835000e-01,1.633074e-01,1.281100e-01,1.856781e-01,1.455463e-01
9.836000e-01,1.629872e-01,1.277748e-01,1.852412e-01,1.451080e-01
9.837000e-01,1.626659e-01,1.274384e-01,1.848030e-01,1.446685e-01
9.838000e-01,1.623435e-01,1.271009e-01,1.843636e-01,1.442277e-01
9.839000e-01,1.620199e-01,1.267621e-01,1.839230e-01,1.437858e-01
9.840000e-01,1.616951e-01,1.264221e-01,1.834812e-01,1.433425e-01
9.841000e-01,1.613692e-01,1.260808e-01,1.830381e-01,1.428980e-01
9.842000e-01,1.610420e-01,1.257383e-01,1.825938e-01,1.424523e-01
9.843000e-01,1.607137e-01,1.253945e-01,1.821481e-01,1.420052e-01
9.844000e-01,1.603842e-01,1.250494e-01,1.817012e-01,1.415568e-01
9.845000e-01,1.600534e-01,1.247030e-01,1.812530e-01,1.411072e-01
9.846000e-01,1.597214e-01,1.243553e-01,1.808035e-01,1.406561e-01
9.847000e-01,1.593881e-01,1.240063e-01,1.803526e-01,1.402038e-01
9.848000e-01,1.590535e-01,1.236559e-01,1.799004e-01,1.397500e-01
9.849000e-01,1.587177e-01,1.233042e-01,1.794469e-01,1.392949e-01
9.850000e-01,1.583806e-01,1.229511e-01,1.789919e-01,1.388384e-01
9.851000e-01,1.580421e-01,1.225966e-01,1.785356e-01,1.383805e-01
9.852000e-01,1.577024e-01,1.222407e-01,1.780779e-01,1.379211e-01
9.853000e-01,1.573613e-01,1.218834e-01,1.776187e-01,1.374604e-01
9.854000e-01,1.570188e-01,1.215247e-01,1.771581e-01,1.369981e-01
9.855000e-01,1.566749e-01,1.211645e-01,1.766961e-01,1.365344e-01
9.856000e-01,1.563297e-01,1.208028e-01,1.762326e-01,1.360691e-01
9.857000e-01,1.559831e-01,1.204396e-01,1.757676e-01,1.356024e-01
9.858000e-01,1.556350e-01,1.200750e-01,1.753011e-01,1.351341e-01
9.859000e-01,1.552855e-01,1.197088e-01,1.748330e-01,1.346643e-01
9.860000e-01,1.549345e-01,1.193410e-01,1.743635e-01,1.341929e-01
9.861000e-01,1.545821e-01,1.189717e-01,1.738923e-01,1.337199e-01
9.862000e-01,1.542281e-01,1.186008e-01,1.734196e-01,1.332454e-01
9.863000e-01,1.538727e-01,1.182284e-01,1.729453e-01,1.327691e-01
9.864000e-01,1.535157e-01,1.178542e-01,1.724694e-01,1.322913e-01
9.865000e-01,1.531572e-01,1.174785e-01,1.719918e-01,1.318118e-01
9.866000e-01,1.527971e-01,1.171011e-01,1.715126e-01,1.313305e-01
9.867000e-01,1.524354e-01,1.167220e-01,1.710317e-01,1.308476e-01
9.868000e-01,1.520721e-01,1.163412e-01,1.705491e-01,1.303629e-01
9.869000e-01,1.517072e-01,1.159586e-01,1.700648e-01,1.298765e-01
9.870000e-01,1.513406e-01,1.155743e-01,1.695787e-01,1.293883e-01
9.871000e-01,1.509724e-01,1.151882e-01,1.690909e-01,1.288983e-01
9.872000e-01,1.506025e-01,1.148004e-01,1.686012e-01,1.284065e-01
9.873000e-01,1.502308e-01,1.144107e-01,1.681098e-01,1.279128e-01
9.874000e-01,1.498574e-01,1.140191e-01,1.676165e-01,1.274172e-01
9.875000e-01,1.494822e-01,1.136257e-01,1.671214e-01,1.269197e-01
9.876000e-01,1.491053e-01,1.132304e-01,1.666243e-01,1.264203e-01
9.877000e-01,1.487265e-01,1.128332e-01,1.661254e-01,1.259190e-01
9.878000e-01,1.483459e-01,1.124340e-01,1.656245e-01,1.254156e-01
9.879000e-01,1.479635e-01,1.120328e-01,1.651217e-01,1.249103e-01
9.880000e-01,1.475791e-01,1.116296e-01,1.646168e-01,1.244029e-01
9.881000e-01,1.471929e-01,1.112244e-01,1.641100e-01,1.238934e-01
9.882000e-01,1.468047e-01,1.108171e-01,1.636011e-01,1.233819e-01
9.883000e-01,1.464145e-01,1.104077e-01,1.630901e-01,1.228682e-01
9.884000e-01,1.460223e-01,1.099962e-01,1.625770e-01,1.223523e-01
9.885000e-01,1.456281e-01,1.095825e-01,1.620617e-01,1.218342e-01
9.886000e-01,1.452318e-01,1.091666e-01,1.615443e-01,1.213140e-01
9.887000e-01,1.448335e-01,1.087485e-01,1.610247e-01,1.207914e-01
9.888000e-01,1.444330e-01,1.083281e-01,1.605028e-01,1.202665e-01
9.889000e-01,1.440304e-01,1.079054e-01,1.599787e-01,1.197394e-01
9.890000e-01,1.436255e-01,1.074804e-01,1.594523e-01,1.192098e-01
9.891000e-01,1.432185e-01,1.070530e-01,1.589235e-01,1.186778e-01
9.892000e-01,1.428092e-01,1.066232e-01,1.583924e-01,1.181434e-01
9.893000e-01,1.423976e-01,1.061910e-01,1.578588e-01,1.176065e-01
9.894000e-01,1.419837e-01,1.057562e-01,1.573228e-01,1.170671e-01
9.895000e-01,1.415674e-01,1.053190e-01,1.567843e-01,1.165251e-01
9.896000e-01,1.411487e-01,1.048791e-01,1.562432e-01,1.159805e-01
9.897000e-01,1.407275e-01,1.044367e-01,1.556996e-01,1.154333e-01
9.898000e-01,1.403039e-01,1.039916e-01,1.551534e-01,1.148833e-01
9.899000e-01,1.398778e-01,1.035438e-01,1.546045e-01,1.143306e-01
9.900000e-01,1.394490e-01,1.030932e-01,1.540528e-01,1.137751e-01
9.901000e-01,1.390177e-01,1.026398e-01,1.534985e-01,1.132167e-01
9.902000e-01,1.385837e-01,1.021836e-01,1.529413e-01,1.126555e-01
9.903000e-01,1.381470e-01,1.017245e-01,1.523813e-01,1.120913e-01
9.904000e-01,1.377075e-01,1.012624e-01,1.518184e-01,1.115241e-01
9.905000e-01,1.372652e-01,1.007973e-01,1.512526e-01,1.109538e-01
9.906000e-01,1.368201e-01,1.003291e-01,1.506837e-01,1.103805e-01
9.907000e-01,1.363721e-01,9.985782e-02,1.501118e-01,1.098039e-01
9.908000e-01,1.359211e-01,9.938334e-02,1.495367e-01,1.092242e-01
9.909000e-01,1.354671e-01,9.890563e-02,1.489585e-01,1.086411e-01
9.910000e-01,1.350100e-01,9.842460e-02,1.483771e-01,1.080547e-01
9.911000e-01,1.345498e-01,9.794020e-02,1.477924e-01,1.074649e-01
9.912000e-01,1.340864e-01,9.745236e-02,1.472043e-01,1.068715e-01
9.913000e-01,1.336197e-01,9.696101e-02,1.466128e-01,1.062746e-01
9.914000e-01,1.331497e-01,9.646608e-02,1.460178e-01,1.056741e-01
9.915000e-01,1.326764e-01,9.596749e-02,1.454193e-01,1.050699e-01
9.916000e-01,1.321995e-01,9.546516e-02,1.448171e-01,1.044618e-01
9.917000e-01,1.317192e-01,9.495903e-02,1.442112e-01,1.038499e-01
9.918000e-01,1.312352e-01,9.444900e-02,1.436015e-01,1.032341e-01
9.919000e-01,1.307476e-01,9.393499e-02,1.429880e-01,1.026142e-01
9.920000e-01,1.302562e-01,9.341691e-02,1.423705e-01,1.019902e-01
9.921000e-01,1.297610e-01,9.289468e-02,1.417490e-01,1.013619e-01
9.922000e-01,1.292618e-01,9.236819e-02,1.411234e-01,1.007294e-01
9.923000e-01,1.287587e-01,9.183735e-02,1.404936e-01,1.000924e-01
9.924000e-01,1.282514e-01,9.130206e-02,1.398595e-01,9.945091e-02
9.925000e-01,1.277399e-01,9.076221e-02,1.392210e-01,9.880480e-02
9.926000e-01,1.272242e-01,9.021770e-02,1.385779e-01,9.815395e-02
9.927000e-01,1.267041e-01,8.966840e-02,1.379303e-01,9.749825e-02
9.928000e-01,1.261794e-01,8.911421e-02,1.372780e-01,9.683759e-02
9.929000e-01,1.256502e-01,8.855499e-02,1.366208e-01,9.617182e-02
9.930000e-01,1.251163e-01,8.799062e-02,1.359587e-01,9.550083e-02
9.931000e-01,1.245775e-01,8.742097e-02,1.352916e-01,9.482448e-02
9.932000e-01,1.240337e-01,8.684589e-02,1.346192e-01,9.414262e-02
9.933000e-01,1.234849e-01,8.626525e-02,1.339415e-01,9.345512e-02
9.934000e-01,1.229309e-01,8.567889e-02,1.332583e-01,9.276181e-02
9.935000e-01,1.223715e-01,8.508665e-02,1.325696e-01,9.206255e-02
9.936000e-01,1.218066e-01,8.448837e-02,1.318751e-01,9.135715e-02
9.937000e-01,1.212361e-01,8.388388e-02,1.311746e-01,9.064544e-02
9.938000e-01,1.206597e-01,8.327299e-02,1.304681e-01,8.992725e-02
9.939000e-01,1.200774e-01,8.265551e-02,1.297554e-01,8.920238e-02
9.940000e-01,1.194890e-01,8.203126e-02,1.290362e-01,8.847063e-02
9.941000e-01,1.188942e-01,8.140001e-02,1.283104e-01,8.773179e-02
9.942000e-01,1.182929e-01,8.076156e-02,1.275778e-01,8.698563e-02
9.943000e-01,1.176850e-01,8.011567e-02,1.268382e-01,8.623193e-02
9.944000e-01,1.170701e-01,7.946210e-02,1.260914e-01,8.547043e-02
9.945000e-01,1.164481e-01,7.880060e-02,1.253371e-01,8.470090e-02
9.946000e-01,1.158187e-01,7.813090e-02,1.245751e-01,8.392304e-02
9.947000e-01,1.151818e-01,7.745272e-02,1.238052e-01,8.313658e-02
9.948000e-01,1.145370e-01,7.676576e-02,1.230271e-01,8.234121e-02
9.949000e-01,1.138841e-01,7.606970e-02,1.222405e-01,8.153661e-02
9.950000e-01,1.132228e-01,7.536422e-02,1.214452e-01,8.072246e-02
9.951000e-01,1.125528e-01,7.464897e-02,1.206408e-01,7.989838e-02
9.952000e-01,1.118738e-01,7.392355e-02,1.198270e-01,7.906401e-02
