alpha,upper1,lower1,upper2,lower2
5.000000e-03,9.965674e-01,9.965665e-01,1.991550e+00,1.991548e+00
1.000000e-02,9.931342e-01,9.931328e-01,1.983100e+00,1.983097e+00
1.500000e-02,9.897007e-01,9.896986e-01,1.974651e+00,1.974647e+00
2.000000e-02,9.862666e-01,9.862639e-01,1.966202e+00,1.966197e+00
2.500000e-02,9.828321e-01,9.828288e-01,1.957754e+00,1.957748e+00
3.000000e-02,9.793971e-01,9.793931e-01,1.949307e+00,1.949299e+00
3.500000e-02,9.759616e-01,9.759569e-01,1.940860e+00,1.940851e+00
4.000000e-02,9.725255e-01,9.725202e-01,1.932414e+00,1.932403e+00
4.500000e-02,9.690889e-01,9.690830e-01,1.923968e+00,1.923956e+00
5.000000e-02,9.656517e-01,9.656451e-01,1.915523e+00,1.915510e+00
5.500000e-02,9.622138e-01,9.622066e-01,1.907078e+00,1.907063e+00
6.000000e-02,9.587753e-01,9.587675e-01,1.898633e+00,1.898618e+00
6.500000e-02,9.553362e-01,9.553277e-01,1.890189e+00,1.890172e+00
7.000000e-02,9.518964e-01,9.518872e-01,1.881745e+00,1.881727e+00
7.500000e-02,9.484558e-01,9.484461e-01,1.873302e+00,1.873283e+00
8.000000e-02,9.450145e-01,9.450041e-01,1.864859e+00,1.864838e+00
8.500000e-02,9.415725e-01,9.415615e-01,1.856416e+00,1.856394e+00
9.000000e-02,9.381297e-01,9.381180e-01,1.847974e+00,1.847951e+00
9.500000e-02,9.346860e-01,9.346737e-01,1.839531e+00,1.839507e+00
1.000000e-01,9.312415e-01,9.312286e-01,1.831089e+00,1.831064e+00
1.050000e-01,9.277962e-01,9.277826e-01,1.822648e+00,1.822621e+00
1.100000e-01,9.243499e-01,9.243356e-01,1.814206e+00,1.814178e+00
1.150000e-01,9.209027e-01,9.208878e-01,1.805764e+00,1.805735e+00
1.200000e-01,9.174546e-01,9.174390e-01,1.797323e+00,1.797292e+00
1.250000e-01,9.140054e-01,9.139892e-01,1.788882e+00,1.788850e+00
1.300000e-01,9.105553e-01,9.105384e-01,1.780440e+00,1.780407e+00
