alpha,upper1,lower1,upper2,lower2
5.000000e-03,9.969840e-01,9.961501e-01,1.992383e+00,1.990716e+00
1.000000e-02,9.938679e-01,9.923996e-01,1.984565e+00,1.981633e+00
1.500000e-02,9.907518e-01,9.886486e-01,1.976749e+00,1.972551e+00
2.000000e-02,9.876355e-01,9.848969e-01,1.968932e+00,1.963471e+00
2.500000e-02,9.845192e-01,9.811446e-01,1.961116e+00,1.954392e+00
3.000000e-02,9.814027e-01,9.773916e-01,1.953300e+00,1.945314e+00
3.500000e-02,9.782861e-01,9.736380e-01,1.945484e+00,1.936238e+00
4.000000e-02,9.751693e-01,9.698836e-01,1.937668e+00,1.927163e+00
4.500000e-02,9.720524e-01,9.661285e-01,1.929853e+00,1.918089e+00
5.000000e-02,9.689352e-01,9.623727e-01,1.922038e+00,1.909017e+00
5.500000e-02,9.658178e-01,9.586160e-01,1.914222e+00,1.899945e+00
6.000000e-02,9.627002e-01,9.548586e-01,1.906407e+00,1.890875e+00
6.500000e-02,9.595824e-01,9.511004e-01,1.898592e+00,1.881806e+00
7.000000e-02,9.564642e-01,9.473412e-01,1.890777e+00,1.872738e+00
7.500000e-02,9.533458e-01,9.435812e-01,1.882963e+00,1.863672e+00
8.000000e-02,9.502270e-01,9.398203e-01,1.875148e+00,1.854606e+00
8.500000e-02,9.471080e-01,9.360584e-01,1.867333e+00,1.845542e+00
9.000000e-02,9.439885e-01,9.322956e-01,1.859518e+00,1.836478e+00
9.500000e-02,9.408687e-01,9.285317e-01,1.851702e+00,1.827416e+00
1.000000e-01,9.377485e-01,9.247669e-01,1.843887e+00,1.818355e+00
1.050000e-01,9.346278e-01,9.210009e-01,1.836072e+00,1.809295e+00
1.100000e-01,9.315067e-01,9.172339e-01,1.828256e+00,1.800236e+00
1.150000e-01,9.283852e-01,9.134658e-01,1.820440e+00,1.791178e+00
1.200000e-01,9.252631e-01,9.096965e-01,1.812624e+00,1.782121e+00
1.250000e-01,9.221406e-01,9.059260e-01,1.804808e+00,1.773064e+00
1.300000e-01,9.190174e-01,9.021543e-01,1.796991e+00,1.764009e+00
1.350000e-01,9.158938e-01,8.983814e-01,1.789174e+00,1.754955e+00
1.400000e-01,9.127695e-01,8.946071e-01,1.781357e+00,1.745902e+00
1.450000e-01,9.096446e-01,8.908316e-01,1.773539e+00,1.736849e+00
1.500000e-01,9.065191e-01,8.870547e-01,1.765720e+00,1.727797e+00
1.550000e-01,9.033929e-01,8.832764e-01,1.757902e+00,1.718747e+00
