alpha,upper1,lower1,upper2,lower2
2.700000e-01,8.151452e-01,8.116117e-01,1.547282e+00,1.540572e+00
2.750000e-01,8.116828e-01,8.080820e-01,1.538884e+00,1.532056e+00
2.800000e-01,8.082181e-01,8.045500e-01,1.530486e+00,1.523538e+00
2.850000e-01,8.047512e-01,8.010156e-01,1.522086e+00,1.515019e+00
2.900000e-01,8.012819e-01,7.974789e-01,1.513685e+00,1.506499e+00
2.950000e-01,7.978104e-01,7.939396e-01,1.505282e+00,1.497977e+00
3.000000e-01,7.943363e-01,7.903979e-01,1.496878e+00,1.489454e+00
3.050000e-01,7.908598e-01,7.868535e-01,1.488472e+00,1.480929e+00
3.100000e-01,7.873808e-01,7.833065e-01,1.480064e+00,1.472404e+00
3.150000e-01,7.838992e-01,7.797567e-01,1.471655e+00,1.463876e+00
3.200000e-01,7.804148e-01,7.762042e-01,1.463244e+00,1.455347e+00
3.250000e-01,7.769278e-01,7.726489e-01,1.454831e+00,1.446816e+00
3.300000e-01,7.734380e-01,7.690906e-01,1.446416e+00,1.438284e+00
3.350000e-01,7.699453e-01,7.655294e-01,1.437999e+00,1.429749e+00
3.400000e-01,7.664496e-01,7.619651e-01,1.429580e+00,1.421213e+00
3.450000e-01,7.629510e-01,7.583977e-01,1.421159e+00,1.412674e+00
3.500000e-01,7.594493e-01,7.548271e-01,1.412735e+00,1.404134e+00
3.550000e-01,7.559445e-01,7.512532e-01,1.404309e+00,1.395592e+00
3.600000e-01,7.524364e-01,7.476759e-01,1.395881e+00,1.387047e+00
3.650000e-01,7.489250e-01,7.440953e-01,1.387450e+00,1.378500e+00
3.700000e-01,7.454103e-01,7.405111e-01,1.379017e+00,1.369950e+00
3.750000e-01,7.418921e-01,7.369234e-01,1.370581e+00,1.361398e+00
3.800000e-01,7.383703e-01,7.333319e-01,1.362142e+00,1.352844e+00
3.850000e-01,7.348450e-01,7.297368e-01,1.353700e+00,1.344287e+00
3.900000e-01,7.313159e-01,7.261377e-01,1.345255e+00,1.335727e+00
3.950000e-01,7.277830e-01,7.225348e-01,1.336808e+00,1.327164e+00
4.000000e-01,7.242463e-01,7.189278e-01,1.328357e+00,1.318599e+00
4.050000e-01,7.207055e-01,7.153166e-01,1.319903e+00,1.310030e+00
4.100000e-01,7.171607e-01,7.117013e-01,1.311445e+00,1.301458e+00
4.150000e-01,7.136118e-01,7.080816e-01,1.302984e+00,1.292883e+00
4.200000e-01,7.100585e-01,7.044575e-01,1.294520e+00,1.284305e+00
4.250000e-01,7.065009e-01,7.008289e-01,1.286051e+00,1.275723e+00
4.300000e-01,7.029388e-01,6.971957e-01,1.277579e+00,1.267138e+00
4.350000e-01,6.993721e-01,6.935577e-01,1.269103e+00,1.258549e+00
4.400000e-01,6.958008e-01,6.899148e-01,1.260623e+00,1.249956e+00
4.450000e-01,6.922246e-01,6.862670e-01,1.252139e+00,1.241359e+00
4.500000e-01,6.886435e-01,6.826141e-01,1.243651e+00,1.232758e+00
4.550000e-01,6.850574e-01,6.789560e-01,1.235158e+00,1.224153e+00
4.600000e-01,6.814661e-01,6.752925e-01,1.226660e+00,1.215544e+00
4.650000e-01,6.778695e-01,6.716236e-01,1.218158e+00,1.206930e+00
4.700000e-01,6.742675e-01,6.679490e-01,1.209651e+00,1.198312e+00
4.750000e-01,6.706599e-01,6.642688e-01,1.201139e+00,1.189688e+00
4.800000e-01,6.670467e-01,6.605827e-01,1.192622e+00,1.181060e+00
4.850000e-01,6.634277e-01,6.568905e-01,1.184099e+00,1.172427e+00
4.900000e-01,6.598027e-01,6.531922e-01,1.175571e+00,1.163789e+00
4.950000e-01,6.561715e-01,6.494876e-01,1.167037e+00,1.155146e+00
5.000000e-01,6.525342e-01,6.457765e-01,1.158498e+00,1.146497e+00
5.050000e-01,6.488904e-01,6.420588e-01,1.149953e+00,1.137842e+00
5.100000e-01,6.452400e-01,6.383343e-01,1.141401e+00,1.129181e+00
5.150000e-01,6.415828e-01,6.346029e-01,1.132843e+00,1.120514e+00
5.200000e-01,6.379188e-01,6.308643e-01,1.124279e+00,1.111841e+00
5.250000e-01,6.342477e-01,6.271184e-01,1.115708e+00,1.103162e+00
5.300000e-01,6.305693e-01,6.233651e-01,1.107130e+00,1.094476e+00
5.350000e-01,6.268834e-01,6.196040e-01,1.098544e+00,1.085783e+00
5.400000e-01,6.231900e-01,6.158350e-01,1.089952e+00,1.077084e+00
5.450000e-01,6.194886e-01,6.120580e-01,1.081352e+00,1.068377e+00
5.500000e-01,6.157793e-01,6.082727e-01,1.072744e+00,1.059662e+00
5.550000e-01,6.120616e-01,6.044789e-01,1.064128e+00,1.050940e+00
5.600000e-01,6.083355e-01,6.006764e-01,1.055504e+00,1.042210e+00
5.650000e-01,6.046008e-01,5.968649e-01,1.046871e+00,1.033471e+00
5.700000e-01,6.008571e-01,5.930442e-01,1.038229e+00,1.024725e+00
5.750000e-01,5.971042e-01,5.892141e-01,1.029579e+00,1.015969e+00
5.800000e-01,5.933419e-01,5.853743e-01,1.020919e+00,1.007205e+00
5.850000e-01,5.895700e-01,5.815246e-01,1.012250e+00,9.984310e-01
5.900000e-01,5.857882e-01,5.776646e-01,1.003570e+00,9.896478e-01
5.950000e-01,5.819962e-01,5.737942e-01,9.948806e-01,9.808548e-01
6.000000e-01,5.781937e-01,5.699130e-01,9.861805e-01,9.720516e-01
6.050000e-01,5.743804e-01,5.660207e-01,9.774695e-01,9.632379e-01
6.100000e-01,5.705561e-01,5.621171e-01,9.687474e-01,9.544135e-01
6.150000e-01,5.667204e-01,5.582017e-01,9.600137e-01,9.455779e-01
6.200000e-01,5.628730e-01,5.542743e-01,9.512681e-01,9.367308e-01
6.250000e-01,5.590136e-01,5.503346e-01,9.425103e-01,9.278718e-01
6.300000e-01,5.551418e-01,5.463821e-01,9.337398e-01,9.190006e-01
6.350000e-01,5.512572e-01,5.424166e-01,9.249562e-01,9.101168e-01
6.400000e-01,5.473596e-01,5.384375e-01,9.161591e-01,9.012199e-01
6.450000e-01,5.434484e-01,5.344446e-01,9.073481e-01,8.923095e-01
6.500000e-01,5.395234e-01,5.304374e-01,8.985228e-01,8.833851e-01
6.550000e-01,5.355840e-01,5.264155e-01,8.896826e-01,8.744464e-01
6.600000e-01,5.316299e-01,5.223784e-01,8.808270e-01,8.654928e-01
6.650000e-01,5.276606e-01,5.183257e-01,8.719556e-01,8.565238e-01
6.700000e-01,5.236756e-01,5.142570e-01,8.630678e-01,8.475389e-01
6.750000e-01,5.196744e-01,5.101715e-01,8.541631e-01,8.385376e-01
6.800000e-01,5.156565e-01,5.060690e-01,8.452409e-01,8.295193e-01
6.850000e-01,5.116214e-01,5.019488e-01,8.363006e-01,8.204833e-01
6.900000e-01,5.075685e-01,4.978103e-01,8.273415e-01,8.114292e-01
6.950000e-01,5.034973e-01,4.936530e-01,8.183631e-01,8.023562e-01
7.000000e-01,4.994071e-01,4.894762e-01,8.093646e-01,7.932636e-01
7.050000e-01,4.952973e-01,4.852793e-01,8.003453e-01,7.841508e-01
7.100000e-01,4.911672e-01,4.810616e-01,7.913045e-01,7.750171e-01
7.150000e-01,4.870161e-01,4.768224e-01,7.822414e-01,7.658616e-01
7.200000e-01,4.828433e-01,4.725609e-01,7.731551e-01,7.566835e-01
7.250000e-01,4.786481e-01,4.682763e-01,7.640449e-01,7.474821e-01
7.300000e-01,4.744296e-01,4.639679e-01,7.549098e-01,7.382564e-01
7.350000e-01,4.701869e-01,4.596348e-01,7.457489e-01,7.290054e-01
7.400000e-01,4.659193e-01,4.552760e-01,7.365611e-01,7.197283e-01
7.450000e-01,4.616257e-01,4.508906e-01,7.273455e-01,7.104240e-01
7.500000e-01,4.573052e-01,4.464776e-01,7.181009e-01,7.010913e-01
7.550000e-01,4.529567e-01,4.420360e-01,7.088262e-01,6.917292e-01
7.600000e-01,4.485791e-01,4.375645e-01,6.995202e-01,6.823365e-01
7.650000e-01,4.441714e-01,4.330621e-01,6.901815e-01,6.729119e-01
7.700000e-01,4.397322e-01,4.285275e-01,6.808089e-01,6.634539e-01
7.750000e-01,4.352602e-01,4.239593e-01,6.714008e-01,6.539614e-01
7.800000e-01,4.307541e-01,4.193562e-01,6.619558e-01,6.444326e-01
7.850000e-01,4.262125e-01,4.147167e-01,6.524722e-01,6.348660e-01
7.900000e-01,4.216337e-01,4.100392e-01,6.429483e-01,6.252600e-01
7.950000e-01,4.170162e-01,4.053219e-01,6.333823e-01,6.156126e-01
8.000000e-01,4.123582e-01,4.005632e-01,6.237723e-01,6.059221e-01
8.050000e-01,4.076577e-01,3.957611e-01,6.141161e-01,5.961864e-01
8.100000e-01,4.029129e-01,3.909135e-01,6.044116e-01,5.864032e-01
8.150000e-01,3.981215e-01,3.860183e-01,5.946565e-01,5.765702e-01
8.200000e-01,3.932814e-01,3.810731e-01,5.848481e-01,5.666850e-01
8.250000e-01,3.883899e-01,3.760755e-01,5.749838e-01,5.567449e-01
8.300000e-01,3.834444e-01,3.710226e-01,5.650606e-01,5.467469e-01
8.350000e-01,3.784422e-01,3.659117e-01,5.550754e-01,5.366880e-01
8.400000e-01,3.733800e-01,3.607394e-01,5.450249e-01,5.265647e-01
8.450000e-01,3.682546e-01,3.555025e-01,5.349053e-01,5.163736e-01
8.500000e-01,3.630623e-01,3.501972e-01,5.247127e-01,5.061106e-01
8.550000e-01,3.577992e-01,3.448194e-01,5.144427e-01,4.957715e-01
8.600000e-01,3.524609e-01,3.393648e-01,5.040907e-01,4.853516e-01
8.650000e-01,3.470427e-01,3.338285e-01,4.936514e-01,4.748458e-01
8.700000e-01,3.415395e-01,3.282053e-01,4.831193e-01,4.642485e-01
8.750000e-01,3.359455e-01,3.224893e-01,4.724882e-01,4.535536e-01
8.800000e-01,3.302544e-01,3.166741e-01,4.617511e-01,4.427543e-01
8.850000e-01,3.244591e-01,3.107525e-01,4.509005e-01,4.318430e-01
8.900000e-01,3.185520e-01,3.047166e-01,4.399279e-01,4.208115e-01
8.950000e-01,3.125242e-01,2.985575e-01,4.288240e-01,4.096502e-01
9.000000e-01,3.063659e-01,2.922651e-01,4.175780e-01,3.983488e-01
9.050000e-01,3.000659e-01,2.858281e-01,4.061779e-01,3.868953e-01
9.100000e-01,2.936117e-01,2.792335e-01,3.946102e-01,3.752762e-01
9.150000e-01,2.869886e-01,2.724666e-01,3.828593e-01,3.634760e-01
9.200000e-01,2.801799e-01,2.655103e-01,3.709071e-01,3.514770e-01
9.250000e-01,2.731661e-01,2.583446e-01,3.587327e-01,3.392582e-01
9.300000e-01,2.659242e-01,2.509463e-01,3.463116e-01,3.267955e-01
9.350000e-01,2.584270e-01,2.432875e-01,3.336147e-01,3.140599e-01
9.400000e-01,2.506416e-01,2.353348e-01,3.206068e-01,3.010165e-01
9.450000e-01,2.425279e-01,2.270474e-01,3.072454e-01,2.876232e-01
9.500000e-01,2.340363e-01,2.183747e-01,2.934776e-01,2.738272e-01
9.550000e-01,2.251037e-01,2.092525e-01,2.792362e-01,2.595620e-01
9.600000e-01,2.156483e-01,1.995977e-01,2.644343e-01,2.447413e-01
9.650000e-01,2.055605e-01,1.892987e-01,2.489558e-01,2.292495e-01
9.700000e-01,1.946881e-01,1.782006e-01,2.326390e-01,2.129259e-01
9.750000e-01,1.828081e-01,1.660768e-01,2.152478e-01,1.955356e-01
9.800000e-01,1.695715e-01,1.525723e-01,1.964124e-01,1.767103e-01
9.801000e-01,1.692894e-01,1.522845e-01,1.960172e-01,1.763155e-01
9.802000e-01,1.690066e-01,1.519960e-01,1.956213e-01,1.759199e-01
9.803000e-01,1.687230e-01,1.517067e-01,1.952245e-01,1.755234e-01
9.804000e-01,1.684386e-01,1.514166e-01,1.948269e-01,1.751261e-01
9.805000e-01,1.681534e-01,1.511257e-01,1.944284e-01,1.747280e-01
9.806000e-01,1.678674e-01,1.508340e-01,1.940291e-01,1.743290e-01
9.807000e-01,1.675806e-01,1.505415e-01,1.936289e-01,1.739292e-01
9.808000e-01,1.672930e-01,1.502481e-01,1.932279e-01,1.735285e-01
9.809000e-01,1.670046e-01,1.499539e-01,1.928260e-01,1.731269e-01
9.810000e-01,1.667153e-01,1.496588e-01,1.924232e-01,1.727245e-01
9.811000e-01,1.664252e-01,1.493630e-01,1.920196e-01,1.723212e-01
9.812000e-01,1.661343e-01,1.490662e-01,1.916150e-01,1.719170e-01
9.813000e-01,1.658425e-01,1.487686e-01,1.912096e-01,1.715119e-01
9.814000e-01,1.655499e-01,1.484701e-01,1.908032e-01,1.711059e-01
9.815000e-01,1.652564e-01,1.481708e-01,1.903959e-01,1.706990e-01
9.816000e-01,1.649620e-01,1.478705e-01,1.899877e-01,1.702912e-01
9.817000e-01,1.646668e-01,1.475694e-01,1.895786e-01,1.698825e-01
9.818000e-01,1.643706e-01,1.472674e-01,1.891685e-01,1.694728e-01
9.819000e-01,1.640736e-01,1.469644e-01,1.887575e-01,1.690622e-01
9.820000e-01,1.637757e-01,1.466606e-01,1.883455e-01,1.686506e-01
9.821000e-01,1.634769e-01,1.463558e-01,1.879326e-01,1.682380e-01
9.822000e-01,1.631771e-01,1.460501e-01,1.875187e-01,1.678245e-01
9.823000e-01,1.628764e-01,1.457434e-01,1.871038e-01,1.674101e-01
9.824000e-01,1.625748e-01,1.454358e-01,1.866879e-01,1.669946e-01
9.825000e-01,1.622723e-01,1.451272e-01,1.862710e-01,1.665781e-01
9.826000e-01,1.619688e-01,1.448177e-01,1.858531e-01,1.661606e-01
9.827000e-01,1.616643e-01,1.445072e-01,1.854342e-01,1.657422e-01
9.828000e-01,1.613589e-01,1.441957e-01,1.850142e-01,1.653226e-01
9.829000e-01,1.610525e-01,1.438832e-01,1.845932e-01,1.649021e-01
9.830000e-01,1.607450e-01,1.435697e-01,1.841712e-01,1.644805e-01
9.831000e-01,1.604366e-01,1.432552e-01,1.837481e-01,1.640579e-01
9.832000e-01,1.601272e-01,1.429396e-01,1.833239e-01,1.636341e-01
9.833000e-01,1.598168e-01,1.426230e-01,1.828987e-01,1.632094e-01
9.834000e-01,1.595054e-01,1.423054e-01,1.824723e-01,1.627835e-01
9.835000e-01,1.591929e-01,1.419867e-01,1.820449e-01,1.623565e-01
9.836000e-01,1.588793e-01,1.416670e-01,1.816163e-01,1.619285e-01
9.837000e-01,1.585647e-01,1.413462e-01,1.811867e-01,1.614993e-01
9.838000e-01,1.582491e-01,1.410243e-01,1.807559e-01,1.610690e-01
9.839000e-01,1.579323e-01,1.407013e-01,1.803239e-01,1.606375e-01
9.840000e-01,1.576145e-01,1.403772e-01,1.798908e-01,1.602049e-01
9.841000e-01,1.572956e-01,1.400519e-01,1.794565e-01,1.597711e-01
9.842000e-01,1.569755e-01,1.397256e-01,1.790211e-01,1.593362e-01
9.843000e-01,1.566543e-01,1.393980e-01,1.785844e-01,1.589001e-01
9.844000e-01,1.563320e-01,1.390694e-01,1.781466e-01,1.584628e-01
9.845000e-01,1.560086e-01,1.387396e-01,1.777075e-01,1.580242e-01
9.846000e-01,1.556840e-01,1.384085e-01,1.772672e-01,1.575845e-01
9.847000e-01,1.553582e-01,1.380763e-01,1.768257e-01,1.571435e-01
9.848000e-01,1.550312e-01,1.377429e-01,1.763829e-01,1.567012e-01
9.849000e-01,1.547030e-01,1.374083e-01,1.759388e-01,1.562577e-01
9.850000e-01,1.543736e-01,1.370725e-01,1.754935e-01,1.558129e-01
9.851000e-01,1.540430e-01,1.367354e-01,1.750468e-01,1.553668e-01
9.852000e-01,1.537112e-01,1.363970e-01,1.745989e-01,1.549194e-01
9.853000e-01,1.533781e-01,1.360574e-01,1.741496e-01,1.544707e-01
9.854000e-01,1.530438e-01,1.357165e-01,1.736990e-01,1.540207e-01
9.855000e-01,1.527081e-01,1.353742e-01,1.732470e-01,1.535693e-01
9.856000e-01,1.523712e-01,1.350307e-01,1.727936e-01,1.531165e-01
9.857000e-01,1.520330e-01,1.346859e-01,1.723389e-01,1.526624e-01
9.858000e-01,1.516934e-01,1.343397e-01,1.718828e-01,1.522069e-01
9.859000e-01,1.513525e-01,1.339921e-01,1.714252e-01,1.517499e-01
9.860000e-01,1.510103e-01,1.336431e-01,1.709662e-01,1.512916e-01
9.861000e-01,1.506667e-01,1.332928e-01,1.705058e-01,1.508318e-01
9.862000e-01,1.503217e-01,1.329411e-01,1.700439e-01,1.503705e-01
9.863000e-01,1.499753e-01,1.325879e-01,1.695805e-01,1.499077e-01
9.864000e-01,1.496274e-01,1.322333e-01,1.691156e-01,1.494435e-01
9.865000e-01,1.492782e-01,1.318772e-01,1.686492e-01,1.489777e-01
9.866000e-01,1.489275e-01,1.315197e-01,1.681813e-01,1.485104e-01
9.867000e-01,1.485753e-01,1.311606e-01,1.677118e-01,1.480416e-01
9.868000e-01,1.482216e-01,1.308001e-01,1.672407e-01,1.475711e-01
9.869000e-01,1.478665e-01,1.304380e-01,1.667680e-01,1.470991e-01
9.870000e-01,1.475098e-01,1.300744e-01,1.662937e-01,1.466255e-01
9.871000e-01,1.471515e-01,1.297091e-01,1.658178e-01,1.461503e-01
9.872000e-01,1.467917e-01,1.293423e-01,1.653402e-01,1.456734e-01
9.873000e-01,1.464303e-01,1.289739e-01,1.648610e-01,1.451948e-01
9.874000e-01,1.460673e-01,1.286039e-01,1.643800e-01,1.447145e-01
9.875000e-01,1.457027e-01,1.282322e-01,1.638973e-01,1.442325e-01
9.876000e-01,1.453364e-01,1.278588e-01,1.634129e-01,1.437488e-01
9.877000e-01,1.449685e-01,1.274837e-01,1.629267e-01,1.432633e-01
9.878000e-01,1.445988e-01,1.271069e-01,1.624387e-01,1.427761e-01
9.879000e-01,1.442275e-01,1.267284e-01,1.619489e-01,1.422870e-01
9.880000e-01,1.438544e-01,1.263481e-01,1.614573e-01,1.417961e-01
9.881000e-01,1.434796e-01,1.259660e-01,1.609638e-01,1.413033e-01
9.882000e-01,1.431029e-01,1.255821e-01,1.604684e-01,1.408087e-01
9.883000e-01,1.427245e-01,1.251963e-01,1.599711e-01,1.403121e-01
9.884000e-01,1.423442e-01,1.248087e-01,1.594718e-01,1.398136e-01
9.885000e-01,1.419621e-01,1.244192e-01,1.589706e-01,1.393132e-01
9.886000e-01,1.415780e-01,1.240277e-01,1.584674e-01,1.388107e-01
9.887000e-01,1.411921e-01,1.236343e-01,1.579621e-01,1.383063e-01
9.888000e-01,1.408042e-01,1.232390e-01,1.574548e-01,1.377997e-01
9.889000e-01,1.404143e-01,1.228416e-01,1.569454e-01,1.372911e-01
9.890000e-01,1.400224e-01,1.224422e-01,1.564339e-01,1.367804e-01
9.891000e-01,1.396285e-01,1.220407e-01,1.559203e-01,1.362676e-01
9.892000e-01,1.392326e-01,1.216371e-01,1.554045e-01,1.357525e-01
9.893000e-01,1.388345e-01,1.212314e-01,1.548864e-01,1.352353e-01
9.894000e-01,1.384343e-01,1.208236e-01,1.543661e-01,1.347158e-01
9.895000e-01,1.380320e-01,1.204135e-01,1.538435e-01,1.341941e-01
9.896000e-01,1.376275e-01,1.200012e-01,1.533186e-01,1.336700e-01
9.897000e-01,1.372207e-01,1.195867e-01,1.527914e-01,1.331436e-01
9.898000e-01,1.368117e-01,1.191698e-01,1.522618e-01,1.326148e-01
9.899000e-01,1.364003e-01,1.187506e-01,1.517297e-01,1.320835e-01
9.900000e-01,1.359867e-01,1.183290e-01,1.511951e-01,1.315499e-01
9.901000e-01,1.355706e-01,1.179050e-01,1.506581e-01,1.310137e-01
9.902000e-01,1.351522e-01,1.174786e-01,1.501185e-01,1.304749e-01
9.903000e-01,1.347313e-01,1.170496e-01,1.495763e-01,1.299336e-01
9.904000e-01,1.343078e-01,1.166181e-01,1.490314e-01,1.293896e-01
9.905000e-01,1.338819e-01,1.161841e-01,1.484839e-01,1.288429e-01
9.906000e-01,1.334533e-01,1.157473e-01,1.479337e-01,1.282936e-01
9.907000e-01,1.330222e-01,1.153080e-01,1.473806e-01,1.277414e-01
9.908000e-01,1.325883e-01,1.148658e-01,1.468248e-01,1.271864e-01
9.909000e-01,1.321517e-01,1.144210e-01,1.462660e-01,1.266286e-01
9.910000e-01,1.317124e-01,1.139733e-01,1.457043e-01,1.260678e-01
9.911000e-01,1.312702e-01,1.135227e-01,1.451397e-01,1.255041e-01
9.912000e-01,1.308251e-01,1.130692e-01,1.445720e-01,1.249373e-01
9.913000e-01,1.303771e-01,1.126127e-01,1.440012e-01,1.243674e-01
9.914000e-01,1.299261e-01,1.121531e-01,1.434272e-01,1.237944e-01
9.915000e-01,1.294721e-01,1.116905e-01,1.428501e-01,1.232181e-01
9.916000e-01,1.290149e-01,1.112247e-01,1.422696e-01,1.226386e-01
9.917000e-01,1.285546e-01,1.107556e-01,1.416858e-01,1.220557e-01
9.918000e-01,1.280911e-01,1.102833e-01,1.410986e-01,1.214695e-01
9.919000e-01,1.276242e-01,1.098076e-01,1.405080e-01,1.208797e-01
9.920000e-01,1.271540e-01,1.093286e-01,1.399137e-01,1.202864e-01
9.921000e-01,1.266803e-01,1.088460e-01,1.393159e-01,1.196895e-01
9.922000e-01,1.262032e-01,1.083598e-01,1.387144e-01,1.190889e-01
9.923000e-01,1.257224e-01,1.078700e-01,1.381090e-01,1.184846e-01
9.924000e-01,1.252380e-01,1.073765e-01,1.374998e-01,1.178763e-01
9.925000e-01,1.247499e-01,1.068791e-01,1.368867e-01,1.172641e-01
9.926000e-01,1.242579e-01,1.063779e-01,1.362696e-01,1.166479e-01
9.927000e-01,1.237621e-01,1.058727e-01,1.356483e-01,1.160276e-01
9.928000e-01,1.232622e-01,1.053634e-01,1.350228e-01,1.154031e-01
9.929000e-01,1.227582e-01,1.048500e-01,1.343930e-01,1.147742e-01
9.930000e-01,1.222501e-01,1.043323e-01,1.337588e-01,1.141410e-01
9.931000e-01,1.217376e-01,1.038102e-01,1.331201e-01,1.135032e-01
9.932000e-01,1.212208e-01,1.032837e-01,1.324767e-01,1.128608e-01
9.933000e-01,1.206995e-01,1.027526e-01,1.318287e-01,1.122137e-01
9.934000e-01,1.201735e-01,1.022168e-01,1.311757e-01,1.115617e-01
9.935000e-01,1.196428e-01,1.016762e-01,1.305178e-01,1.109047e-01
9.936000e-01,1.191073e-01,1.011306e-01,1.298548e-01,1.102426e-01
9.937000e-01,1.185668e-01,1.005800e-01,1.291865e-01,1.095753e-01
9.938000e-01,1.180212e-01,1.000242e-01,1.285129e-01,1.089026e-01
9.939000e-01,1.174704e-01,9.946302e-02,1.278337e-01,1.082243e-01
9.940000e-01,1.169141e-01,9.889636e-02,1.271489e-01,1.075404e-01
9.941000e-01,1.163523e-01,9.832406e-02,1.264582e-01,1.068506e-01
9.942000e-01,1.157848e-01,9.774596e-02,1.257615e-01,1.061549e-01
9.943000e-01,1.152115e-01,9.716188e-02,1.250587e-01,1.054529e-01
9.944000e-01,1.146320e-01,9.657166e-02,1.243495e-01,1.047446e-01
9.945000e-01,1.140464e-01,9.597509e-02,1.236338e-01,1.040298e-01
9.946000e-01,1.134544e-01,9.537200e-02,1.229113e-01,1.033081e-01
9.947000e-01,1.128557e-01,9.476217e-02,1.221819e-01,1.025796e-01
9.948000e-01,1.122503e-01,9.414539e-02,1.214453e-01,1.018438e-01
9.949000e-01,1.116378e-01,9.352144e-02,1.207013e-01,1.011006e-01
9.950000e-01,1.110180e-01,9.289007e-02,1.199497e-01,1.003497e-01
9.951000e-01,1.103907e-01,9.225103e-02,1.191902e-01,9.959093e-02
9.952000e-01,1.097556e-01,9.160406e-02,1.184225e-01,9.882394e-02
