rho,performance0,interval0,performance1,interval1
5.000000e-02,1.851091e+00,2.975693e-03,1.851556e+00,2.790791e-03
1.000000e-01,1.715379e+00,2.599965e-03,1.715972e+00,2.600851e-03
1.500000e-01,1.583397e+00,2.120338e-03,1.586822e+00,2.807017e-03
2.000000e-01,1.463751e+00,2.574612e-03,1.463137e+00,2.674659e-03
2.500000e-01,1.345338e+00,2.574741e-03,1.345536e+00,2.575632e-03
3.000000e-01,1.235080e+00,2.247473e-03,1.231528e+00,2.111782e-03
3.500000e-01,1.127689e+00,2.448736e-03,1.122731e+00,2.452408e-03
4.000000e-01,1.024552e+00,2.529553e-03,1.019422e+00,2.202427e-03
4.500000e-01,9.263572e-01,2.353592e-03,9.221487e-01,2.178549e-03
5.000000e-01,8.314202e-01,2.415639e-03,8.261249e-01,2.571859e-03
5.500000e-01,7.377731e-01,2.385726e-03,7.349468e-01,2.012255e-03
6.000000e-01,6.486709e-01,2.227667e-03,6.462449e-01,2.495125e-03
6.500000e-01,5.646676e-01,1.889063e-03,5.648740e-01,2.030569e-03
7.000000e-01,4.805379e-01,2.068911e-03,4.788183e-01,1.837382e-03
7.500000e-01,4.000947e-01,1.823863e-03,3.993688e-01,2.035855e-03
8.000000e-01,3.209117e-01,2.203643e-03,3.207555e-01,2.360914e-03
8.500000e-01,2.446859e-01,1.783757e-03,2.444223e-01,1.823247e-03
9.000000e-01,1.645632e-01,2.068424e-03,1.645413e-01,2.073597e-03
9.500000e-01,8.575564e-02,2.085282e-03,8.564501e-02,2.079594e-03
