rho,performance0,interval0,performance1,interval1
5.000000e-02,1.881207e+00,4.794016e-03,3.840867e+00,1.060079e-02
1.000000e-01,1.995157e+00,6.323151e-03,4.119553e+00,1.197579e-02
1.500000e-01,2.119270e+00,5.666538e-03,4.427688e+00,1.513424e-02
2.000000e-01,2.258672e+00,7.571363e-03,4.773340e+00,1.586123e-02
2.500000e-01,2.413988e+00,8.586373e-03,5.221075e+00,1.862573e-02
3.000000e-01,2.592754e+00,8.472806e-03,5.694384e+00,2.410203e-02
3.500000e-01,2.802886e+00,1.207043e-02,6.254508e+00,2.818043e-02
4.000000e-01,3.059089e+00,1.124678e-02,6.946122e+00,2.984972e-02
4.500000e-01,3.349214e+00,1.567418e-02,7.700445e+00,3.973205e-02
5.000000e-01,3.699918e+00,1.781069e-02,8.671443e+00,5.463792e-02
5.500000e-01,4.122492e+00,2.043548e-02,9.837013e+00,6.117204e-02
6.000000e-01,4.682798e+00,2.527769e-02,1.147582e+01,7.930534e-02
6.500000e-01,5.378566e+00,3.453327e-02,1.345483e+01,1.127358e-01
7.000000e-01,6.296486e+00,4.291179e-02,1.610121e+01,1.531677e-01
7.500000e-01,7.680929e+00,7.952469e-02,2.005862e+01,2.509730e-01
8.000000e-01,9.583815e+00,1.109183e-01,2.548248e+01,3.753390e-01
8.500000e-01,1.302881e+01,1.982784e-01,3.504249e+01,6.499778e-01
9.000000e-01,2.025609e+01,5.295212e-01,5.540844e+01,1.760309e+00
9.500000e-01,3.747708e+01,1.324457e+00,1.040369e+02,4.646659e+00
