rho,performance0,interval0,performance1,interval1
5.000000e-02,2.650872e+00,4.288461e-03,5.447006e+00,8.736416e-03
1.000000e-01,2.835388e+00,4.382403e-03,5.971069e+00,1.131382e-02
1.500000e-01,3.039029e+00,4.843260e-03,6.552850e+00,1.244776e-02
2.000000e-01,3.269353e+00,5.985148e-03,7.209496e+00,1.413744e-02
2.500000e-01,3.523936e+00,6.871373e-03,7.969413e+00,1.869101e-02
3.000000e-01,3.835811e+00,8.841520e-03,8.852087e+00,1.996802e-02
3.500000e-01,4.169496e+00,8.923914e-03,9.847086e+00,2.649487e-02
4.000000e-01,4.599133e+00,1.191052e-02,1.108486e+01,3.162374e-02
4.500000e-01,5.084300e+00,1.396513e-02,1.252387e+01,3.503162e-02
5.000000e-01,5.661287e+00,1.635575e-02,1.424281e+01,4.644548e-02
5.500000e-01,6.391440e+00,2.184049e-02,1.635655e+01,6.685390e-02
6.000000e-01,7.330251e+00,2.796921e-02,1.921846e+01,8.790512e-02
6.500000e-01,8.514110e+00,3.483724e-02,2.259280e+01,1.171918e-01
7.000000e-01,1.011602e+01,4.990771e-02,2.733153e+01,1.481040e-01
7.500000e-01,1.235929e+01,7.524383e-02,3.393706e+01,2.405169e-01
8.000000e-01,1.568505e+01,1.086652e-01,4.395195e+01,4.098618e-01
8.500000e-01,2.144194e+01,2.119097e-01,6.065019e+01,7.168721e-01
9.000000e-01,3.301243e+01,4.082805e-01,9.491122e+01,1.391064e+00
9.500000e-01,6.642637e+01,1.770707e+00,1.937916e+02,6.452405e+00
