rho,performance0,interval0,performance1,interval1
5.000000e-02,1.917256e+00,3.547391e-03,1.922662e+00,4.265057e-03
1.000000e-01,2.053466e+00,4.853143e-03,2.052981e+00,4.377947e-03
1.500000e-01,2.204187e+00,4.364158e-03,2.205368e+00,5.063310e-03
2.000000e-01,2.377945e+00,6.865763e-03,2.380711e+00,6.723277e-03
2.500000e-01,2.571148e+00,7.003261e-03,2.578278e+00,8.892900e-03
3.000000e-01,2.797204e+00,9.447313e-03,2.792479e+00,8.948818e-03
3.500000e-01,3.053129e+00,1.010345e-02,3.046667e+00,9.970035e-03
4.000000e-01,3.350148e+00,1.166858e-02,3.355056e+00,1.153649e-02
4.500000e-01,3.704286e+00,1.507093e-02,3.695975e+00,1.236246e-02
5.000000e-01,4.133464e+00,1.730512e-02,4.103183e+00,1.763400e-02
5.500000e-01,4.605128e+00,1.874003e-02,4.607469e+00,1.989426e-02
6.000000e-01,5.287459e+00,2.943166e-02,5.275112e+00,2.669441e-02
6.500000e-01,6.087181e+00,2.879697e-02,6.048131e+00,3.341777e-02
7.000000e-01,7.142325e+00,4.280337e-02,7.152694e+00,4.339501e-02
7.500000e-01,8.606301e+00,6.561246e-02,8.582104e+00,6.586749e-02
8.000000e-01,1.077864e+01,8.364587e-02,1.075835e+01,9.190037e-02
8.500000e-01,1.432830e+01,1.842443e-01,1.434566e+01,1.752853e-01
9.000000e-01,2.146057e+01,3.936406e-01,2.144581e+01,3.807439e-01
9.500000e-01,4.173293e+01,1.271972e+00,4.162286e+01,1.292920e+00
