rho,performance0,interval0,performance1,interval1
5.000000e-02,2.846242e+00,3.671016e-03,6.387490e+00,8.887689e-03
1.000000e-01,3.240466e+00,4.629798e-03,7.959427e+00,1.460893e-02
1.500000e-01,3.693783e+00,6.427224e-03,9.723357e+00,1.756888e-02
2.000000e-01,4.232502e+00,7.239139e-03,1.173746e+01,2.237681e-02
2.500000e-01,4.850858e+00,1.011654e-02,1.401570e+01,2.924030e-02
3.000000e-01,5.590418e+00,1.247935e-02,1.671589e+01,3.478008e-02
3.500000e-01,6.453339e+00,1.543601e-02,1.985081e+01,4.837711e-02
4.000000e-01,7.492652e+00,1.803922e-02,2.356848e+01,6.218926e-02
4.500000e-01,8.763016e+00,2.549955e-02,2.795995e+01,7.425595e-02
5.000000e-01,1.029791e+01,3.041092e-02,3.339756e+01,1.098133e-01
5.500000e-01,1.230031e+01,3.781399e-02,4.011122e+01,1.293546e-01
6.000000e-01,1.472581e+01,4.571620e-02,4.829127e+01,1.659551e-01
6.500000e-01,1.806368e+01,7.855189e-02,5.943763e+01,2.771710e-01
7.000000e-01,2.256893e+01,1.101707e-01,7.427155e+01,3.708531e-01
7.500000e-01,2.895581e+01,1.514047e-01,9.428090e+01,5.285633e-01
8.000000e-01,3.907377e+01,2.538658e-01,1.265948e+02,9.358889e-01
8.500000e-01,5.645014e+01,4.608815e-01,1.815986e+02,1.665362e+00
9.000000e-01,9.096350e+01,1.068910e+00,2.879211e+02,4.235183e+00
9.500000e-01,1.984504e+02,4.129517e+00,6.112518e+02,1.555885e+01
