rho,performance0,interval0,performance1,interval1
5.000000e-02,1.818408e+00,2.580786e-03,1.818290e+00,2.975720e-03
1.000000e-01,1.652760e+00,2.534001e-03,1.652065e+00,2.703971e-03
1.500000e-01,1.498950e+00,2.860645e-03,1.498916e+00,2.453166e-03
2.000000e-01,1.358112e+00,2.207416e-03,1.354884e+00,2.192033e-03
2.500000e-01,1.223071e+00,2.457768e-03,1.222942e+00,2.423760e-03
3.000000e-01,1.100488e+00,2.153073e-03,1.098978e+00,2.174157e-03
3.500000e-01,9.839720e-01,2.066344e-03,9.831592e-01,2.075175e-03
4.000000e-01,8.796509e-01,1.787217e-03,8.760454e-01,2.074005e-03
4.500000e-01,7.784583e-01,2.018157e-03,7.777271e-01,1.831115e-03
5.000000e-01,6.860456e-01,2.046766e-03,6.862183e-01,2.177254e-03
5.500000e-01,5.990835e-01,1.983792e-03,5.975470e-01,1.697612e-03
6.000000e-01,5.181675e-01,1.726557e-03,5.182327e-01,1.991070e-03
6.500000e-01,4.439869e-01,1.849960e-03,4.425466e-01,1.756963e-03
7.000000e-01,3.731796e-01,1.602604e-03,3.728751e-01,1.572083e-03
7.500000e-01,3.057801e-01,1.406096e-03,3.056036e-01,1.430529e-03
8.000000e-01,2.445200e-01,1.438045e-03,2.444037e-01,1.403194e-03
8.500000e-01,1.819413e-01,1.545751e-03,1.816926e-01,1.520132e-03
9.000000e-01,1.237169e-01,1.360776e-03,1.234070e-01,1.401081e-03
9.500000e-01,6.404300e-02,1.529807e-03,6.404147e-02,1.522726e-03
