rho,performance0,interval0,performance1,interval1
5.000000e-02,1.735235e+00,4.287134e-03,7.553562e-01,2.406897e-03
1.000000e-01,1.499043e+00,4.153149e-03,5.937259e-01,2.204580e-03
1.500000e-01,1.311920e+00,4.522549e-03,4.774643e-01,1.691020e-03
2.000000e-01,1.138591e+00,4.532325e-03,3.916484e-01,1.611166e-03
2.500000e-01,9.901108e-01,4.537757e-03,3.226666e-01,1.588812e-03
3.000000e-01,8.600312e-01,3.097711e-03,2.705014e-01,1.339088e-03
3.500000e-01,7.473538e-01,3.701279e-03,2.256917e-01,1.220223e-03
4.000000e-01,6.471815e-01,3.358230e-03,1.909816e-01,1.170194e-03
4.500000e-01,5.549521e-01,3.215390e-03,1.599326e-01,1.066723e-03
5.000000e-01,4.692286e-01,2.677551e-03,1.335521e-01,8.293564e-04
5.500000e-01,3.961709e-01,2.727059e-03,1.114700e-01,8.015409e-04
6.000000e-01,3.275154e-01,2.595407e-03,9.165194e-02,7.638356e-04
6.500000e-01,2.683065e-01,2.259243e-03,7.465211e-02,7.102864e-04
7.000000e-01,2.132053e-01,2.058706e-03,5.994122e-02,5.794890e-04
7.500000e-01,1.665902e-01,1.889977e-03,4.706619e-02,5.850209e-04
8.000000e-01,1.234569e-01,1.558773e-03,3.596405e-02,5.100718e-04
8.500000e-01,8.448494e-02,1.226215e-03,2.491213e-02,4.016158e-04
9.000000e-01,5.229933e-02,1.111052e-03,1.593276e-02,3.320822e-04
9.500000e-01,2.358053e-02,8.907627e-04,7.549185e-03,3.096769e-04
