rho,performance0,interval0,performance1,interval1
5.000000e-02,1.897973e+00,4.023561e-03,9.314218e-01,1.929973e-03
1.000000e-01,1.794568e+00,3.917961e-03,8.668401e-01,1.850203e-03
1.500000e-01,1.687740e+00,3.923112e-03,8.029649e-01,1.998823e-03
2.000000e-01,1.586341e+00,3.698937e-03,7.424995e-01,2.144483e-03
2.500000e-01,1.477290e+00,3.475374e-03,6.820451e-01,1.814477e-03
3.000000e-01,1.374030e+00,3.777111e-03,6.240492e-01,1.980171e-03
3.500000e-01,1.274646e+00,3.125339e-03,5.699860e-01,1.801040e-03
4.000000e-01,1.171051e+00,3.642149e-03,5.124358e-01,2.053165e-03
4.500000e-01,1.070369e+00,3.587403e-03,4.619768e-01,1.779489e-03
5.000000e-01,9.657329e-01,3.596991e-03,4.103711e-01,1.825488e-03
5.500000e-01,8.685379e-01,3.338345e-03,3.615106e-01,1.843125e-03
6.000000e-01,7.708064e-01,3.586633e-03,3.137955e-01,1.956668e-03
6.500000e-01,6.684201e-01,3.388359e-03,2.680235e-01,1.787784e-03
7.000000e-01,5.692514e-01,2.904695e-03,2.226667e-01,1.559335e-03
7.500000e-01,4.710502e-01,3.350058e-03,1.795351e-01,1.487528e-03
8.000000e-01,3.772488e-01,3.331533e-03,1.427106e-01,1.623690e-03
8.500000e-01,2.817455e-01,3.037206e-03,1.051456e-01,1.452777e-03
9.000000e-01,1.862168e-01,2.924657e-03,6.734784e-02,1.409846e-03
9.500000e-01,9.359885e-02,2.830184e-03,3.383052e-02,1.056765e-03
