rho,performance0,interval0,performance1,interval1
5.000000e-02,1.654667e+00,4.384994e-03,1.655599e+00,4.431004e-03
1.000000e-01,1.389447e+00,4.521608e-03,1.392650e+00,4.750618e-03
1.500000e-01,1.178049e+00,3.781638e-03,1.179798e+00,5.283951e-03
2.000000e-01,1.012346e+00,4.445895e-03,1.012279e+00,4.688893e-03
2.500000e-01,8.676361e-01,3.749607e-03,8.693217e-01,3.798563e-03
3.000000e-01,7.467996e-01,3.582840e-03,7.501097e-01,4.000416e-03
3.500000e-01,6.448853e-01,3.332974e-03,6.465296e-01,3.397704e-03
4.000000e-01,5.575222e-01,3.020854e-03,5.594193e-01,3.363583e-03
4.500000e-01,4.834729e-01,2.816337e-03,4.834688e-01,2.522037e-03
5.000000e-01,4.126461e-01,2.594540e-03,4.147808e-01,2.536317e-03
5.500000e-01,3.534537e-01,2.425329e-03,3.566580e-01,2.423333e-03
6.000000e-01,3.015489e-01,2.028441e-03,3.034801e-01,1.944204e-03
6.500000e-01,2.521755e-01,1.981464e-03,2.534898e-01,1.904814e-03
7.000000e-01,2.078505e-01,1.810830e-03,2.080290e-01,1.894612e-03
7.500000e-01,1.689516e-01,1.343480e-03,1.688009e-01,1.403387e-03
8.000000e-01,1.304736e-01,1.500377e-03,1.305242e-01,1.493319e-03
8.500000e-01,9.596732e-02,1.212543e-03,9.614145e-02,1.185526e-03
9.000000e-01,6.234877e-02,1.123425e-03,6.246829e-02,1.171215e-03
9.500000e-01,3.112810e-02,1.063191e-03,3.119669e-02,1.076274e-03
