rho,performance0,interval0,performance1,interval1
5.000000e-02,2.749801e+00,3.904235e-03,2.750026e+00,4.503923e-03
1.000000e-01,3.025427e+00,4.640943e-03,3.026723e+00,4.948348e-03
1.500000e-01,3.335982e+00,6.382924e-03,3.335975e+00,5.467237e-03
2.000000e-01,3.681833e+00,5.987995e-03,3.690602e+00,5.956708e-03
2.500000e-01,4.088496e+00,8.225117e-03,4.088916e+00,8.098768e-03
3.000000e-01,4.543886e+00,8.888222e-03,4.550136e+00,8.932343e-03
3.500000e-01,5.082023e+00,1.067314e-02,5.086230e+00,1.072732e-02
4.000000e-01,5.684676e+00,1.150868e-02,5.708292e+00,1.351934e-02
4.500000e-01,6.424063e+00,1.664440e-02,6.429915e+00,1.524539e-02
5.000000e-01,7.289824e+00,2.184367e-02,7.288201e+00,2.312019e-02
5.500000e-01,8.348432e+00,2.754523e-02,8.369291e+00,2.387845e-02
6.000000e-01,9.652154e+00,3.220803e-02,9.651852e+00,3.714847e-02
6.500000e-01,1.126665e+01,4.710646e-02,1.130285e+01,4.498188e-02
7.000000e-01,1.340478e+01,5.793455e-02,1.341554e+01,5.735820e-02
7.500000e-01,1.636051e+01,7.504536e-02,1.637037e+01,7.724015e-02
8.000000e-01,2.046636e+01,1.197300e-01,2.047563e+01,1.195364e-01
8.500000e-01,2.753263e+01,2.344828e-01,2.756848e+01,2.299018e-01
9.000000e-01,4.054036e+01,4.441714e-01,4.065056e+01,4.602588e-01
9.500000e-01,7.928758e+01,1.994189e+00,7.928174e+01,1.989852e+00
