rho,betak1,Li1,gammai1,Li2,gammai2,Li3,gammai3,Li4,gammai4,Li5,gammai5,Li6,gammai6,beta,eta,L,gamma
9.200000e-01,4.439119e-03,7.966264e+00,0.000000e+00,8.095772e+00,0.000000e+00,7.966264e+00,0.000000e+00,3.088346e+00,0.000000e+00,3.323675e+00,0.000000e+00,3.088346e+00,0.000000e+00,4.439119e-03,9.159160e-01,3.352867e+01,6.829350e-01
9.250000e-01,5.117162e-03,8.013647e+00,0.000000e+00,8.140147e+00,0.000000e+00,8.013647e+00,0.000000e+00,3.206321e+00,0.000000e+00,3.442972e+00,0.000000e+00,3.206321e+00,0.000000e+00,5.117162e-03,9.202666e-01,3.402306e+01,6.762081e-01
9.300000e-01,5.878348e-03,8.061515e+00,0.000000e+00,8.184974e+00,0.000000e+00,8.061515e+00,0.000000e+00,3.328437e+00,0.000000e+00,3.566117e+00,0.000000e+00,3.328437e+00,0.000000e+00,5.878348e-03,9.245331e-01,3.453100e+01,6.693502e-01
9.350000e-01,6.729154e-03,8.109819e+00,0.000000e+00,8.230208e+00,0.000000e+00,8.109819e+00,0.000000e+00,3.454557e+00,0.000000e+00,3.692963e+00,0.000000e+00,3.454557e+00,0.000000e+00,6.729154e-03,9.287082e-01,3.505192e+01,6.623804e-01
9.400000e-01,7.675941e-03,8.158498e+00,0.000000e+00,8.275793e+00,0.000000e+00,8.158498e+00,0.000000e+00,3.584504e+00,0.000000e+00,3.823320e+00,0.000000e+00,3.584504e+00,0.000000e+00,7.675941e-03,9.327846e-01,3.558512e+01,6.553194e-01
9.450000e-01,8.724845e-03,8.207484e+00,0.000000e+00,8.321664e+00,0.000000e+00,8.207484e+00,0.000000e+00,3.718054e+00,0.000000e+00,3.956955e+00,0.000000e+00,3.718054e+00,0.000000e+00,8.724845e-03,9.367550e-01,3.612969e+01,6.481892e-01
9.500000e-01,9.881665e-03,8.256696e+00,0.000000e+00,8.367747e+00,0.000000e+00,8.256696e+00,0.000000e+00,3.854940e+00,0.000000e+00,4.093596e+00,0.000000e+00,3.854940e+00,0.000000e+00,9.881665e-03,9.406124e-01,3.668462e+01,6.410129e-01
9.550000e-01,1.115175e-02,8.306047e+00,0.000000e+00,8.413959e+00,0.000000e+00,8.306047e+00,0.000000e+00,3.994855e+00,0.000000e+00,4.232930e+00,0.000000e+00,3.994855e+00,0.000000e+00,1.115175e-02,9.443501e-01,3.724869e+01,6.338143e-01
9.600000e-01,1.253987e-02,8.355440e+00,0.000000e+00,8.460209e+00,0.000000e+00,8.355440e+00,0.000000e+00,4.137448e+00,0.000000e+00,4.374608e+00,0.000000e+00,4.137448e+00,0.000000e+00,1.253987e-02,9.479617e-01,3.782059e+01,6.266174e-01
9.650000e-01,1.405015e-02,8.404771e+00,0.000000e+00,8.506401e+00,0.000000e+00,8.404771e+00,0.000000e+00,4.282335e+00,0.000000e+00,4.518246e+00,0.000000e+00,4.282335e+00,0.000000e+00,1.405015e-02,9.514416e-01,3.839886e+01,6.194465e-01
9.700000e-01,1.568592e-02,8.453931e+00,0.000000e+00,8.552432e+00,0.000000e+00,8.453931e+00,0.000000e+00,4.429099e+00,0.000000e+00,4.663435e+00,0.000000e+00,4.429099e+00,0.000000e+00,1.568592e-02,9.547847e-01,3.898193e+01,6.123252e-01
9.750000e-01,1.744968e-02,8.502808e+00,0.000000e+00,8.598198e+00,0.000000e+00,8.502808e+00,0.000000e+00,4.577297e+00,0.000000e+00,4.809738e+00,0.000000e+00,4.577297e+00,0.000000e+00,1.744968e-02,9.579866e-01,3.956815e+01,6.052764e-01
9.800000e-01,1.934300e-02,8.551286e+00,0.000000e+00,8.643591e+00,0.000000e+00,8.551286e+00,0.000000e+00,4.726468e+00,0.000000e+00,4.956707e+00,0.000000e+00,4.726468e+00,0.000000e+00,1.934300e-02,9.610439e-01,4.015581e+01,5.983219e-01
9.850000e-01,2.136653e-02,8.599252e+00,0.000000e+00,8.688503e+00,0.000000e+00,8.599252e+00,0.000000e+00,4.876138e+00,0.000000e+00,5.103881e+00,0.000000e+00,4.876138e+00,0.000000e+00,2.136653e-02,9.639540e-01,4.074316e+01,5.914820e-01
9.900000e-01,2.351990e-02,8.646592e+00,0.000000e+00,8.732829e+00,0.000000e+00,8.646592e+00,0.000000e+00,5.025826e+00,0.000000e+00,5.250797e+00,0.000000e+00,5.025826e+00,0.000000e+00,2.351990e-02,9.667153e-01,4.132846e+01,5.847757e-01
9.950000e-01,2.580181e-02,8.693198e+00,0.000000e+00,8.776467e+00,0.000000e+00,8.693198e+00,0.000000e+00,5.175058e+00,0.000000e+00,5.396997e+00,0.000000e+00,5.175058e+00,0.000000e+00,2.580181e-02,9.693272e-01,4.190998e+01,5.782199e-01
1.000000e+00,2.821000e-02,8.738965e+00,0.000000e+00,8.819319e+00,0.000000e+00,8.738965e+00,0.000000e+00,5.323364e+00,0.000000e+00,5.542036e+00,0.000000e+00,5.323364e+00,0.000000e+00,2.821000e-02,9.717900e-01,4.248601e+01,5.718293e-01
1.005000e+00,3.074131e-02,8.783797e+00,0.000000e+00,8.861296e+00,0.000000e+00,8.783797e+00,0.000000e+00,5.470295e+00,0.000000e+00,5.685486e+00,0.000000e+00,5.470295e+00,0.000000e+00,3.074131e-02,9.741050e-01,4.305497e+01,5.656171e-01
1.010000e+00,3.339175e-02,8.827605e+00,0.000000e+00,8.902314e+00,0.000000e+00,8.827605e+00,0.000000e+00,5.615424e+00,0.000000e+00,5.826941e+00,0.000000e+00,5.615424e+00,0.000000e+00,3.339175e-02,9.762743e-01,4.361531e+01,5.595938e-01
1.015000e+00,3.615658e-02,8.870310e+00,0.000000e+00,8.942298e+00,0.000000e+00,8.870310e+00,0.000000e+00,5.758352e+00,0.000000e+00,5.966029e+00,0.000000e+00,5.758352e+00,0.000000e+00,3.615658e-02,9.783011e-01,4.416565e+01,5.537681e-01
1.020000e+00,3.903041e-02,8.911842e+00,0.000000e+00,8.981185e+00,0.000000e+00,8.911842e+00,0.000000e+00,5.898711e+00,0.000000e+00,6.102406e+00,0.000000e+00,5.898711e+00,0.000000e+00,3.903041e-02,9.801890e-01,4.470470e+01,5.481465e-01
1.025000e+00,4.200728e-02,8.952144e+00,0.000000e+00,9.018920e+00,0.000000e+00,8.952144e+00,0.000000e+00,6.036173e+00,0.000000e+00,6.235767e+00,0.000000e+00,6.036173e+00,0.000000e+00,4.200728e-02,9.819425e-01,4.523132e+01,5.427337e-01
1.030000e+00,4.508082e-02,8.991168e+00,0.000000e+00,9.055458e+00,0.000000e+00,8.991168e+00,0.000000e+00,6.170447e+00,0.000000e+00,6.365846e+00,0.000000e+00,6.170447e+00,0.000000e+00,4.508082e-02,9.835668e-01,4.574453e+01,5.375324e-01
1.035000e+00,4.824430e-02,9.028878e+00,0.000000e+00,9.090765e+00,0.000000e+00,9.028878e+00,0.000000e+00,6.301282e+00,0.000000e+00,6.492416e+00,0.000000e+00,6.301282e+00,0.000000e+00,4.824430e-02,9.850671e-01,4.624350e+01,5.325436e-01
1.040000e+00,5.149078e-02,9.065247e+00,0.000000e+00,9.124817e+00,0.000000e+00,9.065247e+00,0.000000e+00,6.428468e+00,0.000000e+00,6.615288e+00,0.000000e+00,6.428468e+00,0.000000e+00,5.149078e-02,9.864496e-01,4.672753e+01,5.277668e-01
1.045000e+00,5.481318e-02,9.100260e+00,0.000000e+00,9.157600e+00,0.000000e+00,9.100260e+00,0.000000e+00,6.551837e+00,0.000000e+00,6.734315e+00,0.000000e+00,6.551837e+00,0.000000e+00,5.481318e-02,9.877202e-01,4.719611e+01,5.232000e-01
1.050000e+00,5.820441e-02,9.133912e+00,0.000000e+00,9.189107e+00,0.000000e+00,9.133912e+00,0.000000e+00,6.671258e+00,0.000000e+00,6.849386e+00,0.000000e+00,6.671258e+00,0.000000e+00,5.820441e-02,9.888854e-01,4.764883e+01,5.188403e-01
1.055000e+00,6.165744e-02,9.166206e+00,0.000000e+00,9.219343e+00,0.000000e+00,9.166206e+00,0.000000e+00,6.786639e+00,0.000000e+00,6.960425e+00,0.000000e+00,6.786639e+00,0.000000e+00,6.165744e-02,9.899514e-01,4.808546e+01,5.146834e-01
1.060000e+00,6.516537e-02,9.197153e+00,0.000000e+00,9.248318e+00,0.000000e+00,9.197153e+00,0.000000e+00,6.897921e+00,0.000000e+00,7.067393e+00,0.000000e+00,6.897921e+00,0.000000e+00,6.516537e-02,9.909247e-01,4.850586e+01,5.107243e-01
1.065000e+00,6.872147e-02,9.226770e+00,0.000000e+00,9.276049e+00,0.000000e+00,9.226770e+00,0.000000e+00,7.005079e+00,0.000000e+00,7.170276e+00,0.000000e+00,7.005079e+00,0.000000e+00,6.872147e-02,9.918116e-01,4.891002e+01,5.069573e-01
1.070000e+00,7.231931e-02,9.255084e+00,0.000000e+00,9.302558e+00,0.000000e+00,9.255084e+00,0.000000e+00,7.108116e+00,0.000000e+00,7.269092e+00,0.000000e+00,7.108116e+00,0.000000e+00,7.231931e-02,9.926183e-01,4.929805e+01,5.033761e-01
1.075000e+00,7.595272e-02,9.282124e+00,0.000000e+00,9.327875e+00,0.000000e+00,9.282124e+00,0.000000e+00,7.207061e+00,0.000000e+00,7.363881e+00,0.000000e+00,7.207061e+00,0.000000e+00,7.595272e-02,9.933508e-01,4.967013e+01,4.999740e-01
1.080000e+00,7.961586e-02,9.307924e+00,0.000000e+00,9.352031e+00,0.000000e+00,9.307924e+00,0.000000e+00,7.301967e+00,0.000000e+00,7.454705e+00,0.000000e+00,7.301967e+00,0.000000e+00,7.961586e-02,9.940149e-01,5.002652e+01,4.967440e-01
1.085000e+00,8.330324e-02,9.332522e+00,0.000000e+00,9.375062e+00,0.000000e+00,9.332522e+00,0.000000e+00,7.392903e+00,0.000000e+00,7.541642e+00,0.000000e+00,7.392903e+00,0.000000e+00,8.330324e-02,9.946160e-01,5.036756e+01,4.936789e-01
1.090000e+00,8.700973e-02,9.355960e+00,0.000000e+00,9.397006e+00,0.000000e+00,9.355960e+00,0.000000e+00,7.479959e+00,0.000000e+00,7.624788e+00,0.000000e+00,7.479959e+00,0.000000e+00,8.700973e-02,9.951594e-01,5.069363e+01,4.907714e-01
1.095000e+00,9.073056e-02,9.378281e+00,0.000000e+00,9.417904e+00,0.000000e+00,9.378281e+00,0.000000e+00,7.563235e+00,0.000000e+00,7.704249e+00,0.000000e+00,7.563235e+00,0.000000e+00,9.073056e-02,9.956500e-01,5.100518e+01,4.880141e-01
1.100000e+00,9.446134e-02,9.399528e+00,0.000000e+00,9.437797e+00,0.000000e+00,9.399528e+00,0.000000e+00,7.642843e+00,0.000000e+00,7.780140e+00,0.000000e+00,7.642843e+00,0.000000e+00,9.446134e-02,9.960925e-01,5.130268e+01,4.853999e-01
1.105000e+00,9.819801e-02,9.419747e+00,0.000000e+00,9.456728e+00,0.000000e+00,9.419747e+00,0.000000e+00,7.718903e+00,0.000000e+00,7.852586e+00,0.000000e+00,7.718903e+00,0.000000e+00,9.819801e-02,9.964912e-01,5.158662e+01,4.829214e-01
1.110000e+00,1.019369e-01,9.438984e+00,0.000000e+00,9.474739e+00,0.000000e+00,9.438984e+00,0.000000e+00,7.791542e+00,0.000000e+00,7.921715e+00,0.000000e+00,7.791542e+00,0.000000e+00,1.019369e-01,9.968501e-01,5.185751e+01,4.805717e-01
1.115000e+00,1.056746e-01,9.457283e+00,0.000000e+00,9.491872e+00,0.000000e+00,9.457283e+00,0.000000e+00,7.860891e+00,0.000000e+00,7.987659e+00,0.000000e+00,7.860891e+00,0.000000e+00,1.056746e-01,9.971728e-01,5.211588e+01,4.783441e-01
1.120000e+00,1.094081e-01,9.474690e+00,0.000000e+00,9.508169e+00,0.000000e+00,9.474690e+00,0.000000e+00,7.927081e+00,0.000000e+00,8.050551e+00,0.000000e+00,7.927081e+00,0.000000e+00,1.094081e-01,9.974629e-01,5.236226e+01,4.762318e-01
1.125000e+00,1.131347e-01,9.491248e+00,0.000000e+00,9.523672e+00,0.000000e+00,9.491248e+00,0.000000e+00,7.990248e+00,0.000000e+00,8.110524e+00,0.000000e+00,7.990248e+00,0.000000e+00,1.131347e-01,9.977234e-01,5.259719e+01,4.742285e-01
1.130000e+00,1.168519e-01,9.507001e+00,0.000000e+00,9.538421e+00,0.000000e+00,9.507001e+00,0.000000e+00,8.050523e+00,0.000000e+00,8.167712e+00,0.000000e+00,8.050523e+00,0.000000e+00,1.168519e-01,9.979573e-01,5.282118e+01,4.723282e-01
1.135000e+00,1.205576e-01,9.521990e+00,0.000000e+00,9.552455e+00,0.000000e+00,9.521990e+00,0.000000e+00,8.108040e+00,0.000000e+00,8.222245e+00,0.000000e+00,8.108040e+00,0.000000e+00,1.205576e-01,9.981672e-01,5.303476e+01,4.705250e-01
1.140000e+00,1.242497e-01,9.536255e+00,0.000000e+00,9.565811e+00,0.000000e+00,9.536255e+00,0.000000e+00,8.162928e+00,0.000000e+00,8.274250e+00,0.000000e+00,8.162928e+00,0.000000e+00,1.242497e-01,9.983554e-01,5.323843e+01,4.688133e-01
1.145000e+00,1.279265e-01,9.549836e+00,0.000000e+00,9.578526e+00,0.000000e+00,9.549836e+00,0.000000e+00,8.215313e+00,0.000000e+00,8.323853e+00,0.000000e+00,8.215313e+00,0.000000e+00,1.279265e-01,9.985241e-01,5.343267e+01,4.671880e-01
1.150000e+00,1.315866e-01,9.562768e+00,0.000000e+00,9.590635e+00,0.000000e+00,9.562768e+00,0.000000e+00,8.265318e+00,0.000000e+00,8.371174e+00,0.000000e+00,8.265318e+00,0.000000e+00,1.315866e-01,9.986754e-01,5.361798e+01,4.656439e-01
1.155000e+00,1.352286e-01,9.575089e+00,0.000000e+00,9.602170e+00,0.000000e+00,9.575089e+00,0.000000e+00,8.313063e+00,0.000000e+00,8.416329e+00,0.000000e+00,8.313063e+00,0.000000e+00,1.352286e-01,9.988109e-01,5.379480e+01,4.641763e-01
1.160000e+00,1.388514e-01,9.586831e+00,0.000000e+00,9.613163e+00,0.000000e+00,9.586831e+00,0.000000e+00,8.358662e+00,0.000000e+00,8.459431e+00,0.000000e+00,8.358662e+00,0.000000e+00,1.388514e-01,9.989324e-01,5.396358e+01,4.627808e-01
1.165000e+00,1.424539e-01,9.598026e+00,0.000000e+00,9.623645e+00,0.000000e+00,9.598026e+00,0.000000e+00,8.402225e+00,0.000000e+00,8.500588e+00,0.000000e+00,8.402225e+00,0.000000e+00,1.424539e-01,9.990412e-01,5.412473e+01,4.614532e-01
1.170000e+00,1.460353e-01,9.608705e+00,0.000000e+00,9.633644e+00,0.000000e+00,9.608705e+00,0.000000e+00,8.443857e+00,0.000000e+00,8.539900e+00,0.000000e+00,8.443857e+00,0.000000e+00,1.460353e-01,9.991387e-01,5.427867e+01,4.601894e-01
1.175000e+00,1.495948e-01,9.618898e+00,0.000000e+00,9.643187e+00,0.000000e+00,9.618898e+00,0.000000e+00,8.483660e+00,0.000000e+00,8.577467e+00,0.000000e+00,8.483660e+00,0.000000e+00,1.495948e-01,9.992261e-01,5.442577e+01,4.589857e-01
1.180000e+00,1.531319e-01,9.628630e+00,0.000000e+00,9.652299e+00,0.000000e+00,9.628630e+00,0.000000e+00,8.521729e+00,0.000000e+00,8.613382e+00,0.000000e+00,8.521729e+00,0.000000e+00,1.531319e-01,9.993044e-01,5.456640e+01,4.578387e-01
1.185000e+00,1.566460e-01,9.637929e+00,0.000000e+00,9.661005e+00,0.000000e+00,9.637929e+00,0.000000e+00,8.558156e+00,0.000000e+00,8.647732e+00,0.000000e+00,8.558156e+00,0.000000e+00,1.566460e-01,9.993745e-01,5.470091e+01,4.567449e-01
1.190000e+00,1.601367e-01,9.646817e+00,0.000000e+00,9.669327e+00,0.000000e+00,9.646817e+00,0.000000e+00,8.593027e+00,0.000000e+00,8.680601e+00,0.000000e+00,8.593027e+00,0.000000e+00,1.601367e-01,9.994373e-01,5.482962e+01,4.557014e-01
1.195000e+00,1.636036e-01,9.655319e+00,0.000000e+00,9.677286e+00,0.000000e+00,9.655319e+00,0.000000e+00,8.626425e+00,0.000000e+00,8.712070e+00,0.000000e+00,8.626425e+00,0.000000e+00,1.636036e-01,9.994937e-01,5.495284e+01,4.547052e-01
1.200000e+00,1.670465e-01,9.663455e+00,0.000000e+00,9.684904e+00,0.000000e+00,9.663455e+00,0.000000e+00,8.658427e+00,0.000000e+00,8.742212e+00,0.000000e+00,8.658427e+00,0.000000e+00,1.670465e-01,9.995442e-01,5.507088e+01,4.537535e-01
1.205000e+00,1.704652e-01,9.671245e+00,0.000000e+00,9.692198e+00,0.000000e+00,9.671245e+00,0.000000e+00,8.689107e+00,0.000000e+00,8.771099e+00,0.000000e+00,8.689107e+00,0.000000e+00,1.704652e-01,9.995895e-01,5.518400e+01,4.528439e-01
1.210000e+00,1.738594e-01,9.678710e+00,0.000000e+00,9.699187e+00,0.000000e+00,9.678710e+00,0.000000e+00,8.718534e+00,0.000000e+00,8.798797e+00,0.000000e+00,8.718534e+00,0.000000e+00,1.738594e-01,9.996301e-01,5.529247e+01,4.519739e-01
1.215000e+00,1.772292e-01,9.685866e+00,0.000000e+00,9.705887e+00,0.000000e+00,9.685866e+00,0.000000e+00,8.746774e+00,0.000000e+00,8.825370e+00,0.000000e+00,8.746774e+00,0.000000e+00,1.772292e-01,9.996666e-01,5.539654e+01,4.511413e-01
1.220000e+00,1.805744e-01,9.692731e+00,0.000000e+00,9.712314e+00,0.000000e+00,9.692731e+00,0.000000e+00,8.773889e+00,0.000000e+00,8.850876e+00,0.000000e+00,8.773889e+00,0.000000e+00,1.805744e-01,9.996993e-01,5.549643e+01,4.503440e-01
1.225000e+00,1.838950e-01,9.699319e+00,0.000000e+00,9.718483e+00,0.000000e+00,9.699319e+00,0.000000e+00,8.799938e+00,0.000000e+00,8.875373e+00,0.000000e+00,8.799938e+00,0.000000e+00,1.838950e-01,9.997287e-01,5.559237e+01,4.495800e-01
1.230000e+00,1.871910e-01,9.705647e+00,0.000000e+00,9.724407e+00,0.000000e+00,9.705647e+00,0.000000e+00,8.824976e+00,0.000000e+00,8.898912e+00,0.000000e+00,8.824976e+00,0.000000e+00,1.871910e-01,9.997550e-01,5.568457e+01,4.488475e-01
1.235000e+00,1.904626e-01,9.711728e+00,0.000000e+00,9.730100e+00,0.000000e+00,9.711728e+00,0.000000e+00,8.849054e+00,0.000000e+00,8.921544e+00,0.000000e+00,8.849054e+00,0.000000e+00,1.904626e-01,9.997787e-01,5.577321e+01,4.481447e-01
1.240000e+00,1.937096e-01,9.717574e+00,0.000000e+00,9.735574e+00,0.000000e+00,9.717574e+00,0.000000e+00,8.872222e+00,0.000000e+00,8.943315e+00,0.000000e+00,8.872222e+00,0.000000e+00,1.937096e-01,9.998000e-01,5.585848e+01,4.474701e-01
1.245000e+00,1.969324e-01,9.723199e+00,0.000000e+00,9.740840e+00,0.000000e+00,9.723199e+00,0.000000e+00,8.894525e+00,0.000000e+00,8.964268e+00,0.000000e+00,8.894525e+00,0.000000e+00,1.969324e-01,9.998192e-01,5.594056e+01,4.468222e-01
1.250000e+00,2.001309e-01,9.728613e+00,0.000000e+00,9.745910e+00,0.000000e+00,9.728613e+00,0.000000e+00,8.916008e+00,0.000000e+00,8.984447e+00,0.000000e+00,8.916008e+00,0.000000e+00,2.001309e-01,9.998364e-01,5.601960e+01,4.461994e-01
1.255000e+00,2.033052e-01,9.733828e+00,0.000000e+00,9.750792e+00,0.000000e+00,9.733828e+00,0.000000e+00,8.936710e+00,0.000000e+00,9.003889e+00,0.000000e+00,8.936710e+00,0.000000e+00,2.033052e-01,9.998519e-01,5.609576e+01,4.456005e-01
1.260000e+00,2.064556e-01,9.738853e+00,0.000000e+00,9.755497e+00,0.000000e+00,9.738853e+00,0.000000e+00,8.956671e+00,0.000000e+00,9.022631e+00,0.000000e+00,8.956671e+00,0.000000e+00,2.064556e-01,9.998659e-01,5.616918e+01,4.450243e-01
1.265000e+00,2.095822e-01,9.743698e+00,0.000000e+00,9.760033e+00,0.000000e+00,9.743698e+00,0.000000e+00,8.975927e+00,0.000000e+00,9.040708e+00,0.000000e+00,8.975927e+00,0.000000e+00,2.095822e-01,9.998785e-01,5.623999e+01,4.444695e-01
1.270000e+00,2.126852e-01,9.748373e+00,0.000000e+00,9.764410e+00,0.000000e+00,9.748373e+00,0.000000e+00,8.994513e+00,0.000000e+00,9.058153e+00,0.000000e+00,8.994513e+00,0.000000e+00,2.126852e-01,9.998898e-01,5.630833e+01,4.439351e-01
1.275000e+00,2.157647e-01,9.752884e+00,0.000000e+00,9.768634e+00,0.000000e+00,9.752884e+00,0.000000e+00,9.012459e+00,0.000000e+00,9.074995e+00,0.000000e+00,9.012459e+00,0.000000e+00,2.157647e-01,9.999000e-01,5.637432e+01,4.434200e-01
1.280000e+00,2.188209e-01,9.757241e+00,0.000000e+00,9.772713e+00,0.000000e+00,9.757241e+00,0.000000e+00,9.029798e+00,0.000000e+00,9.091264e+00,0.000000e+00,9.029798e+00,0.000000e+00,2.188209e-01,9.999093e-01,5.643806e+01,4.429233e-01
1.285000e+00,2.218540e-01,9.761451e+00,0.000000e+00,9.776655e+00,0.000000e+00,9.761451e+00,0.000000e+00,9.046556e+00,0.000000e+00,9.106988e+00,0.000000e+00,9.046556e+00,0.000000e+00,2.218540e-01,9.999176e-01,5.649966e+01,4.424441e-01
1.290000e+00,2.248643e-01,9.765521e+00,0.000000e+00,9.780465e+00,0.000000e+00,9.765521e+00,0.000000e+00,9.062763e+00,0.000000e+00,9.122191e+00,0.000000e+00,9.062763e+00,0.000000e+00,2.248643e-01,9.999251e-01,5.655922e+01,4.419814e-01
1.295000e+00,2.278518e-01,9.769457e+00,0.000000e+00,9.784151e+00,0.000000e+00,9.769457e+00,0.000000e+00,9.078442e+00,0.000000e+00,9.136898e+00,0.000000e+00,9.078442e+00,0.000000e+00,2.278518e-01,9.999319e-01,5.661685e+01,4.415346e-01
1.300000e+00,2.308169e-01,9.773266e+00,0.000000e+00,9.787717e+00,0.000000e+00,9.773266e+00,0.000000e+00,9.093619e+00,0.000000e+00,9.151131e+00,0.000000e+00,9.093619e+00,0.000000e+00,2.308169e-01,9.999380e-01,5.667262e+01,4.411028e-01
1.305000e+00,2.337597e-01,9.776953e+00,0.000000e+00,9.791169e+00,0.000000e+00,9.776953e+00,0.000000e+00,9.108315e+00,0.000000e+00,9.164913e+00,0.000000e+00,9.108315e+00,0.000000e+00,2.337597e-01,9.999436e-01,5.672662e+01,4.406853e-01
1.310000e+00,2.366805e-01,9.780525e+00,0.000000e+00,9.794513e+00,0.000000e+00,9.780525e+00,0.000000e+00,9.122553e+00,0.000000e+00,9.178264e+00,0.000000e+00,9.122553e+00,0.000000e+00,2.366805e-01,9.999486e-01,5.677893e+01,4.402815e-01
1.315000e+00,2.395793e-01,9.783985e+00,0.000000e+00,9.797753e+00,0.000000e+00,9.783985e+00,0.000000e+00,9.136353e+00,0.000000e+00,9.191202e+00,0.000000e+00,9.136353e+00,0.000000e+00,2.395793e-01,9.999532e-01,5.682963e+01,4.398908e-01
1.320000e+00,2.424566e-01,9.787340e+00,0.000000e+00,9.800894e+00,0.000000e+00,9.787340e+00,0.000000e+00,9.149733e+00,0.000000e+00,9.203746e+00,0.000000e+00,9.149733e+00,0.000000e+00,2.424566e-01,9.999573e-01,5.687879e+01,4.395124e-01
1.325000e+00,2.453124e-01,9.790594e+00,0.000000e+00,9.803940e+00,0.000000e+00,9.790594e+00,0.000000e+00,9.162713e+00,0.000000e+00,9.215913e+00,0.000000e+00,9.162713e+00,0.000000e+00,2.453124e-01,9.999610e-01,5.692647e+01,4.391459e-01
1.330000e+00,2.481471e-01,9.793750e+00,0.000000e+00,9.806895e+00,0.000000e+00,9.793750e+00,0.000000e+00,9.175308e+00,0.000000e+00,9.227720e+00,0.000000e+00,9.175308e+00,0.000000e+00,2.481471e-01,9.999644e-01,5.697273e+01,4.387908e-01
1.335000e+00,2.509607e-01,9.796814e+00,0.000000e+00,9.809764e+00,0.000000e+00,9.796814e+00,0.000000e+00,9.187536e+00,0.000000e+00,9.239181e+00,0.000000e+00,9.187536e+00,0.000000e+00,2.509607e-01,9.999675e-01,5.701765e+01,4.384465e-01
1.340000e+00,2.537535e-01,9.799790e+00,0.000000e+00,9.812550e+00,0.000000e+00,9.799790e+00,0.000000e+00,9.199412e+00,0.000000e+00,9.250312e+00,0.000000e+00,9.199412e+00,0.000000e+00,2.537535e-01,9.999703e-01,5.706126e+01,4.381126e-01
1.345000e+00,2.565258e-01,9.802680e+00,0.000000e+00,9.815256e+00,0.000000e+00,9.802680e+00,0.000000e+00,9.210950e+00,0.000000e+00,9.261125e+00,0.000000e+00,9.210950e+00,0.000000e+00,2.565258e-01,9.999728e-01,5.710364e+01,4.377886e-01
1.350000e+00,2.592777e-01,9.805489e+00,0.000000e+00,9.817886e+00,0.000000e+00,9.805489e+00,0.000000e+00,9.222165e+00,0.000000e+00,9.271634e+00,0.000000e+00,9.222165e+00,0.000000e+00,2.592777e-01,9.999751e-01,5.714483e+01,4.374740e-01
1.355000e+00,2.620094e-01,9.808219e+00,0.000000e+00,9.820442e+00,0.000000e+00,9.808219e+00,0.000000e+00,9.233068e+00,0.000000e+00,9.281852e+00,0.000000e+00,9.233068e+00,0.000000e+00,2.620094e-01,9.999772e-01,5.718487e+01,4.371686e-01
1.360000e+00,2.647212e-01,9.810875e+00,0.000000e+00,9.822929e+00,0.000000e+00,9.810875e+00,0.000000e+00,9.243674e+00,0.000000e+00,9.291789e+00,0.000000e+00,9.243674e+00,0.000000e+00,2.647212e-01,9.999791e-01,5.722382e+01,4.368719e-01
1.365000e+00,2.674133e-01,9.813459e+00,0.000000e+00,9.825348e+00,0.000000e+00,9.813459e+00,0.000000e+00,9.253993e+00,0.000000e+00,9.301458e+00,0.000000e+00,9.253993e+00,0.000000e+00,2.674133e-01,9.999809e-01,5.726171e+01,4.365836e-01
1.370000e+00,2.700858e-01,9.815973e+00,0.000000e+00,9.827702e+00,0.000000e+00,9.815973e+00,0.000000e+00,9.264037e+00,0.000000e+00,9.310868e+00,0.000000e+00,9.264037e+00,0.000000e+00,2.700858e-01,9.999824e-01,5.729859e+01,4.363032e-01
1.375000e+00,2.727390e-01,9.818421e+00,0.000000e+00,9.829994e+00,0.000000e+00,9.818421e+00,0.000000e+00,9.273817e+00,0.000000e+00,9.320031e+00,0.000000e+00,9.273817e+00,0.000000e+00,2.727390e-01,9.999839e-01,5.733450e+01,4.360306e-01
1.380000e+00,2.753730e-01,9.820805e+00,0.000000e+00,9.832226e+00,0.000000e+00,9.820805e+00,0.000000e+00,9.283342e+00,0.000000e+00,9.328954e+00,0.000000e+00,9.283342e+00,0.000000e+00,2.753730e-01,9.999852e-01,5.736947e+01,4.357654e-01
1.385000e+00,2.779882e-01,9.823128e+00,0.000000e+00,9.834401e+00,0.000000e+00,9.823128e+00,0.000000e+00,9.292622e+00,0.000000e+00,9.337648e+00,0.000000e+00,9.292622e+00,0.000000e+00,2.779882e-01,9.999864e-01,5.740355e+01,4.355072e-01
1.390000e+00,2.805845e-01,9.825392e+00,0.000000e+00,9.836520e+00,0.000000e+00,9.825392e+00,0.000000e+00,9.301667e+00,0.000000e+00,9.346121e+00,0.000000e+00,9.301667e+00,0.000000e+00,2.805845e-01,9.999875e-01,5.743676e+01,4.352559e-01
1.395000e+00,2.831624e-01,9.827598e+00,0.000000e+00,9.838586e+00,0.000000e+00,9.827598e+00,0.000000e+00,9.310485e+00,0.000000e+00,9.354381e+00,0.000000e+00,9.310485e+00,0.000000e+00,2.831624e-01,9.999885e-01,5.746913e+01,4.350111e-01
