rho,betak1,Li1,gammai1,Li2,gammai2,Li3,gammai3,Li4,gammai4,Li5,gammai5,Li6,gammai6,beta,eta,L,gamma
4.400000e-01,3.550623e-16,2.693042e+00,0.000000e+00,2.979319e+00,0.000000e+00,2.693042e+00,0.000000e+00,2.488297e-01,0.000000e+00,2.638015e-01,0.000000e+00,2.488297e-01,0.000000e+00,3.550623e-16,4.400000e-01,9.126864e+00,1.205233e+00
4.450000e-01,6.300008e-16,2.769755e+00,0.000000e+00,3.059777e+00,0.000000e+00,2.769755e+00,0.000000e+00,2.544970e-01,0.000000e+00,2.700764e-01,0.000000e+00,2.544970e-01,0.000000e+00,6.300008e-16,4.450000e-01,9.378358e+00,1.186242e+00
4.500000e-01,1.107565e-15,2.847103e+00,0.000000e+00,3.140612e+00,0.000000e+00,2.847103e+00,0.000000e+00,2.603033e-01,0.000000e+00,2.765136e-01,0.000000e+00,2.603033e-01,0.000000e+00,1.107565e-15,4.500000e-01,9.631939e+00,1.167989e+00
4.550000e-01,1.929607e-15,2.924992e+00,0.000000e+00,3.221725e+00,0.000000e+00,2.924992e+00,0.000000e+00,2.662513e-01,0.000000e+00,2.831169e-01,0.000000e+00,2.662513e-01,0.000000e+00,1.929607e-15,4.550000e-01,9.887328e+00,1.150463e+00
4.600000e-01,3.332095e-15,3.003326e+00,0.000000e+00,3.303016e+00,0.000000e+00,3.003326e+00,0.000000e+00,2.723442e-01,0.000000e+00,2.898900e-01,0.000000e+00,2.723442e-01,0.000000e+00,3.332095e-15,4.600000e-01,1.014425e+01,1.133648e+00
4.650000e-01,5.704159e-15,3.082009e+00,0.000000e+00,3.384389e+00,0.000000e+00,3.082009e+00,0.000000e+00,2.785848e-01,0.000000e+00,2.968363e-01,0.000000e+00,2.785848e-01,0.000000e+00,5.704159e-15,4.650000e-01,1.040241e+01,1.117529e+00
4.700000e-01,9.682048e-15,3.160947e+00,0.000000e+00,3.465745e+00,0.000000e+00,3.160947e+00,0.000000e+00,2.849760e-01,0.000000e+00,3.039595e-01,0.000000e+00,2.849760e-01,0.000000e+00,9.682048e-15,4.700000e-01,1.066155e+01,1.102091e+00
4.750000e-01,1.629741e-14,3.240045e+00,0.000000e+00,3.546991e+00,0.000000e+00,3.240045e+00,0.000000e+00,2.915206e-01,0.000000e+00,3.112632e-01,0.000000e+00,2.915206e-01,0.000000e+00,1.629741e-14,4.750000e-01,1.092139e+01,1.087316e+00
4.800000e-01,2.720942e-14,3.319210e+00,0.000000e+00,3.628034e+00,0.000000e+00,3.319210e+00,0.000000e+00,2.982215e-01,0.000000e+00,3.187509e-01,0.000000e+00,2.982215e-01,0.000000e+00,2.720942e-14,4.800000e-01,1.118165e+01,1.073187e+00
4.850000e-01,4.506521e-14,3.398349e+00,0.000000e+00,3.708788e+00,0.000000e+00,3.398349e+00,0.000000e+00,3.050814e-01,0.000000e+00,3.264260e-01,0.000000e+00,3.050814e-01,0.000000e+00,4.506521e-14,4.850000e-01,1.144208e+01,1.059685e+00
4.900000e-01,7.405528e-14,3.477377e+00,0.000000e+00,3.789167e+00,0.000000e+00,3.477377e+00,0.000000e+00,3.121033e-01,0.000000e+00,3.342921e-01,0.000000e+00,3.121033e-01,0.000000e+00,7.405528e-14,4.900000e-01,1.170242e+01,1.046792e+00
4.950000e-01,1.207629e-13,3.556206e+00,0.000000e+00,3.869091e+00,0.000000e+00,3.556206e+00,0.000000e+00,3.192900e-01,0.000000e+00,3.423528e-01,0.000000e+00,3.192900e-01,0.000000e+00,1.207629e-13,4.950000e-01,1.196243e+01,1.034488e+00
5.000000e-01,1.954531e-13,3.634755e+00,0.000000e+00,3.948484e+00,0.000000e+00,3.634755e+00,0.000000e+00,3.266444e-01,0.000000e+00,3.506116e-01,0.000000e+00,3.266444e-01,0.000000e+00,1.954531e-13,5.000000e-01,1.222189e+01,1.022755e+00
5.050000e-01,3.140156e-13,3.712947e+00,0.000000e+00,4.027277e+00,0.000000e+00,3.712947e+00,0.000000e+00,3.341694e-01,0.000000e+00,3.590723e-01,0.000000e+00,3.341694e-01,0.000000e+00,3.140156e-13,5.050000e-01,1.248058e+01,1.011571e+00
5.100000e-01,5.008716e-13,3.790708e+00,0.000000e+00,4.105403e+00,0.000000e+00,3.790708e+00,0.000000e+00,3.418682e-01,0.000000e+00,3.677384e-01,0.000000e+00,3.418682e-01,0.000000e+00,5.008716e-13,5.100000e-01,1.273829e+01,1.000919e+00
5.150000e-01,7.932931e-13,3.867970e+00,0.000000e+00,4.182802e+00,0.000000e+00,3.867970e+00,0.000000e+00,3.497439e-01,0.000000e+00,3.766138e-01,0.000000e+00,3.497439e-01,0.000000e+00,7.932931e-13,5.150000e-01,1.299484e+01,9.907776e-01
5.200000e-01,1.247779e-12,3.944669e+00,0.000000e+00,4.259420e+00,0.000000e+00,3.944669e+00,0.000000e+00,3.577996e-01,0.000000e+00,3.857024e-01,0.000000e+00,3.577996e-01,0.000000e+00,1.247779e-12,5.200000e-01,1.325006e+01,9.811277e-01
5.250000e-01,1.949403e-12,4.020745e+00,0.000000e+00,4.335206e+00,0.000000e+00,4.020745e+00,0.000000e+00,3.660388e-01,0.000000e+00,3.950082e-01,0.000000e+00,3.660388e-01,0.000000e+00,1.949403e-12,5.250000e-01,1.350378e+01,9.719500e-01
5.300000e-01,3.025434e-12,4.096144e+00,0.000000e+00,4.410117e+00,0.000000e+00,4.096144e+00,0.000000e+00,3.744650e-01,0.000000e+00,4.045353e-01,0.000000e+00,3.744650e-01,0.000000e+00,3.025434e-12,5.300000e-01,1.375587e+01,9.632251e-01
5.350000e-01,4.665057e-12,4.170818e+00,0.000000e+00,4.484114e+00,0.000000e+00,4.170818e+00,0.000000e+00,3.830818e-01,0.000000e+00,4.142882e-01,0.000000e+00,3.830818e-01,0.000000e+00,4.665057e-12,5.350000e-01,1.400620e+01,9.549341e-01
5.400000e-01,7.147746e-12,4.244722e+00,0.000000e+00,4.557162e+00,0.000000e+00,4.244722e+00,0.000000e+00,3.918931e-01,0.000000e+00,4.242714e-01,0.000000e+00,3.918931e-01,0.000000e+00,7.147746e-12,5.400000e-01,1.425466e+01,9.470585e-01
5.450000e-01,1.088385e-11,4.317817e+00,0.000000e+00,4.629233e+00,0.000000e+00,4.317817e+00,0.000000e+00,4.009029e-01,0.000000e+00,4.344894e-01,0.000000e+00,4.009029e-01,0.000000e+00,1.088385e-11,5.450000e-01,1.450116e+01,9.395799e-01
5.500000e-01,1.647232e-11,4.390068e+00,0.000000e+00,4.700303e+00,0.000000e+00,4.390068e+00,0.000000e+00,4.101156e-01,0.000000e+00,4.449473e-01,0.000000e+00,4.101156e-01,0.000000e+00,1.647232e-11,5.500000e-01,1.474562e+01,9.324804e-01
5.550000e-01,2.478230e-11,4.461446e+00,0.000000e+00,4.770352e+00,0.000000e+00,4.461446e+00,0.000000e+00,4.195354e-01,0.000000e+00,4.556502e-01,0.000000e+00,4.195354e-01,0.000000e+00,2.478230e-11,5.550000e-01,1.498797e+01,9.257427e-01
5.600000e-01,3.706788e-11,4.531925e+00,0.000000e+00,4.839366e+00,0.000000e+00,4.531925e+00,0.000000e+00,4.291673e-01,0.000000e+00,4.666035e-01,0.000000e+00,4.291673e-01,0.000000e+00,3.706788e-11,5.600000e-01,1.522815e+01,9.193498e-01
5.650000e-01,5.512854e-11,4.601484e+00,0.000000e+00,4.907332e+00,0.000000e+00,4.601484e+00,0.000000e+00,4.390162e-01,0.000000e+00,4.778129e-01,0.000000e+00,4.390162e-01,0.000000e+00,5.512854e-11,5.650000e-01,1.546614e+01,9.132851e-01
5.700000e-01,8.153236e-11,4.670106e+00,0.000000e+00,4.974243e+00,0.000000e+00,4.670106e+00,0.000000e+00,4.490874e-01,0.000000e+00,4.892844e-01,0.000000e+00,4.490874e-01,0.000000e+00,8.153236e-11,5.700000e-01,1.570191e+01,9.075327e-01
5.750000e-01,1.199249e-10,4.737778e+00,0.000000e+00,5.040096e+00,0.000000e+00,4.737778e+00,0.000000e+00,4.593865e-01,0.000000e+00,5.010241e-01,0.000000e+00,4.593865e-01,0.000000e+00,1.199249e-10,5.750000e-01,1.593545e+01,9.020769e-01
5.800000e-01,1.754541e-10,4.804490e+00,0.000000e+00,5.104891e+00,0.000000e+00,4.804490e+00,0.000000e+00,4.699194e-01,0.000000e+00,5.130389e-01,0.000000e+00,4.699194e-01,0.000000e+00,1.754541e-10,5.800000e-01,1.616675e+01,8.969027e-01
5.850000e-01,2.553532e-10,4.870235e+00,0.000000e+00,5.168629e+00,0.000000e+00,4.870235e+00,0.000000e+00,4.806923e-01,0.000000e+00,5.253355e-01,0.000000e+00,4.806923e-01,0.000000e+00,2.553532e-10,5.850000e-01,1.639582e+01,8.919957e-01
5.900000e-01,3.697340e-10,4.935012e+00,0.000000e+00,5.231315e+00,0.000000e+00,4.935012e+00,0.000000e+00,4.917118e-01,0.000000e+00,5.379212e-01,0.000000e+00,4.917118e-01,0.000000e+00,3.697340e-10,5.900000e-01,1.662268e+01,8.873417e-01
5.950000e-01,5.326641e-10,4.998818e+00,0.000000e+00,5.292958e+00,0.000000e+00,4.998818e+00,0.000000e+00,5.029850e-01,0.000000e+00,5.508039e-01,0.000000e+00,5.029850e-01,0.000000e+00,5.326641e-10,5.950000e-01,1.684737e+01,8.829272e-01
6.000000e-01,7.636210e-10,5.061657e+00,0.000000e+00,5.353567e+00,0.000000e+00,5.061657e+00,0.000000e+00,5.145193e-01,0.000000e+00,5.639916e-01,0.000000e+00,5.145193e-01,0.000000e+00,7.636210e-10,6.000000e-01,1.706991e+01,8.787392e-01
6.050000e-01,1.089447e-09,5.123533e+00,0.000000e+00,5.413155e+00,0.000000e+00,5.123533e+00,0.000000e+00,5.263224e-01,0.000000e+00,5.774928e-01,0.000000e+00,5.263224e-01,0.000000e+00,1.089447e-09,6.050000e-01,1.729036e+01,8.747649e-01
6.100000e-01,1.546961e-09,5.184454e+00,0.000000e+00,5.471734e+00,0.000000e+00,5.184454e+00,0.000000e+00,5.384027e-01,0.000000e+00,5.913165e-01,0.000000e+00,5.384027e-01,0.000000e+00,1.546961e-09,6.100000e-01,1.750876e+01,8.709924e-01
6.150000e-01,2.186448e-09,5.244428e+00,0.000000e+00,5.529320e+00,0.000000e+00,5.244428e+00,0.000000e+00,5.507689e-01,0.000000e+00,6.054723e-01,0.000000e+00,5.507689e-01,0.000000e+00,2.186448e-09,6.150000e-01,1.772519e+01,8.674098e-01
6.200000e-01,3.076270e-09,5.303466e+00,0.000000e+00,5.585930e+00,0.000000e+00,5.303466e+00,0.000000e+00,5.634302e-01,0.000000e+00,6.199700e-01,0.000000e+00,5.634302e-01,0.000000e+00,3.076270e-09,6.200000e-01,1.793969e+01,8.640059e-01
6.250000e-01,4.308971e-09,5.361580e+00,0.000000e+00,5.641581e+00,0.000000e+00,5.361580e+00,0.000000e+00,5.763965e-01,0.000000e+00,6.348202e-01,0.000000e+00,5.763965e-01,0.000000e+00,4.308971e-09,6.250000e-01,1.815235e+01,8.607699e-01
6.300000e-01,6.009299e-09,5.418784e+00,0.000000e+00,5.696293e+00,0.000000e+00,5.418784e+00,0.000000e+00,5.896782e-01,0.000000e+00,6.500339e-01,0.000000e+00,5.896782e-01,0.000000e+00,6.009299e-09,6.300000e-01,1.836325e+01,8.576912e-01
6.350000e-01,8.344704e-09,5.475094e+00,0.000000e+00,5.750085e+00,0.000000e+00,5.475094e+00,0.000000e+00,6.032861e-01,0.000000e+00,6.656229e-01,0.000000e+00,6.032861e-01,0.000000e+00,8.344704e-09,6.350000e-01,1.857247e+01,8.547598e-01
6.400000e-01,1.153904e-08,5.530525e+00,0.000000e+00,5.802978e+00,0.000000e+00,5.530525e+00,0.000000e+00,6.172319e-01,0.000000e+00,6.815994e-01,0.000000e+00,6.172319e-01,0.000000e+00,1.153904e-08,6.400000e-01,1.878009e+01,8.519660e-01
6.450000e-01,1.589038e-08,5.585094e+00,0.000000e+00,5.854993e+00,0.000000e+00,5.585094e+00,0.000000e+00,6.315279e-01,0.000000e+00,6.979764e-01,0.000000e+00,6.315279e-01,0.000000e+00,1.589038e-08,6.450000e-01,1.898621e+01,8.493004e-01
6.500000e-01,2.179398e-08,5.638821e+00,0.000000e+00,5.906152e+00,0.000000e+00,5.638821e+00,0.000000e+00,6.461870e-01,0.000000e+00,7.147677e-01,0.000000e+00,6.461870e-01,0.000000e+00,2.179398e-08,6.500000e-01,1.919093e+01,8.467539e-01
6.550000e-01,2.977202e-08,5.691723e+00,0.000000e+00,5.956476e+00,0.000000e+00,5.691723e+00,0.000000e+00,6.612232e-01,0.000000e+00,7.319876e-01,0.000000e+00,6.612232e-01,0.000000e+00,2.977202e-08,6.550000e-01,1.939436e+01,8.443178e-01
6.600000e-01,4.051167e-08,5.743820e+00,0.000000e+00,6.005990e+00,0.000000e+00,5.743820e+00,0.000000e+00,6.766508e-01,0.000000e+00,7.496514e-01,0.000000e+00,6.766508e-01,0.000000e+00,4.051167e-08,6.600000e-01,1.959658e+01,8.419835e-01
6.650000e-01,5.491378e-08,5.795132e+00,0.000000e+00,6.054714e+00,0.000000e+00,5.795132e+00,0.000000e+00,6.924856e-01,0.000000e+00,7.677753e-01,0.000000e+00,6.924856e-01,0.000000e+00,5.491378e-08,6.650000e-01,1.979772e+01,8.397429e-01
6.700000e-01,7.415496e-08,5.845680e+00,0.000000e+00,6.102674e+00,0.000000e+00,5.845680e+00,0.000000e+00,7.087437e-01,0.000000e+00,7.863762e-01,0.000000e+00,7.087437e-01,0.000000e+00,7.415496e-08,6.700000e-01,1.999790e+01,8.375880e-01
6.750000e-01,9.976638e-08,5.895485e+00,0.000000e+00,6.149891e+00,0.000000e+00,5.895485e+00,0.000000e+00,7.254427e-01,0.000000e+00,8.054722e-01,0.000000e+00,7.254427e-01,0.000000e+00,9.976638e-08,6.749999e-01,2.019722e+01,8.355110e-01
6.800000e-01,1.337333e-07,5.944569e+00,0.000000e+00,6.196389e+00,0.000000e+00,5.944569e+00,0.000000e+00,7.426011e-01,0.000000e+00,8.250823e-01,0.000000e+00,7.426011e-01,0.000000e+00,1.337333e-07,6.799999e-01,2.039581e+01,8.335044e-01
6.850000e-01,1.786208e-07,5.992953e+00,0.000000e+00,6.242192e+00,0.000000e+00,5.992953e+00,0.000000e+00,7.602385e-01,0.000000e+00,8.452266e-01,0.000000e+00,7.602385e-01,0.000000e+00,1.786208e-07,6.849999e-01,2.059380e+01,8.315608e-01
6.900000e-01,2.377308e-07,6.040659e+00,0.000000e+00,6.287323e+00,0.000000e+00,6.040659e+00,0.000000e+00,7.783758e-01,0.000000e+00,8.659266e-01,0.000000e+00,7.783758e-01,0.000000e+00,2.377308e-07,6.899998e-01,2.079132e+01,8.296730e-01
6.950000e-01,3.152999e-07,6.087710e+00,0.000000e+00,6.331806e+00,0.000000e+00,6.087710e+00,0.000000e+00,7.970352e-01,0.000000e+00,8.872049e-01,0.000000e+00,7.970352e-01,0.000000e+00,3.152999e-07,6.949998e-01,2.098850e+01,8.278340e-01
7.000000e-01,4.167442e-07,6.134129e+00,0.000000e+00,6.375665e+00,0.000000e+00,6.134129e+00,0.000000e+00,8.162403e-01,0.000000e+00,9.090855e-01,0.000000e+00,8.162403e-01,0.000000e+00,4.167442e-07,6.999997e-01,2.118549e+01,8.260368e-01
7.050000e-01,5.489644e-07,6.179938e+00,0.000000e+00,6.418924e+00,0.000000e+00,6.179938e+00,0.000000e+00,8.360163e-01,0.000000e+00,9.315940e-01,0.000000e+00,8.360163e-01,0.000000e+00,5.489644e-07,7.049996e-01,2.138243e+01,8.242746e-01
7.100000e-01,7.207232e-07,6.225160e+00,0.000000e+00,6.461605e+00,0.000000e+00,6.225160e+00,0.000000e+00,8.563902e-01,0.000000e+00,9.547573e-01,0.000000e+00,8.563902e-01,0.000000e+00,7.207232e-07,7.099995e-01,2.157946e+01,8.225407e-01
7.150000e-01,9.431099e-07,6.269820e+00,0.000000e+00,6.503734e+00,0.000000e+00,6.269820e+00,0.000000e+00,8.773905e-01,0.000000e+00,9.786043e-01,0.000000e+00,8.773905e-01,0.000000e+00,9.431099e-07,7.149993e-01,2.177676e+01,8.208285e-01
7.200000e-01,1.230112e-06,6.313940e+00,0.000000e+00,6.545335e+00,0.000000e+00,6.313940e+00,0.000000e+00,8.990477e-01,0.000000e+00,1.003166e+00,0.000000e+00,8.990477e-01,0.000000e+00,1.230112e-06,7.199991e-01,2.197447e+01,8.191312e-01
7.250000e-01,1.599312e-06,6.357544e+00,0.000000e+00,6.586430e+00,0.000000e+00,6.357544e+00,0.000000e+00,9.213945e-01,0.000000e+00,1.028474e+00,0.000000e+00,9.213945e-01,0.000000e+00,1.599312e-06,7.249988e-01,2.217278e+01,8.174424e-01
7.300000e-01,2.072742e-06,6.400657e+00,0.000000e+00,6.627046e+00,0.000000e+00,6.400657e+00,0.000000e+00,9.444657e-01,0.000000e+00,1.054564e+00,0.000000e+00,9.444657e-01,0.000000e+00,2.072742e-06,7.299985e-01,2.237186e+01,8.157554e-01
7.350000e-01,2.677918e-06,6.443303e+00,0.000000e+00,6.667205e+00,0.000000e+00,6.443303e+00,0.000000e+00,9.682987e-01,0.000000e+00,1.081472e+00,0.000000e+00,9.682987e-01,0.000000e+00,2.677918e-06,7.349980e-01,2.257188e+01,8.140638e-01
7.400000e-01,3.449088e-06,6.485507e+00,0.000000e+00,6.706933e+00,0.000000e+00,6.485507e+00,0.000000e+00,9.929333e-01,0.000000e+00,1.109239e+00,0.000000e+00,9.929333e-01,0.000000e+00,3.449088e-06,7.399974e-01,2.277305e+01,8.123608e-01
7.450000e-01,4.428749e-06,6.527294e+00,0.000000e+00,6.746255e+00,0.000000e+00,6.527294e+00,0.000000e+00,1.018412e+00,0.000000e+00,1.137906e+00,0.000000e+00,1.018412e+00,0.000000e+00,4.428749e-06,7.449967e-01,2.297557e+01,8.106399e-01
7.500000e-01,5.669450e-06,6.568690e+00,0.000000e+00,6.785195e+00,0.000000e+00,6.568690e+00,0.000000e+00,1.044781e+00,0.000000e+00,1.167519e+00,0.000000e+00,1.044781e+00,0.000000e+00,5.669450e-06,7.499957e-01,2.317966e+01,8.088944e-01
7.550000e-01,7.235970e-06,6.609721e+00,0.000000e+00,6.823780e+00,0.000000e+00,6.609721e+00,0.000000e+00,1.072089e+00,0.000000e+00,1.198124e+00,0.000000e+00,1.072089e+00,0.000000e+00,7.235970e-06,7.549945e-01,2.338552e+01,8.071174e-01
7.600000e-01,9.207891e-06,6.650413e+00,0.000000e+00,6.862035e+00,0.000000e+00,6.650413e+00,0.000000e+00,1.100388e+00,0.000000e+00,1.229774e+00,0.000000e+00,1.100388e+00,0.000000e+00,9.207891e-06,7.599930e-01,2.359341e+01,8.053022e-01
7.650000e-01,1.168267e-05,6.690794e+00,0.000000e+00,6.899987e+00,0.000000e+00,6.690794e+00,0.000000e+00,1.129734e+00,0.000000e+00,1.262523e+00,0.000000e+00,1.129734e+00,0.000000e+00,1.168267e-05,7.649911e-01,2.380357e+01,8.034417e-01
7.700000e-01,1.477925e-05,6.730890e+00,0.000000e+00,6.937662e+00,0.000000e+00,6.730890e+00,0.000000e+00,1.160188e+00,0.000000e+00,1.296431e+00,0.000000e+00,1.160188e+00,0.000000e+00,1.477925e-05,7.699886e-01,2.401625e+01,8.015288e-01
7.750000e-01,1.864232e-05,6.770732e+00,0.000000e+00,6.975087e+00,0.000000e+00,6.770732e+00,0.000000e+00,1.191813e+00,0.000000e+00,1.331558e+00,0.000000e+00,1.191813e+00,0.000000e+00,1.864232e-05,7.749856e-01,2.423174e+01,7.995564e-01
7.800000e-01,2.344731e-05,6.810347e+00,0.000000e+00,7.012292e+00,0.000000e+00,6.810347e+00,0.000000e+00,1.224680e+00,0.000000e+00,1.367973e+00,0.000000e+00,1.224680e+00,0.000000e+00,2.344731e-05,7.799817e-01,2.445032e+01,7.975170e-01
7.850000e-01,2.940617e-05,6.849765e+00,0.000000e+00,7.049304e+00,0.000000e+00,6.849765e+00,0.000000e+00,1.258861e+00,0.000000e+00,1.405745e+00,0.000000e+00,1.258861e+00,0.000000e+00,2.940617e-05,7.849769e-01,2.467230e+01,7.954030e-01
7.900000e-01,3.677412e-05,6.889018e+00,0.000000e+00,7.086152e+00,0.000000e+00,6.889018e+00,0.000000e+00,1.294435e+00,0.000000e+00,1.444952e+00,0.000000e+00,1.294435e+00,0.000000e+00,3.677412e-05,7.899709e-01,2.489801e+01,7.932069e-01
7.950000e-01,4.585742e-05,6.928137e+00,0.000000e+00,7.122868e+00,0.000000e+00,6.928137e+00,0.000000e+00,1.331488e+00,0.000000e+00,1.485674e+00,0.000000e+00,1.331488e+00,0.000000e+00,4.585742e-05,7.949635e-01,2.512779e+01,7.909206e-01
8.000000e-01,5.702223e-05,6.967154e+00,0.000000e+00,7.159482e+00,0.000000e+00,6.967154e+00,0.000000e+00,1.370107e+00,0.000000e+00,1.527997e+00,0.000000e+00,1.370107e+00,0.000000e+00,5.702223e-05,7.999544e-01,2.536200e+01,7.885363e-01
8.050000e-01,7.070482e-05,7.006103e+00,0.000000e+00,7.196025e+00,0.000000e+00,7.006103e+00,0.000000e+00,1.410390e+00,0.000000e+00,1.572012e+00,0.000000e+00,1.410390e+00,0.000000e+00,7.070482e-05,8.049431e-01,2.560102e+01,7.860458e-01
8.100000e-01,8.742301e-05,7.045017e+00,0.000000e+00,7.232531e+00,0.000000e+00,7.045017e+00,0.000000e+00,1.452437e+00,0.000000e+00,1.617817e+00,0.000000e+00,1.452437e+00,0.000000e+00,8.742301e-05,8.099292e-01,2.584526e+01,7.834408e-01
8.150000e-01,1.077892e-04,7.083934e+00,0.000000e+00,7.269033e+00,0.000000e+00,7.083934e+00,0.000000e+00,1.496358e+00,0.000000e+00,1.665513e+00,0.000000e+00,1.496358e+00,0.000000e+00,1.077892e-04,8.149122e-01,2.609513e+01,7.807129e-01
8.200000e-01,1.325246e-04,7.122887e+00,0.000000e+00,7.305565e+00,0.000000e+00,7.122887e+00,0.000000e+00,1.542266e+00,0.000000e+00,1.715210e+00,0.000000e+00,1.542266e+00,0.000000e+00,1.325246e-04,8.198913e-01,2.635108e+01,7.778536e-01
8.250000e-01,1.624756e-04,7.161916e+00,0.000000e+00,7.342162e+00,0.000000e+00,7.161916e+00,0.000000e+00,1.590281e+00,0.000000e+00,1.767021e+00,0.000000e+00,1.590281e+00,0.000000e+00,1.624756e-04,8.248660e-01,2.661358e+01,7.748545e-01
8.300000e-01,1.986311e-04,7.201057e+00,0.000000e+00,7.378861e+00,0.000000e+00,7.201057e+00,0.000000e+00,1.640531e+00,0.000000e+00,1.821065e+00,0.000000e+00,1.640531e+00,0.000000e+00,1.986311e-04,8.298351e-01,2.688310e+01,7.717070e-01
8.350000e-01,2.421417e-04,7.240349e+00,0.000000e+00,7.415697e+00,0.000000e+00,7.240349e+00,0.000000e+00,1.693147e+00,0.000000e+00,1.877467e+00,0.000000e+00,1.693147e+00,0.000000e+00,2.421417e-04,8.347978e-01,2.716016e+01,7.684030e-01
8.400000e-01,2.943403e-04,7.279832e+00,0.000000e+00,7.452708e+00,0.000000e+00,7.279832e+00,0.000000e+00,1.748270e+00,0.000000e+00,1.936357e+00,0.000000e+00,1.748270e+00,0.000000e+00,2.943403e-04,8.397528e-01,2.744527e+01,7.649340e-01
8.450000e-01,3.567638e-04,7.319545e+00,0.000000e+00,7.489930e+00,0.000000e+00,7.319545e+00,0.000000e+00,1.806042e+00,0.000000e+00,1.997868e+00,0.000000e+00,1.806042e+00,0.000000e+00,3.567638e-04,8.446985e-01,2.773897e+01,7.612922e-01
8.500000e-01,4.311763e-04,7.359527e+00,0.000000e+00,7.527402e+00,0.000000e+00,7.359527e+00,0.000000e+00,1.866611e+00,0.000000e+00,2.062137e+00,0.000000e+00,1.866611e+00,0.000000e+00,4.311763e-04,8.496335e-01,2.804181e+01,7.574702e-01
8.550000e-01,5.195926e-04,7.399819e+00,0.000000e+00,7.565161e+00,0.000000e+00,7.399819e+00,0.000000e+00,1.930128e+00,0.000000e+00,2.129305e+00,0.000000e+00,1.930128e+00,0.000000e+00,5.195926e-04,8.545557e-01,2.835436e+01,7.534607e-01
8.600000e-01,6.243013e-04,7.440458e+00,0.000000e+00,7.603242e+00,0.000000e+00,7.440458e+00,0.000000e+00,1.996748e+00,0.000000e+00,2.199512e+00,0.000000e+00,1.996748e+00,0.000000e+00,6.243013e-04,8.594631e-01,2.867717e+01,7.492573e-01
8.650000e-01,7.478889e-04,7.481484e+00,0.000000e+00,7.641683e+00,0.000000e+00,7.481484e+00,0.000000e+00,2.066624e+00,0.000000e+00,2.272900e+00,0.000000e+00,2.066624e+00,0.000000e+00,7.478889e-04,8.643531e-01,2.901080e+01,7.448546e-01
8.700000e-01,8.932615e-04,7.522932e+00,0.000000e+00,7.680517e+00,0.000000e+00,7.522932e+00,0.000000e+00,2.139911e+00,0.000000e+00,2.349609e+00,0.000000e+00,2.139911e+00,0.000000e+00,8.932615e-04,8.692229e-01,2.935581e+01,7.402477e-01
8.750000e-01,1.063664e-03,7.564837e+00,0.000000e+00,7.719776e+00,0.000000e+00,7.564837e+00,0.000000e+00,2.216759e+00,0.000000e+00,2.429773e+00,0.000000e+00,2.216759e+00,0.000000e+00,1.063664e-03,8.740693e-01,2.971274e+01,7.354331e-01
8.800000e-01,1.262700e-03,7.607230e+00,0.000000e+00,7.759491e+00,0.000000e+00,7.607230e+00,0.000000e+00,2.297313e+00,0.000000e+00,2.513522e+00,0.000000e+00,2.297313e+00,0.000000e+00,1.262700e-03,8.788888e-01,3.008210e+01,7.304085e-01
8.850000e-01,1.494338e-03,7.650140e+00,0.000000e+00,7.799688e+00,0.000000e+00,7.650140e+00,0.000000e+00,2.381710e+00,0.000000e+00,2.600976e+00,0.000000e+00,2.381710e+00,0.000000e+00,1.494338e-03,8.836775e-01,3.046436e+01,7.251731e-01
8.900000e-01,1.762926e-03,7.693591e+00,0.000000e+00,7.840389e+00,0.000000e+00,7.693591e+00,0.000000e+00,2.470075e+00,0.000000e+00,2.692244e+00,0.000000e+00,2.470075e+00,0.000000e+00,1.762926e-03,8.884310e-01,3.085997e+01,7.197278e-01
8.950000e-01,2.073184e-03,7.737602e+00,0.000000e+00,7.881613e+00,0.000000e+00,7.737602e+00,0.000000e+00,2.562520e+00,0.000000e+00,2.787418e+00,0.000000e+00,2.562520e+00,0.000000e+00,2.073184e-03,8.931445e-01,3.126928e+01,7.140752e-01
9.000000e-01,2.430202e-03,7.782185e+00,0.000000e+00,7.923372e+00,0.000000e+00,7.782185e+00,0.000000e+00,2.659138e+00,0.000000e+00,2.886575e+00,0.000000e+00,2.659138e+00,0.000000e+00,2.430202e-03,8.978128e-01,3.169259e+01,7.082197e-01
9.050000e-01,2.839416e-03,7.827349e+00,0.000000e+00,7.965672e+00,0.000000e+00,7.827349e+00,0.000000e+00,2.759999e+00,0.000000e+00,2.989766e+00,0.000000e+00,2.759999e+00,0.000000e+00,2.839416e-03,9.024303e-01,3.213013e+01,7.021682e-01
9.100000e-01,3.306580e-03,7.873091e+00,0.000000e+00,8.008513e+00,0.000000e+00,7.873091e+00,0.000000e+00,2.865149e+00,0.000000e+00,3.097020e+00,0.000000e+00,2.865149e+00,0.000000e+00,3.306580e-03,9.069910e-01,3.258201e+01,6.959292e-01
9.150000e-01,3.837729e-03,7.919402e+00,0.000000e+00,8.051886e+00,0.000000e+00,7.919402e+00,0.000000e+00,2.974604e+00,0.000000e+00,3.208334e+00,0.000000e+00,2.974604e+00,0.000000e+00,3.837729e-03,9.114885e-01,3.304823e+01,6.895138e-01
