rho,d6,d8,d9,d12,d6m,d12m,dm
0.757,0.520081439385145,0.25490543096309937,0.22704872236017695,0.1492201020581833,0.4153206717059631,0.17344868467197413,0.29438467818896863
0.758,0.5210689618404525,0.2553928101748683,0.22748767280947624,0.1495292276054753,0.41587097960688446,0.17385459006905984,0.2948627848379722
0.759,0.5220618184224932,0.25588297038760976,0.2279291672155165,0.14984028340613978,0.4164240866952499,0.17426295087282165,0.29534351878403575
0.76,0.5230600596080888,0.25637593959146787,0.22837323156208872,0.15015329045813347,0.4169800202358493,0.17467379254119142,0.2958269063885204
0.761,0.5240637365675285,0.25687174618490305,0.2288198922169666,0.15046827008576144,0.41753880788804043,0.17508714091104108,0.2963129743995408
0.762,0.5250729011771355,0.2573704189825169,0.22926917593934698,0.15078524394625478,0.4181004777133126,0.17550302220555536,0.296801749959434
0.763,0.5260876060321141,0.25787198722306237,0.22972110988746836,0.15110423403651105,0.4186650581830305,0.17592146304178283,0.2972932606124067
0.764,0.5271079044596902,0.25837648057764534,0.23017572162641256,0.15142526270000192,0.4192325781863638,0.17634249043836847,0.29778753431236615
0.765,0.5281338505325481,0.2588839291581225,0.23063303913609584,0.15174835263385303,0.4198030670384076,0.17676613182347392,0.29828459943094077
0.766,0.5291654990825777,0.2593943635257017,0.23109309081945342,0.1520735268961013,0.4203765544884985,0.17719241504289113,0.2987844847656948
0.767,0.5302029057149354,0.25990781469975,0.2315559055108245,0.1524008089131348,0.4209530707287329,0.17762136836835446,0.2992872195485437
0.768,0.5312461268224292,0.26042431416681633,0.23202151248454259,0.1527302224873208,0.4215326464026932,0.17805302050605673,0.2997928334543749
0.769,0.5322952196002388,0.26094389388987366,0.2324899414637375,0.15306179180482712,0.42211531261438695,0.17848740060537638,0.3003013566098817
0.77,0.5333502420609775,0.2614665863177881,0.23296122262935529,0.15339554144364334,0.42270110093740704,0.1789245382678205,0.3008128196026138
0.771,0.5344112530501042,0.26199242439502163,0.23343538662940239,0.15373149638180744,0.42329004342431736,0.17936446355619137,0.30132725349025435
0.772,0.5354783122617021,0.2625214415715742,0.23391246458842083,0.1540696820058438,0.4238821726162727,0.1798072070039821,0.3018446898101274
0.773,0.5365514802546246,0.2630536718131739,0.23439248811720084,0.15441012411942,0.42447752155287755,0.1802527996250092,0.3023651605889433
0.774,0.5376308184690276,0.26358914961172103,0.2348754893227391,0.15475284895222782,0.4250761237822927,0.18070127292328805,0.3028886983527904
0.775,0.5387163892432941,0.26412790999599456,0.23536150081844853,0.15509788316909645,0.42567801337159716,0.18115265890315982,0.3034153361373785
0.776,0.5398082558313629,0.2646699885426285,0.23585055573462826,0.15544525387934435,0.4262832249174104,0.1816069900796763,0.3039451074985433
0.777,0.5409064824204761,0.2652154213873669,0.23634268772920156,0.15579498864637759,0.4268917935567874,0.18206429948925112,0.30447804652301924
