p,r6l,r12l,r6m,r12m,r6h,r12h
0.5690000000000001,0.18500196410265346,0.0961906326349206,0.43408744279829226,0.3061420198325343,1.4362475483799837,1.29359538076848
0.5700000000000001,0.1850097600790434,0.09619440293216741,0.4342163790242717,0.3062279842655889,1.4365023781304538,1.2937869166407938
0.5710000000000001,0.1850175568631923,0.09619817361614799,0.43434542373103935,0.30631402298117844,1.4367575321821433,1.2939787082675982
0.5720000000000001,0.18502535445523385,0.09620194468692604,0.4344745770613081,0.306400136078228,1.4370130111754504,1.2941707561680216
0.5730000000000001,0.18503315285530192,0.09620571614456525,0.4346038391580468,0.3064863236558426,1.4372688157525393,1.294363060862676
0.5740000000000001,0.18504095206353027,0.09620948798912919,0.4347332101644822,0.30657258581330654,1.437524946557239,1.2945556228735455
0.5750000000000001,0.18504875208005278,0.09621326022068168,0.4348626902240997,0.30665892265008493,1.4377814042351127,1.2947484427240423
0.5760000000000001,0.18505655290500328,0.09621703283928632,0.43499227948064323,0.3067453342658233,1.4380381894335186,1.2949415209390507
0.5770000000000001,0.18506435453851583,0.09622080584500689,0.4351219780781168,0.3068318207603484,1.438295302801501,1.2951348580448532
0.578,0.18507215698072418,0.09622457923790712,0.43525178616078336,0.30691838223366796,1.4385527449898674,1.2953284545692094
0.579,0.18507996023176235,0.09622835301805073,0.43538170387316744,0.3070050187859724,1.4388105166511744,1.2955223110412888
0.58,0.18508776429176438,0.09623212718550148,0.43551173136005467,0.307091730517634,1.4390686184397474,1.2957164279917268
0.581,0.18509556916086434,0.0962359017403232,0.435641868766492,0.3071785175292077,1.4393270510116678,1.2959108059526345
0.582,0.18510337483919626,0.09623967668257961,0.43577211623778994,0.3072653799214319,1.4395858150247804,1.2961054454575576
0.583,0.1851111813268942,0.0962434520123346,0.43590247391952097,0.3073523177952286,1.439844911138731,1.2963003470415397
0.584,0.18511898862409232,0.09624722772965194,0.4360329419575221,0.3074393312517038,1.4401043400149218,1.2964955112410654
0.585,0.1851267967309248,0.09625100383459548,0.43616352049789375,0.3075264203921477,1.440364102316561,1.2966909385941048
0.586,0.1851346056475258,0.09625478032722903,0.4362942096870019,0.3076135853180357,1.440624198708656,1.2968866296401298
0.587,0.18514241537402953,0.09625855720761652,0.436425009671478,0.30770082613102845,1.4408846298579698,1.297082584920066
0.588,0.18515022591057023,0.0962623344758218,0.4365559205982194,0.30778814293297224,1.441145396433143,1.2972788049763837
0.589,0.1851580372572822,0.09626611213190873,0.4366869426143905,0.3078755358258995,1.4414064991045807,1.2974752903529971
0.59,0.18516584941429975,0.09626989017594129,0.4368180758674221,0.30796300491202944,1.4416679385445332,1.2976720415953438
0.591,0.18517366238175723,0.09627366860798332,0.4369493205050145,0.3080505502937681,1.4419297154270603,1.2978690592503854
0.592,0.18518147615978897,0.09627744742809884,0.4370806766751352,0.3081381720737093,1.4421918304280439,1.2980663438665658
0.593,0.18518929074852944,0.09628122663635179,0.43721214452602214,0.3082258703546344,1.4424542842252388,1.2982638959938875
0.594,0.18519710614811302,0.09628500623280609,0.437343724206182,0.3083136452395136,1.4427170774982145,1.2984617161838377
0.595,0.18520492235867414,0.09628878621752575,0.4374754158643926,0.3084014968315052,1.442980210928417,1.2986598049894567
0.596,0.1852127393803475,0.09629256659057474,0.4376072196497029,0.3084894252339576,1.4432436851991493,1.2988581629653415
0.597,0.1852205572132673,0.09629634735201711,0.4377391357114328,0.3085774305504079,1.4435075009955192,1.2990567906675543
0.598,0.18522837585756838,0.09630012850191688,0.4378711641991755,0.3086655128845842,1.4437716590045866,1.2992556886537754
0.599,0.18523619531338517,0.09630391004033804,0.4380033052627966,0.3087536723404044,1.4440361599152272,1.2994548574832072
0.6,0.18524401558085227,0.09630769196734473,0.43813555905243573,0.30884190902197783,1.4443010044182731,1.2996542977166248
0.601,0.18525183666010447,0.09631147428300096,0.4382679257185061,0.3089302230336054,1.4445661932063598,1.2998540099163423
0.602,0.1852596585512763,0.09631525698737081,0.43840040541169684,0.3090186144797794,1.4448317269740534,1.3000539946462384
